node1,node2,startLoc,endLoc
116,117,Queens,Queens
117,92,Queens,Brooklyn
117,118,Queens,Queens
118,91,Queens,Queens
118,90,Queens,Queens
116,119,Queens,Queens
119,120,Queens,Bronx
120,93,Bronx,Bronx
120,94,Bronx,Bronx
119,121,Queens,Queens
121,122,Queens,Queens
122,123,Queens,Queens
123,124,Queens,Queens
124,125,Queens,Queens
125,126,Queens,Brooklyn
126,50,Brooklyn,Manhattan
126,51,Brooklyn,Brooklyn
125,127,Queens,Queens
127,128,Queens,Queens
128,129,Queens,Queens
129,61,Queens,Brooklyn
129,130,Queens,Bronx
130,1,Bronx,Bronx
130,49,Bronx,Bronx
128,131,Queens,Queens
131,62,Queens,Queens
131,63,Queens,Bronx
127,132,Queens,Queens
132,15,Queens,Brooklyn
132,133,Queens,Queens
133,20,Queens,Queens
133,35,Queens,Queens
124,134,Queens,Queens
134,135,Queens,Queens
135,16,Queens,Bronx
135,17,Queens,Brooklyn
134,136,Queens,Queens
136,137,Queens,Queens
137,138,Queens,Queens
138,139,Queens,Queens
139,140,Queens,Queens
140,141,Queens,Queens
141,142,Queens,Queens
142,143,Queens,Queens
143,144,Queens,Queens
144,46,Queens,Bronx
144,45,Queens,Manhattan
143,44,Queens,Queens
142,145,Queens,Queens
145,64,Queens,Bronx
145,65,Queens,Queens
141,146,Queens,Queens
146,24,Queens,Queens
146,18,Queens,Bronx
140,147,Queens,Queens
147,148,Queens,Queens
148,32,Queens,Bronx
148,11,Queens,Queens
147,4,Queens,StatenIsland
139,149,Queens,Queens
149,150,Queens,Queens
150,151,Queens,Queens
151,13,Queens,Brooklyn
151,33,Queens,Queens
150,152,Queens,Queens
152,153,Queens,StatenIsland
153,3,StatenIsland,StatenIsland
153,5,StatenIsland,StatenIsland
152,154,Queens,Queens
154,26,Queens,Brooklyn
154,155,Queens,Queens
155,156,Queens,Queens
156,23,Queens,Manhattan
156,157,Queens,Queens
157,19,Queens,Queens
157,158,Queens,Queens
158,59,Queens,Queens
158,48,Queens,Bronx
155,159,Queens,Queens
159,52,Queens,Brooklyn
159,160,Queens,Queens
160,25,Queens,Queens
160,60,Queens,Brooklyn
149,161,Queens,Queens
161,6,Queens,StatenIsland
161,30,Queens,Queens
138,162,Queens,Queens
162,163,Queens,Queens
163,37,Queens,Queens
163,36,Queens,Brooklyn
162,164,Queens,Queens
164,38,Queens,Queens
164,14,Queens,Brooklyn
137,165,Queens,Queens
165,66,Queens,Bronx
165,166,Queens,Queens
166,41,Queens,Bronx
166,167,Queens,Queens
167,40,Queens,Bronx
167,168,Queens,Queens
168,169,Queens,Queens
169,42,Queens,Bronx
169,39,Queens,Brooklyn
168,43,Queens,Queens
136,170,Queens,Queens
170,171,Queens,Queens
171,8,Queens,Queens
171,27,Queens,Manhattan
170,7,Queens,Manhattan
123,172,Queens,Queens
172,173,Queens,Queens
173,174,Queens,Manhattan
174,175,Manhattan,Manhattan
175,54,Manhattan,Manhattan
175,176,Manhattan,Manhattan
176,22,Manhattan,Manhattan
176,177,Manhattan,Manhattan
177,53,Manhattan,Manhattan
177,21,Manhattan,Manhattan
174,55,Manhattan,Manhattan
173,178,Queens,Queens
178,28,Queens,Queens
178,29,Queens,Queens
172,179,Queens,Queens
179,31,Queens,Queens
179,180,Queens,Queens
180,2,Queens,Bronx
180,47,Queens,Queens
122,181,Queens,Queens
181,182,Queens,Brooklyn
182,183,Brooklyn,Brooklyn
183,184,Brooklyn,Brooklyn
184,185,Brooklyn,Brooklyn
185,12,Brooklyn,Brooklyn
185,56,Brooklyn,Brooklyn
184,9,Brooklyn,Brooklyn
183,10,Brooklyn,Brooklyn
182,186,Brooklyn,Brooklyn
186,34,Brooklyn,Brooklyn
186,187,Brooklyn,Brooklyn
187,58,Brooklyn,Brooklyn
187,57,Brooklyn,Brooklyn
181,188,Queens,Queens
188,189,Queens,Queens
189,190,Queens,Queens
190,191,Queens,Queens
191,192,Queens,Manhattan
192,193,Manhattan,Manhattan
193,108,Manhattan,Brooklyn
193,115,Manhattan,Manhattan
192,194,Manhattan,Manhattan
194,114,Manhattan,Manhattan
194,112,Manhattan,Manhattan
191,111,Queens,Manhattan
190,195,Queens,Queens
195,196,Queens,Queens
196,109,Queens,Brooklyn
196,107,Queens,Queens
195,110,Queens,Bronx
189,113,Queens,Manhattan
188,197,Queens,Queens
197,106,Queens,Queens
197,198,Queens,Queens
198,199,Queens,Queens
199,104,Queens,Queens
199,200,Queens,Queens
200,201,Queens,Queens
201,101,Queens,Bronx
201,202,Queens,Queens
202,203,Queens,Queens
203,102,Queens,Queens
203,103,Queens,Queens
202,100,Queens,Bronx
200,99,Queens,Brooklyn
198,204,Queens,Queens
204,105,Queens,Brooklyn
204,205,Queens,Queens
205,95,Queens,Bronx
205,206,Queens,Queens
206,207,Queens,Queens
207,97,Queens,Brooklyn
207,96,Queens,Queens
206,98,Queens,Brooklyn
121,208,Queens,Queens
208,209,Queens,Queens
209,210,Queens,Queens
210,211,Queens,Queens
211,75,Queens,Bronx
211,212,Queens,Queens
212,213,Queens,Queens
213,89,Queens,Bronx
213,77,Queens,Queens
212,70,Queens,Manhattan
210,214,Queens,Queens
214,215,Queens,Queens
215,84,Queens,Bronx
215,216,Queens,Queens
216,83,Queens,Bronx
216,76,Queens,Queens
214,80,Queens,Brooklyn
209,217,Queens,Queens
217,218,Queens,Queens
218,85,Queens,StatenIsland
218,219,Queens,Queens
219,68,Queens,Queens
219,69,Queens,Bronx
217,220,Queens,Queens
220,221,Queens,Queens
221,222,Queens,Queens
222,223,Queens,Brooklyn
223,224,Brooklyn,Brooklyn
224,73,Brooklyn,Brooklyn
224,88,Brooklyn,Brooklyn
223,81,Brooklyn,Brooklyn
222,87,Queens,Queens
221,79,Queens,Queens
220,225,Queens,Queens
225,71,Queens,Manhattan
225,72,Queens,Brooklyn
208,226,Queens,Queens
226,227,Queens,Queens
227,228,Queens,Queens
228,82,Queens,Brooklyn
228,86,Queens,Queens
227,229,Queens,Queens
229,67,Queens,Bronx
229,74,Queens,Queens
226,78,Queens,Queens
