node1,node2,startLoc,endLoc
116,117,Bronx,Bronx
117,118,Bronx,Bronx
118,119,Bronx,Bronx
119,18,Bronx,Queens
119,19,Bronx,Queens
118,120,Bronx,Bronx
120,121,Bronx,Bronx
121,122,Bronx,Bronx
122,14,Bronx,Bronx
122,123,Bronx,Bronx
123,124,Bronx,Bronx
124,15,Bronx,Queens
124,16,Bronx,Manhattan
123,17,Bronx,Bronx
121,20,Bronx,Manhattan
120,125,Bronx,Bronx
125,126,Bronx,Bronx
126,127,Bronx,Bronx
127,21,Bronx,Queens
127,22,Bronx,Bronx
126,23,Bronx,Brooklyn
125,128,Bronx,Brooklyn
128,24,Brooklyn,Brooklyn
128,25,Brooklyn,Brooklyn
117,129,Bronx,Bronx
129,130,Bronx,Bronx
130,131,Bronx,Manhattan
131,132,Manhattan,Manhattan
132,7,Manhattan,Manhattan
132,90,Manhattan,Manhattan
131,133,Manhattan,Manhattan
133,134,Manhattan,Manhattan
134,91,Manhattan,Manhattan
134,89,Manhattan,Manhattan
133,105,Manhattan,StatenIsland
130,135,Bronx,Bronx
135,136,Bronx,Bronx
136,137,Bronx,Brooklyn
137,73,Brooklyn,Brooklyn
137,138,Brooklyn,Brooklyn
138,87,Brooklyn,Brooklyn
138,88,Brooklyn,Brooklyn
136,139,Bronx,Bronx
139,140,Bronx,Bronx
140,12,Bronx,Queens
140,78,Bronx,Bronx
139,141,Bronx,Brooklyn
141,142,Brooklyn,Brooklyn
142,74,Brooklyn,Brooklyn
142,6,Brooklyn,Brooklyn
141,143,Brooklyn,Brooklyn
143,100,Brooklyn,Brooklyn
143,144,Brooklyn,Brooklyn
144,82,Brooklyn,Brooklyn
144,145,Brooklyn,Brooklyn
145,77,Brooklyn,StatenIsland
145,84,Brooklyn,Brooklyn
135,146,Bronx,Bronx
146,147,Bronx,Bronx
147,148,Bronx,Queens
148,149,Queens,Queens
149,150,Queens,Queens
150,40,Queens,Queens
150,151,Queens,Queens
151,46,Queens,Queens
151,10,Queens,Queens
149,152,Queens,Queens
152,41,Queens,Queens
152,97,Queens,Queens
148,153,Queens,Queens
153,154,Queens,Queens
154,155,Queens,Queens
155,43,Queens,Queens
155,42,Queens,Queens
154,156,Queens,Queens
156,81,Queens,Queens
156,157,Queens,Queens
157,2,Queens,Brooklyn
157,39,Queens,Queens
153,158,Queens,Queens
158,93,Queens,Queens
158,159,Queens,Queens
159,96,Queens,Brooklyn
159,160,Queens,Queens
160,48,Queens,Queens
160,80,Queens,Queens
147,83,Bronx,Brooklyn
146,161,Bronx,Bronx
161,162,Bronx,Bronx
162,163,Bronx,Bronx
163,164,Bronx,Bronx
164,94,Bronx,Bronx
164,9,Bronx,Bronx
163,4,Bronx,Bronx
