# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 03 16:56:31 CET 2020 [seed=1604418990202]
# TreeTime_26102020.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NY.other	location.rates.other.NY	location.indicators.NY.other	location.indicators.other.NY	location.nonZeroRates	location.branchRates	location.treeLikelihood
447000	-1806.825641960544	-263.4393493793786	-1543.3862925811654	2.1658775727744413	2.1658775727744426	1.7061696251859584	0.4433691148916321	1.0	1.0	2.0	0.0	-1543.3862925811654
448000	-1806.8113791610479	-238.90329529618	-1567.9080838648679	1.9728298146843979	1.9728298146843932	0.7225311873021832	0.20394661352583301	1.0	1.0	2.0	0.0	-1567.9080838648679
449000	-1809.2939829199815	-289.0803732975002	-1520.2136096224813	2.3767614346292927	2.376761434629287	1.8424791000546175	0.48568653350308016	1.0	1.0	2.0	0.0	-1520.2136096224813
450000	-1809.0213846837903	-272.31215597190743	-1536.7092287118828	2.2309047956373202	2.2309047956373176	2.567909980042912	0.6024966094532799	1.0	1.0	2.0	0.0	-1536.7092287118828
451000	-1806.4713560949167	-278.26058558195075	-1528.210770512966	2.299945162302817	2.29994516230282	0.6255169442889816	0.15726407265793	1.0	1.0	2.0	0.0	-1528.210770512966
452000	-1809.5563511365744	-257.24611050793385	-1552.3102406286405	2.1163529374646544	2.116352937464651	1.4969422654461255	0.4396833698256135	1.0	1.0	2.0	0.0	-1552.3102406286405
453000	-1814.768703981928	-275.44391374207447	-1539.3247902398534	2.202766521044854	2.202766521044835	7.598380848213168	2.10138395321093	1.0	1.0	2.0	0.0	-1539.3247902398534
454000	-1808.3402073365385	-244.5731977147641	-1563.7670096217744	2.0129116606771684	2.012911660677176	1.374775242044724	0.38084293107495165	1.0	1.0	2.0	0.0	-1563.7670096217744
455000	-1806.986869650133	-271.6475300501505	-1535.3393395999824	2.2350771026699134	2.2350771026699134	1.5961760360058506	0.405819644917936	1.0	1.0	2.0	0.0	-1535.3393395999824
456000	-1806.8741882661946	-269.7888221346863	-1537.0853661315082	2.2192976251200327	2.2192976251200367	1.6412382860342454	0.40735086281729005	1.0	1.0	2.0	0.0	-1537.0853661315082
457000	-1809.196766250058	-270.6265732099511	-1538.570193040107	2.2336932926611026	2.233693292661101	0.9531429489492457	0.19498376295824005	1.0	1.0	2.0	0.0	-1538.570193040107
458000	-1810.0535862624833	-260.9033185902546	-1549.1502676722287	2.128908740359685	2.1289087403596887	3.3709008769205164	0.7067369195795541	1.0	1.0	2.0	0.0	-1549.1502676722287
459000	-1808.6978231393132	-261.9545143047434	-1546.74330883457	2.158504029139392	2.1585040291393938	1.2620786889298097	0.29299716770348133	1.0	1.0	2.0	0.0	-1546.74330883457
460000	-1805.4218312029989	-254.93930739962732	-1550.4825238033716	2.108461559028081	2.1084615590280746	0.45548303870942825	0.1272844185818982	1.0	1.0	2.0	0.0	-1550.4825238033716
461000	-1806.6822632197661	-273.81087156415475	-1532.8713916556114	2.263915506335477	2.263915506335487	0.5436918791882219	0.13960112003672923	1.0	1.0	2.0	0.0	-1532.8713916556114
462000	-1808.682026727989	-281.5737360691946	-1527.1082906587944	2.3178767986599063	2.3178767986599187	1.5134634009718935	0.41744564729804345	1.0	1.0	2.0	0.0	-1527.1082906587944
463000	-1810.8601567129588	-257.27355073853363	-1553.586605974425	2.086092404201235	2.08609240420124	4.3443241438627425	1.2739732068973337	1.0	1.0	2.0	0.0	-1553.586605974425
464000	-1807.1545140997152	-248.46812591191608	-1558.6863881877991	2.0495189840749224	2.0495189840749366	0.9876919042642799	0.24189068102801475	1.0	1.0	2.0	0.0	-1558.6863881877991
465000	-1811.6384030075735	-267.06761197035695	-1544.5707910372166	2.159590009711986	2.159590009711983	5.12801329515742	1.4090252336058346	1.0	1.0	2.0	0.0	-1544.5707910372166
466000	-1807.464000242892	-266.19346363463495	-1541.270536608257	2.1999877267791508	2.1999877267791574	0.5986049960135874	0.18624399664324162	1.0	1.0	2.0	0.0	-1541.270536608257
467000	-1811.0590686801509	-246.46471766996027	-1564.5943510101906	2.038639276780485	2.038639276780492	0.39480103325676225	0.1452681287070823	1.0	1.0	2.0	0.0	-1564.5943510101906
468000	-1807.3854887010646	-244.9106761284031	-1562.4748125726614	2.0145719566623135	2.0145719566623144	1.4943637036575148	0.39822005785280934	1.0	1.0	2.0	0.0	-1562.4748125726614
469000	-1812.3878111877746	-309.295646862702	-1503.0921643250726	2.557230356855808	2.5572303568558192	0.6026162386584705	0.15392943015182362	1.0	1.0	2.0	0.0	-1503.0921643250726
470000	-1808.1945043942533	-251.92627052305065	-1556.2682338712027	2.0649517656100986	2.064951765610097	2.2809526286027584	0.5430489556211541	1.0	1.0	2.0	0.0	-1556.2682338712027
471000	-1807.9679673000219	-254.12490979370057	-1553.8430575063212	2.0993560927479833	2.0993560927479904	0.6596384390340099	0.20829553877803647	1.0	1.0	2.0	0.0	-1553.8430575063212
472000	-1807.4138359008532	-267.59488972968387	-1539.8189461711693	2.21539377243261	2.2153937724326096	0.2651621866442494	0.06087120634942991	1.0	1.0	2.0	0.0	-1539.8189461711693
473000	-1809.7311967461146	-282.6256524464307	-1527.105544299684	2.317933231339346	2.3179332313393575	2.348935660739553	0.6270762668569977	1.0	1.0	2.0	0.0	-1527.105544299684
474000	-1810.8045073574337	-240.21249605503652	-1570.5920113023972	1.9641346199645011	1.964134619964506	2.693686028558242	0.5921549699165013	1.0	1.0	2.0	0.0	-1570.5920113023972
475000	-1809.3885563585982	-266.61923784698735	-1542.769318511611	2.172873848059799	2.1728738480598024	3.5259499037392112	0.9586664839151164	1.0	1.0	2.0	0.0	-1542.769318511611
476000	-1807.0716556121022	-256.1304458612267	-1550.9412097508755	2.1121803506740897	2.1121803506741057	1.0156088146425826	0.30922340498042955	1.0	1.0	2.0	0.0	-1550.9412097508755
477000	-1810.269003094432	-238.6748988561298	-1571.5941042383022	1.9483503506343942	1.9483503506344164	2.8860341436918135	0.7685804227021109	1.0	1.0	2.0	0.0	-1571.5941042383022
478000	-1812.1125740451191	-291.6867850800079	-1520.4257889651112	2.3904997711994627	2.390499771199471	2.5974006091288366	0.6785365038352247	1.0	1.0	2.0	0.0	-1520.4257889651112
479000	-1806.635196234929	-256.4910712843107	-1550.1441249506183	2.1103815068918115	2.110381506891831	1.4926896971457448	0.4099924603052988	1.0	1.0	2.0	0.0	-1550.1441249506183
480000	-1815.9272234455952	-275.4809102241937	-1540.4463132214016	2.2163928134545716	2.216392813454578	6.068145715573164	2.0232772918171977	1.0	1.0	2.0	0.0	-1540.4463132214016
481000	-1809.3731268744393	-254.52671766411416	-1554.8464092103252	2.08803760592709	2.088037605927091	2.1943347073734527	0.4422258379683805	1.0	1.0	2.0	0.0	-1554.8464092103252
482000	-1806.9002136606196	-267.13598654623644	-1539.7642271143832	2.1972700223837185	2.19727002238372	1.624144184183953	0.4313863008058283	1.0	1.0	2.0	0.0	-1539.7642271143832
483000	-1806.245918914995	-260.46085387629137	-1545.7850650387036	2.1506995874401773	2.150699587440185	0.7775408255501824	0.22628507365322728	1.0	1.0	2.0	0.0	-1545.7850650387036
484000	-1806.9499333849735	-256.57359228411474	-1550.3763411008588	2.1120459239159732	2.1120459239159786	1.4189028124951162	0.36530890429430873	1.0	1.0	2.0	0.0	-1550.3763411008588
485000	-1806.4215874981332	-265.77233650951	-1540.6492509886232	2.2013628847350772	2.2013628847350786	0.15949276086173161	0.03818121219128179	1.0	1.0	2.0	0.0	-1540.6492509886232
486000	-1808.4448864043093	-265.98034728240424	-1542.464539121905	2.191595830049298	2.1915958300492986	1.216190309383785	0.36885328280309476	1.0	1.0	2.0	0.0	-1542.464539121905
487000	-1808.118950500742	-274.0577565502234	-1534.0611939505186	2.2498248770560973	2.249824877056089	2.080563485822308	0.5509533951907308	1.0	1.0	2.0	0.0	-1534.0611939505186
488000	-1807.8033252127855	-237.35473907624169	-1570.4485861365438	1.9587055626007515	1.9587055626007543	0.8754013227429938	0.20838224890638357	1.0	1.0	2.0	0.0	-1570.4485861365438
489000	-1808.459394569333	-246.41252255312176	-1562.0468720162112	2.0367935985368364	2.0367935985368395	0.5917115054529722	0.11905846337475814	1.0	1.0	2.0	0.0	-1562.0468720162112
490000	-1807.9548101872801	-269.4153794167417	-1538.5394307705385	2.2251922706221126	2.2251922706221134	0.7399916482607528	0.22339974759259493	1.0	1.0	2.0	0.0	-1538.5394307705385
491000	-1806.2620773884069	-259.41583077828784	-1546.8462466101191	2.1411142376000054	2.1411142376000143	0.8853405636202957	0.23093188839846082	1.0	1.0	2.0	0.0	-1546.8462466101191
492000	-1808.0192619031832	-264.5402642524318	-1543.4789976507514	2.1670779017806825	2.167077901780686	2.5117683887809825	0.5937433119542352	1.0	1.0	2.0	0.0	-1543.4789976507514
493000	-1809.6032397360618	-288.8273857096068	-1520.7758540264551	2.378252247941461	2.378252247941446	1.4920212861286055	0.40316887778339683	1.0	1.0	2.0	0.0	-1520.7758540264551
494000	-1810.5822089144976	-271.72426739597887	-1538.8579415185188	2.2083576698572283	2.208357669857238	4.30015431975509	1.004845605120682	1.0	1.0	2.0	0.0	-1538.8579415185188
495000	-1809.1388491325456	-268.171059212144	-1540.9677899204016	2.1984783765707303	2.1984783765707414	2.2456394561609323	0.6990567108669647	1.0	1.0	2.0	0.0	-1540.9677899204016
496000	-1807.6975246786283	-269.97132601932475	-1537.7261986593035	2.2237770364468643	2.223777036446849	1.3286702808057345	0.36155130321317996	1.0	1.0	2.0	0.0	-1537.7261986593035
497000	-1806.7810159187163	-279.71482989529153	-1527.0661860234247	2.311031214929878	2.3110312149298666	0.7144753859790265	0.18404317420240499	1.0	1.0	2.0	0.0	-1527.0661860234247
498000	-1806.6551741560697	-269.52262180050997	-1537.1325523555597	2.2203247422377674	2.220324742237775	1.3263147958386579	0.3320534526040703	1.0	1.0	2.0	0.0	-1537.1325523555597
499000	-1810.3316913309225	-237.40607309491787	-1572.9256182360045	1.9449008163720887	1.9449008163720714	2.3019247622060806	0.5004914977791255	1.0	1.0	2.0	0.0	-1572.9256182360045
500000	-1806.994047367225	-268.45769168925943	-1538.5363556779655	2.217825144579864	2.217825144579872	0.6875245533703415	0.20773087753439123	1.0	1.0	2.0	0.0	-1538.5363556779655
501000	-1808.7021259771802	-244.50320590214832	-1564.198920075032	2.0012785431133424	2.001278543113334	2.4347389543443803	0.6558207340425125	1.0	1.0	2.0	0.0	-1564.198920075032
502000	-1810.106532570484	-251.89379267334567	-1558.2127398971384	2.0492716759501124	2.049271675950124	3.749512232924849	0.9356032807968232	1.0	1.0	2.0	0.0	-1558.2127398971384
503000	-1808.5053328113174	-276.1640120408133	-1532.3413207705041	2.2666068613494756	2.2666068613494734	2.1137551372771406	0.5977194081738865	1.0	1.0	2.0	0.0	-1532.3413207705041
504000	-1814.2384862987187	-219.50750728892697	-1594.7309790097918	1.7955111453481931	1.7955111453481951	2.2779710373004036	0.6704371915700649	1.0	1.0	2.0	0.0	-1594.7309790097918
505000	-1811.2583423872868	-261.3414772779911	-1549.9168651092957	2.1163732281054854	2.116373228105492	4.883506993264446	1.146035169362022	1.0	1.0	2.0	0.0	-1549.9168651092957
506000	-1812.8871588610089	-265.9935792444965	-1546.8935796165124	2.168613445539045	2.1686134455390422	3.236372692732432	1.1370345197973502	1.0	1.0	2.0	0.0	-1546.8935796165124
507000	-1806.5513787809232	-263.7624922168655	-1542.7888865640577	2.173780440155374	2.1737804401553715	1.1820648050058618	0.33633396617928824	1.0	1.0	2.0	0.0	-1542.7888865640577
508000	-1808.8318653574242	-252.2575514316726	-1556.5743139257518	2.0768294956542968	2.076829495654288	1.3904008784692161	0.33049755399973474	1.0	1.0	2.0	0.0	-1556.5743139257518
509000	-1805.8890194934902	-255.9543941125805	-1549.9346253809097	2.1188329140618745	2.1188329140618776	0.280985598952662	0.06444873983724173	1.0	1.0	2.0	0.0	-1549.9346253809097
510000	-1805.3924813513358	-245.14528017085576	-1560.24720118048	2.030656389614879	2.0306563896148817	0.14689158961369905	0.037807603210826095	1.0	1.0	2.0	0.0	-1560.24720118048
511000	-1808.5754230894934	-260.64950591019124	-1547.9259171793021	2.1313528551597605	2.131352855159759	2.8561211908569835	0.6725629895758887	1.0	1.0	2.0	0.0	-1547.9259171793021
512000	-1806.6132564081604	-272.5987811723729	-1534.0144752357876	2.2495111852570413	2.2495111852570395	0.9815835017099788	0.22883418002975153	1.0	1.0	2.0	0.0	-1534.0144752357876
513000	-1808.971709381444	-289.63481819594523	-1519.3368911854989	2.384382544134605	2.384382544134616	1.556008064320245	0.40649780353274717	1.0	1.0	2.0	0.0	-1519.3368911854989
514000	-1807.7019932717903	-273.5652086932927	-1534.1367845784976	2.245992237904594	2.2459922379045976	2.057772408944421	0.5439627268908499	1.0	1.0	2.0	0.0	-1534.1367845784976
515000	-1809.313317097848	-269.34008509962115	-1539.973231998227	2.2063256141046397	2.206325614104645	2.6021401617631894	0.5640432156997235	1.0	1.0	2.0	0.0	-1539.973231998227
516000	-1808.856692956626	-246.84129236808838	-1562.0154005885374	2.03256864421628	2.032568644216271	1.2668554203762268	0.3829184489417457	1.0	1.0	2.0	0.0	-1562.0154005885374
517000	-1809.602028486907	-260.8545168427445	-1548.7475116441626	2.1244322693739464	2.1244322693739504	3.71149782185326	0.8578995853759729	1.0	1.0	2.0	0.0	-1548.7475116441626
518000	-1807.0563118792793	-268.1793342260775	-1538.8769776532017	2.2121019789956917	2.212101978995705	1.0170673497197216	0.2908843670612902	1.0	1.0	2.0	0.0	-1538.8769776532017
519000	-1808.0977505158146	-277.94832787542254	-1530.149422640392	2.2903795557703166	2.2903795557703357	1.336277579356548	0.289186357113338	1.0	1.0	2.0	0.0	-1530.149422640392
520000	-1810.0568265877396	-273.8672930211161	-1536.1895335666234	2.2468362121781094	2.246836212178104	2.148804522185475	0.6531104427784015	1.0	1.0	2.0	0.0	-1536.1895335666234
521000	-1805.5512238487327	-246.33183307914726	-1559.2193907695855	2.040347918319623	2.0403479183196165	0.15834245249640644	0.04249599024887244	1.0	1.0	2.0	0.0	-1559.2193907695855
522000	-1805.938373228659	-256.89337816069724	-1549.0449950679617	2.119008028902577	2.1190080289025794	0.9950323912291946	0.2682396528415899	1.0	1.0	2.0	0.0	-1549.0449950679617
523000	-1807.4578836806563	-268.9807262880122	-1538.4771573926441	2.220380913835347	2.2203809138353447	0.8527866024748986	0.25690362537302314	1.0	1.0	2.0	0.0	-1538.4771573926441
524000	-1811.0953016452527	-270.9398514903217	-1540.155450154931	2.1986344824888486	2.198634482488863	4.605442525468336	1.0891963716457138	1.0	1.0	2.0	0.0	-1540.155450154931
525000	-1808.1938706396468	-279.9700417214895	-1528.2238289181573	2.3053691117874267	2.30536911178743	1.4535694179428227	0.3837899958396372	1.0	1.0	2.0	0.0	-1528.2238289181573
526000	-1805.7178267981344	-259.61633649259335	-1546.1014903055411	2.144678009730812	2.1446780097308182	0.6945854705832961	0.1918516728078641	1.0	1.0	2.0	0.0	-1546.1014903055411
527000	-1809.689678951961	-268.0058998305401	-1541.683779121421	2.1882586295325215	2.18825862953252	3.305537419508229	0.70802351075193	1.0	1.0	2.0	0.0	-1541.683779121421
528000	-1807.5413000389283	-251.18157334109245	-1556.3597266978359	2.0698180470121668	2.0698180470121788	1.1399318631433952	0.3517063703089456	1.0	1.0	2.0	0.0	-1556.3597266978359
529000	-1806.4767930742123	-267.00625951961126	-1539.470533554601	2.207707205080199	2.207707205080201	0.5115716478490033	0.1539623812544329	1.0	1.0	2.0	0.0	-1539.470533554601
530000	-1807.6916686742222	-274.5939682898566	-1533.0977003843657	2.267276220335278	2.267276220335298	0.8256134562817343	0.23499786839770323	1.0	1.0	2.0	0.0	-1533.0977003843657
531000	-1806.2645386322097	-259.5267863306392	-1546.7377523015705	2.1429184182262877	2.1429184182262917	0.8014796841998371	0.20788547043964897	1.0	1.0	2.0	0.0	-1546.7377523015705
532000	-1807.9902323998272	-273.284070348864	-1534.7061620509633	2.2442787565684035	2.2442787565684044	2.0154909396911935	0.5119979874175862	1.0	1.0	2.0	0.0	-1534.7061620509633
533000	-1807.8835158077209	-267.01959831124657	-1540.8639174964744	2.2037549274287884	2.2037549274287973	0.8758985127571582	0.280202796151118	1.0	1.0	2.0	0.0	-1540.8639174964744
534000	-1805.508253553293	-245.7382398498646	-1559.7700137034283	2.03268339959842	2.0326833995984304	0.42217846777733814	0.11068421800587508	1.0	1.0	2.0	0.0	-1559.7700137034283
535000	-1807.2982473471823	-272.65925150826797	-1534.6389958389143	2.241793924589994	2.241793924590002	1.778006315662885	0.4246921816955307	1.0	1.0	2.0	0.0	-1534.6389958389143
536000	-1806.4906729548863	-252.94876246796895	-1553.5419104869175	2.0843902634087272	2.0843902634087335	1.2042165410162746	0.2948444422221907	1.0	1.0	2.0	0.0	-1553.5419104869175
537000	-1808.9907887873467	-271.5813822370101	-1537.4094065503366	2.222714393721485	2.2227143937214957	2.786985474092871	0.641602108882695	1.0	1.0	2.0	0.0	-1537.4094065503366
538000	-1807.1006575202089	-269.108673240602	-1537.9919842796069	2.22430318624213	2.2243031862421363	0.5912458712952192	0.1727925313367281	1.0	1.0	2.0	0.0	-1537.9919842796069
539000	-1805.494611138103	-268.10934451301665	-1537.3852666250864	2.218947661822411	2.218947661822409	0.32612933031651525	0.0852389859912748	1.0	1.0	2.0	0.0	-1537.3852666250864
540000	-1805.9073749225774	-249.36729277269637	-1556.540082149881	2.0580723577242592	2.05807235772427	0.8699596412112229	0.22584605894734094	1.0	1.0	2.0	0.0	-1556.540082149881
541000	-1809.3649022889017	-261.67896907246006	-1547.6859332164418	2.1345102901755775	2.134510290175578	3.3961641983498008	0.7807056579408019	1.0	1.0	2.0	0.0	-1547.6859332164418
542000	-1809.0627074706294	-276.1982555006356	-1532.8644519699938	2.2695549483745423	2.269554948374536	1.8368212468730918	0.5529403630963386	1.0	1.0	2.0	0.0	-1532.8644519699938
543000	-1810.3990201606373	-283.8660492979559	-1526.5329708626814	2.326266070237538	2.326266070237545	2.4778570575769865	0.7324751388066417	1.0	1.0	2.0	0.0	-1526.5329708626814
544000	-1807.4924234789064	-265.809306641744	-1541.6831168371625	2.1902362711586307	2.19023627115864	1.2169094725055696	0.36125918987081734	1.0	1.0	2.0	0.0	-1541.6831168371625
545000	-1810.9549975970058	-255.59977871341556	-1555.3552188835902	2.0995526610643465	2.0995526610643482	1.9453822575570043	0.37368320969956614	1.0	1.0	2.0	0.0	-1555.3552188835902
546000	-1806.3443965783413	-250.34726532600766	-1555.9971312523337	2.0635665101260097	2.063566510126015	1.1092866182603858	0.3029977212417808	1.0	1.0	2.0	0.0	-1555.9971312523337
547000	-1805.1776912846842	-256.99184796640924	-1548.185843318275	2.12581999328492	2.1258199932849213	0.4296031326368338	0.10954897802052495	1.0	1.0	2.0	0.0	-1548.185843318275
548000	-1806.2739840086806	-272.1354893696304	-1534.1384946390501	2.2476094848274526	2.2476094848274553	0.7752712387534657	0.20147240714360684	1.0	1.0	2.0	0.0	-1534.1384946390501
549000	-1807.6436442841105	-261.4000991835445	-1546.243545100566	2.1456947302601224	2.1456947302601197	2.0680145049393657	0.47941214588357556	1.0	1.0	2.0	0.0	-1546.243545100566
550000	-1810.1485040964249	-261.8436250222018	-1548.304879074223	2.1624845369205583	2.162484536920566	0.8188759754505899	0.14465449412110587	1.0	1.0	2.0	0.0	-1548.304879074223
551000	-1806.65508728159	-253.20767171447662	-1553.4474155671135	2.0905143340244066	2.0905143340244154	0.7919653991138863	0.22645864899677356	1.0	1.0	2.0	0.0	-1553.4474155671135
552000	-1806.9233308802511	-267.2625237292329	-1539.6608071510182	2.2021558315147987	2.2021558315148	1.2373196389284113	0.3547947193452032	1.0	1.0	2.0	0.0	-1539.6608071510182
553000	-1809.3974223478376	-258.7982407719962	-1550.5991815758414	2.129152159325814	2.1291521593258174	1.5839797223833132	0.35918598450003847	1.0	1.0	2.0	0.0	-1550.5991815758414
554000	-1807.7145100672858	-276.7465954638185	-1530.9679146034673	2.279310277599127	2.279310277599119	1.3918704328247224	0.3683642390317412	1.0	1.0	2.0	0.0	-1530.9679146034673
555000	-1806.7731172515826	-270.53221410752866	-1536.2409031440538	2.2287543942261845	2.228754394226184	1.3109893679270173	0.3391261417395447	1.0	1.0	2.0	0.0	-1536.2409031440538
556000	-1806.7770080237224	-258.9562780732818	-1547.8207299504406	2.139953422357788	2.1399534223578023	0.6111048433359565	0.18578870421525537	1.0	1.0	2.0	0.0	-1547.8207299504406
557000	-1807.107336455697	-272.2185402968164	-1534.8887961588805	2.2393832810463175	2.2393832810463223	1.6540376819696445	0.3990207976850796	1.0	1.0	2.0	0.0	-1534.8887961588805
558000	-1809.1506723752534	-274.0898760838377	-1535.0607962914157	2.2548103856723607	2.2548103856723727	1.5700151787946786	0.4916558466863708	1.0	1.0	2.0	0.0	-1535.0607962914157
559000	-1807.2893513931779	-240.2217494043617	-1567.0676019888163	1.9796302166449857	1.979630216644987	1.1079672511317054	0.3156526522666605	1.0	1.0	2.0	0.0	-1567.0676019888163
560000	-1808.400218790032	-266.13963911714035	-1542.2605796728917	2.1838567936057647	2.1838567936057642	2.2069250173074475	0.4718958013041371	1.0	1.0	2.0	0.0	-1542.2605796728917
561000	-1809.8739896088532	-277.3586325402089	-1532.5153570686443	2.2735391838241052	2.2735391838241035	2.5472484491328187	0.5218290493123057	1.0	1.0	2.0	0.0	-1532.5153570686443
562000	-1808.4895321037611	-249.746053023821	-1558.7434790799402	2.041820796771124	2.0418207967711197	2.6987833604925178	0.7384013897365321	1.0	1.0	2.0	0.0	-1558.7434790799402
563000	-1805.195043763368	-265.6872604218599	-1539.507783341508	2.199841644844636	2.199841644844645	0.23345216490785925	0.06283276204223515	1.0	1.0	2.0	0.0	-1539.507783341508
564000	-1806.0936336975587	-255.84012022195142	-1550.2535134756074	2.1135924913222786	2.1135924913222834	0.6667892698709145	0.19719049044715348	1.0	1.0	2.0	0.0	-1550.2535134756074
565000	-1807.5452378682346	-274.43552969007186	-1533.1097081781627	2.2555481797555355	2.2555481797555346	1.8497101054599936	0.4685312450695072	1.0	1.0	2.0	0.0	-1533.1097081781627
566000	-1807.4745369166449	-280.023236408481	-1527.4513005081637	2.318097799312326	2.318097799312323	0.2770820251518967	0.07664446514154875	1.0	1.0	2.0	0.0	-1527.4513005081637
567000	-1810.7770927402466	-241.1634918310982	-1569.6136009091483	1.967762702867948	1.9677627028679494	2.905715934206749	0.8929378175790612	1.0	1.0	2.0	0.0	-1569.6136009091483
568000	-1806.6118922423254	-254.09328253152103	-1552.5186097108044	2.0911601002808995	2.0911601002808955	1.4479213267794548	0.37813069575825947	1.0	1.0	2.0	0.0	-1552.5186097108044
569000	-1813.4734402620597	-236.09779342962702	-1577.3756468324327	1.9052951562752198	1.905295156275212	5.014848537543554	1.2628900645130388	1.0	1.0	2.0	0.0	-1577.3756468324327
570000	-1808.7708381692923	-272.22666168990276	-1536.5441764793895	2.235377408033805	2.2353774080338153	2.0960649408533913	0.4488020922090049	1.0	1.0	2.0	0.0	-1536.5441764793895
571000	-1811.1835979440455	-302.08100652695595	-1509.1025914170896	2.495672551116262	2.4956725511162743	0.7693704088732266	0.2037283950868924	1.0	1.0	2.0	0.0	-1509.1025914170896
572000	-1809.667591957502	-266.04658178918095	-1543.6210101683212	2.186843529162376	2.18684352916238	1.6839108786092292	0.5412048096766452	1.0	1.0	2.0	0.0	-1543.6210101683212
573000	-1811.2958540039428	-254.337954005295	-1556.957899998648	2.0857248265754795	2.08572482657548	2.296660732463457	0.4304288291584754	1.0	1.0	2.0	0.0	-1556.957899998648
574000	-1811.5300673187453	-249.35736286241888	-1562.1727044563263	2.0342298128386105	2.0342298128385994	3.307651905759696	0.6575782321821355	1.0	1.0	2.0	0.0	-1562.1727044563263
575000	-1809.2735485424016	-261.73472147684464	-1547.538827065557	2.1357201061662527	2.1357201061662563	3.2963246287680743	0.7902060475394329	1.0	1.0	2.0	0.0	-1547.538827065557
576000	-1805.9728034384168	-258.3337403764467	-1547.63906306197	2.1378739741770088	2.1378739741770105	0.3481374240979797	0.07732176420321415	1.0	1.0	2.0	0.0	-1547.63906306197
577000	-1809.2020146257134	-260.7819773255538	-1548.4200373001597	2.1505232663665454	2.1505232663665574	1.0092910831792539	0.33694965609015604	1.0	1.0	2.0	0.0	-1548.4200373001597
578000	-1806.596670424644	-270.2171020089085	-1536.3795684157353	2.227016812922924	2.2270168129229275	1.2365098056153716	0.30829865732968215	1.0	1.0	2.0	0.0	-1536.3795684157353
579000	-1806.0413391242193	-257.1587678870682	-1548.882571237151	2.1245202300547943	2.1245202300547956	0.6840414334451663	0.17898520444163132	1.0	1.0	2.0	0.0	-1548.882571237151
580000	-1808.9425613978271	-262.00300132983483	-1546.9395600679923	2.1535849875412065	2.1535849875412216	1.824899571584813	0.3726520310467774	1.0	1.0	2.0	0.0	-1546.9395600679923
581000	-1806.1084833310172	-266.1928550225901	-1539.9156283084271	2.1985247590807684	2.198524759080766	0.770805689573984	0.19008567131094115	1.0	1.0	2.0	0.0	-1539.9156283084271
582000	-1806.4978734214928	-244.1655658618457	-1562.3323075596472	2.0171995822134194	2.017199582213421	0.6724695630976177	0.1576680617956194	1.0	1.0	2.0	0.0	-1562.3323075596472
583000	-1809.468365828539	-230.70633521663865	-1578.7620306119004	1.8976670288951756	1.8976670288951731	1.405902286106246	0.4017337195488665	1.0	1.0	2.0	0.0	-1578.7620306119004
584000	-1807.0023503895118	-253.64693075372742	-1553.3554196357843	2.100319958166467	2.100319958166472	0.2094858487706542	0.06407352572744833	1.0	1.0	2.0	0.0	-1553.3554196357843
585000	-1807.390257643911	-262.4270464800674	-1544.9632111638434	2.1539556391159413	2.153955639115933	2.0118994538138537	0.5649399420190874	1.0	1.0	2.0	0.0	-1544.9632111638434
586000	-1808.4251091707192	-257.25584669022976	-1551.1692624804894	2.1113791960603066	2.111379196060299	2.0669965042907985	0.47998221135233743	1.0	1.0	2.0	0.0	-1551.1692624804894
587000	-1807.0452762645862	-264.16850767453866	-1542.8767685900475	2.17416955408108	2.17416955408107	1.4564215477464284	0.421006776002085	1.0	1.0	2.0	0.0	-1542.8767685900475
588000	-1807.0169517350187	-246.60571540110863	-1560.41123633391	2.0334352669401294	2.03343526694015	1.0619330388127493	0.2476044607729024	1.0	1.0	2.0	0.0	-1560.41123633391
589000	-1810.9545026416465	-225.362026697298	-1585.5924759443485	1.8675095342728762	1.8675095342728811	0.08713663157557212	0.018812949871914814	1.0	1.0	2.0	0.0	-1585.5924759443485
590000	-1809.9589132998074	-287.9498443162704	-1522.009068983537	2.3596246390722935	2.359624639072287	2.593090687380233	0.6735083635775042	1.0	1.0	2.0	0.0	-1522.009068983537
591000	-1805.5872195289826	-265.7980189621792	-1539.7892005668034	2.196928783818043	2.196928783818041	0.6005707095068126	0.15819627174423131	1.0	1.0	2.0	0.0	-1539.7892005668034
592000	-1807.169034259015	-280.5957594665286	-1526.5732747924865	2.3144891583138967	2.3144891583139025	1.0953161738587736	0.266629476721328	1.0	1.0	2.0	0.0	-1526.5732747924865
593000	-1808.7854906318464	-272.0815831754791	-1536.7039074563672	2.2533673793467432	2.253367379346745	0.190321926306998	0.03728888714611704	1.0	1.0	2.0	0.0	-1536.7039074563672
594000	-1808.0013806654702	-264.5101501517378	-1543.4912305137325	2.1791659852799015	2.1791659852799055	1.2603333207085008	0.35541471610808056	1.0	1.0	2.0	0.0	-1543.4912305137325
595000	-1811.5654294166898	-247.4872642977909	-1564.0781651188988	2.0203849583186915	2.0203849583186853	2.8325346959733695	0.9346076216206844	1.0	1.0	2.0	0.0	-1564.0781651188988
