# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 03 16:56:31 CET 2020 [seed=1604418990202]
# TreeTime_26102020.xml
state	location.rates.NY.other	location.rates.other.NY	location.indicators.NY.other	location.indicators.other.NY	location.nonZeroRates
74000	0.41707345021123293	0.1003798654412977	1.0	1.0	2.0
75000	1.33535130058492	0.38401873154044786	1.0	1.0	2.0
76000	2.262613050168827	0.6412973251307086	1.0	1.0	2.0
77000	1.3374866280349897	0.35478439267046996	1.0	1.0	2.0
78000	0.8275441777791556	0.20779084797167136	1.0	1.0	2.0
79000	0.725018563616078	0.2062663281805837	1.0	1.0	2.0
80000	3.3579711116436215	1.090072627268277	1.0	1.0	2.0
81000	3.156535406597145	0.769761538215483	1.0	1.0	2.0
82000	1.4810696214893317	0.37894458136535886	1.0	1.0	2.0
83000	0.5716451961790066	0.13331682621666094	1.0	1.0	2.0
84000	1.0374813982239997	0.2414221276570577	1.0	1.0	2.0
85000	2.4766483355805797	0.5499014145002805	1.0	1.0	2.0
86000	1.4586550262585851	0.4095931360898161	1.0	1.0	2.0
87000	2.3313282140902003	0.6524932340745419	1.0	1.0	2.0
88000	0.8088078781681739	0.21974432040885408	1.0	1.0	2.0
89000	0.6103932609658318	0.19259168316198721	1.0	1.0	2.0
90000	1.1619298591911102	0.2769653285708254	1.0	1.0	2.0
91000	1.2142598764398096	0.4284102188171293	1.0	1.0	2.0
92000	2.88793226127149	0.8679876333528386	1.0	1.0	2.0
93000	0.8671524629254325	0.2851396896879245	1.0	1.0	2.0
94000	0.46404006034055784	0.1039695156379914	1.0	1.0	2.0
95000	2.119027485490553	0.5073085562238407	1.0	1.0	2.0
96000	1.6835560443472297	0.42946846081277934	1.0	1.0	2.0
97000	2.068696672262264	0.5177895973994986	1.0	1.0	2.0
98000	0.7078741009622594	0.18282801242492794	1.0	1.0	2.0
99000	1.5418990018178063	0.42350339065976883	1.0	1.0	2.0
100000	1.8130739837271843	0.4033910660109683	1.0	1.0	2.0
101000	1.4384817913926287	0.33058881932146145	1.0	1.0	2.0
102000	1.49558815330239	0.38745562665273275	1.0	1.0	2.0
103000	1.778705580260483	0.48168085910081837	1.0	1.0	2.0
104000	2.158214597601125	0.5157847026698074	1.0	1.0	2.0
105000	0.5183583804576909	0.1680616566493817	1.0	1.0	2.0
106000	2.3996008839869867	0.501467496625771	1.0	1.0	2.0
107000	2.303806848780187	0.5658473897928095	1.0	1.0	2.0
108000	1.4259926366935676	0.37975839889205776	1.0	1.0	2.0
109000	0.6308172229836738	0.15029141300781684	1.0	1.0	2.0
110000	1.1294577103115746	0.24321096137354262	1.0	1.0	2.0
111000	2.5336822537911945	0.7647419332430542	1.0	1.0	2.0
112000	2.232607453096496	0.5453544696173809	1.0	1.0	2.0
113000	1.6114383455045362	0.513535787623035	1.0	1.0	2.0
114000	1.44577857789367	0.3753126957441141	1.0	1.0	2.0
115000	1.5875095555740455	0.42115839003636285	1.0	1.0	2.0
116000	0.22173023232861094	0.05056111922897017	1.0	1.0	2.0
117000	0.7183661009009654	0.1908747088865824	1.0	1.0	2.0
118000	0.8971693529661775	0.2390285881962143	1.0	1.0	2.0
119000	1.4314497144602798	0.42484398086102587	1.0	1.0	2.0
120000	2.6303414916722985	0.6106149906499594	1.0	1.0	2.0
121000	1.8364439880788268	0.4040955997410922	1.0	1.0	2.0
122000	1.3594279254768615	0.3705882767769622	1.0	1.0	2.0
123000	0.7960786947891998	0.230704321213704	1.0	1.0	2.0
124000	0.1393923760073466	0.0327024854830085	1.0	1.0	2.0
125000	1.4198680809254691	0.3759718253592376	1.0	1.0	2.0
126000	0.353021758133227	0.09060034709053952	1.0	1.0	2.0
127000	0.4973685875227528	0.1459346331085934	1.0	1.0	2.0
128000	2.240461663327306	0.6257553099505365	1.0	1.0	2.0
129000	0.7825684586080058	0.2115235316193021	1.0	1.0	2.0
130000	0.9511160531969283	0.29279660874508856	1.0	1.0	2.0
131000	0.9378295139573019	0.2826490163776798	1.0	1.0	2.0
132000	3.3281863654081625	0.9677851044136864	1.0	1.0	2.0
133000	0.7500244512667996	0.17326265903883598	1.0	1.0	2.0
134000	0.8294375169050056	0.2282052546163103	1.0	1.0	2.0
135000	2.619087133005116	0.6644565722403375	1.0	1.0	2.0
136000	2.1518727458158904	0.6447180735800718	1.0	1.0	2.0
137000	2.491880286223801	0.5591581466502098	1.0	1.0	2.0
138000	0.7365887652011197	0.2002403274243092	1.0	1.0	2.0
139000	0.39000114223316484	0.10419551338989413	1.0	1.0	2.0
140000	4.949309058225158	1.3590867979693062	1.0	1.0	2.0
141000	1.3398483650739705	0.3092812040430615	1.0	1.0	2.0
142000	0.6119917047351621	0.19927307241381667	1.0	1.0	2.0
143000	2.5332631428365957	0.5507208593841216	1.0	1.0	2.0
144000	1.809185325812548	0.4369532862707529	1.0	1.0	2.0
145000	1.5715095070592437	0.33332630322708756	1.0	1.0	2.0
146000	0.5803925468157622	0.1635947144812242	1.0	1.0	2.0
147000	2.272910523246212	0.683479837318668	1.0	1.0	2.0
148000	0.6195454956132153	0.14237085694680807	1.0	1.0	2.0
149000	1.4662682119921449	0.29961360090550876	1.0	1.0	2.0
150000	0.8423851919155029	0.19527863207475943	1.0	1.0	2.0
151000	3.3106851373934054	0.8812769254680121	1.0	1.0	2.0
152000	1.1309996270191363	0.2765354017062944	1.0	1.0	2.0
153000	0.7968186797617033	0.24460366562209246	1.0	1.0	2.0
154000	3.4614807023205376	0.8445559319722089	1.0	1.0	2.0
155000	1.1312496439606208	0.35508000134708295	1.0	1.0	2.0
156000	0.2532309019228923	0.06324558198429044	1.0	1.0	2.0
157000	0.1841424487227353	0.053669514225326224	1.0	1.0	2.0
158000	2.9428807241436954	0.8100013304331208	1.0	1.0	2.0
159000	1.884614014080927	0.4721461701019692	1.0	1.0	2.0
160000	2.0566980083735267	0.6730665413446426	1.0	1.0	2.0
161000	3.6836139078033434	0.8826701061994593	1.0	1.0	2.0
162000	0.6412828524425722	0.18834541599409538	1.0	1.0	2.0
163000	1.1748409556213883	0.30574203467187283	1.0	1.0	2.0
164000	0.24934645529789423	0.07088867817135934	1.0	1.0	2.0
165000	3.3056725246868646	0.8415919557764907	1.0	1.0	2.0
166000	3.0345698776449552	0.7094728826506818	1.0	1.0	2.0
167000	5.749085900562764	1.3586141304391757	1.0	1.0	2.0
168000	0.7732672121579925	0.18457193545086578	1.0	1.0	2.0
169000	1.7775040157494817	0.470575759824631	1.0	1.0	2.0
170000	1.6773164323468341	0.39531658276513715	1.0	1.0	2.0
171000	0.561606643462648	0.16069674450401827	1.0	1.0	2.0
172000	4.091294395471515	1.0859838488142455	1.0	1.0	2.0
173000	2.717501201911226	0.586928233369437	1.0	1.0	2.0
174000	2.2348142354803793	0.9420320143431852	1.0	1.0	2.0
175000	1.0794752419424758	0.3233465317858825	1.0	1.0	2.0
176000	2.0704175686956763	0.5285717927128176	1.0	1.0	2.0
177000	3.2157762207678187	0.88669094627621	1.0	1.0	2.0
178000	1.4654714681839514	0.3852797153546418	1.0	1.0	2.0
179000	3.7950528337200136	0.9411015409593361	1.0	1.0	2.0
180000	3.3412512712013354	0.9691920507115835	1.0	1.0	2.0
181000	2.7527924161454087	0.740302125332166	1.0	1.0	2.0
182000	0.44064166577278036	0.11158965858258867	1.0	1.0	2.0
183000	1.160250613532604	0.27237665345152706	1.0	1.0	2.0
184000	0.5960606121370157	0.18894817129829794	1.0	1.0	2.0
185000	0.7389255078869971	0.18933612094139524	1.0	1.0	2.0
186000	2.0271860728229982	0.5176701529692469	1.0	1.0	2.0
187000	3.288815452140306	0.6761741003819924	1.0	1.0	2.0
188000	0.3743390341882473	0.1094108459421062	1.0	1.0	2.0
189000	1.8982890456264645	0.510035806769066	1.0	1.0	2.0
190000	1.0032960937923128	0.32065086590538966	1.0	1.0	2.0
191000	2.6565277190675034	0.5901699032751624	1.0	1.0	2.0
192000	1.9167727276448872	0.47217007293131474	1.0	1.0	2.0
193000	1.5069161090405394	0.3378406974041429	1.0	1.0	2.0
194000	0.4713096073801823	0.1539772587619146	1.0	1.0	2.0
195000	1.1150449061665504	0.2982151590679123	1.0	1.0	2.0
196000	3.2015629794475955	0.8605358626518964	1.0	1.0	2.0
197000	1.0513545971078666	0.27216148247950606	1.0	1.0	2.0
198000	1.2289049710466915	0.3703079449332216	1.0	1.0	2.0
199000	4.370631168415005	0.9685210657628972	1.0	1.0	2.0
200000	1.7289902552860323	0.4487333731174153	1.0	1.0	2.0
201000	1.4396642424518575	0.33691301542664304	1.0	1.0	2.0
202000	0.4021252939669497	0.09441213465589786	1.0	1.0	2.0
203000	2.6740676358094704	0.7441565470127558	1.0	1.0	2.0
204000	1.6296591688224404	0.3667562916168387	1.0	1.0	2.0
205000	0.5633630645888256	0.14675005390553628	1.0	1.0	2.0
206000	1.0587877003156725	0.28376507760481806	1.0	1.0	2.0
207000	0.9959354502723439	0.3578447663790486	1.0	1.0	2.0
208000	1.1313073781103116	0.28847332440501783	1.0	1.0	2.0
209000	1.4475381215134264	0.38540924874267996	1.0	1.0	2.0
210000	0.6446320673087789	0.15922566188796322	1.0	1.0	2.0
211000	3.508250535460911	0.6849140255374704	1.0	1.0	2.0
212000	2.0738088851418306	0.4909960134359666	1.0	1.0	2.0
213000	0.8008663288237542	0.181724815145715	1.0	1.0	2.0
214000	1.2903729521019367	0.38628069193176345	1.0	1.0	2.0
215000	3.207460876140117	0.8093276688269686	1.0	1.0	2.0
216000	2.192435557245436	0.5131805001567539	1.0	1.0	2.0
217000	0.296125374318169	0.08184234208716647	1.0	1.0	2.0
218000	1.0971451381711848	0.30385792788029936	1.0	1.0	2.0
219000	2.3922101258741866	0.5852853099462885	1.0	1.0	2.0
220000	1.0411335104776165	0.2467859691249503	1.0	1.0	2.0
221000	1.3651132218281847	0.29790282209048385	1.0	1.0	2.0
222000	1.8747343920169992	0.41492254192290334	1.0	1.0	2.0
223000	0.9617732106308793	0.22461036204153056	1.0	1.0	2.0
224000	0.7569955273814386	0.22898731838791594	1.0	1.0	2.0
225000	3.6422105503572917	0.8240172175460222	1.0	1.0	2.0
226000	1.1812784391828404	0.295002497122104	1.0	1.0	2.0
227000	0.18989808464283586	0.04871661585203151	1.0	1.0	2.0
228000	1.611011299221825	0.4073048840221655	1.0	1.0	2.0
229000	0.1883858254067006	0.04710696083031043	1.0	1.0	2.0
230000	0.687618164513178	0.14508237554680053	1.0	1.0	2.0
231000	0.9497315158665343	0.19210897325185078	1.0	1.0	2.0
232000	0.15021957186044163	0.03570867272267198	1.0	1.0	2.0
233000	0.9317480244260566	0.20912040615210298	1.0	1.0	2.0
234000	1.7487851101414191	0.39076257158611327	1.0	1.0	2.0
235000	1.9572306216618205	0.49791234903841775	1.0	1.0	2.0
236000	1.1101570102510734	0.261131377054732	1.0	1.0	2.0
237000	1.9036112622499188	0.5785622871844149	1.0	1.0	2.0
238000	2.9459478516505078	0.7166550404061579	1.0	1.0	2.0
239000	2.621142833679863	0.6572278174206724	1.0	1.0	2.0
240000	1.8632877986952396	0.387487754468678	1.0	1.0	2.0
241000	2.806348132776441	0.736183824716122	1.0	1.0	2.0
242000	0.9384699695495311	0.26402423900727895	1.0	1.0	2.0
243000	1.3268969337050476	0.3523929952314439	1.0	1.0	2.0
244000	3.763330561667074	0.936404911231125	1.0	1.0	2.0
245000	2.864170408812925	0.748006086329908	1.0	1.0	2.0
246000	1.1423348560455269	0.3112895462250448	1.0	1.0	2.0
247000	0.8459360404178317	0.2413091412088342	1.0	1.0	2.0
248000	0.6184698977669854	0.1591132314445851	1.0	1.0	2.0
249000	2.738848904077318	0.7605781959634904	1.0	1.0	2.0
250000	1.4808144121930769	0.3150885020333412	1.0	1.0	2.0
251000	1.033605747229216	0.26668435973761145	1.0	1.0	2.0
252000	2.5924017908328367	0.7218688581997	1.0	1.0	2.0
253000	3.337497740697168	0.8835289189544515	1.0	1.0	2.0
254000	0.3025920089599647	0.06747848130491953	1.0	1.0	2.0
255000	1.729928035486605	0.5620148413681615	1.0	1.0	2.0
256000	0.5187274951826215	0.12394120272456197	1.0	1.0	2.0
257000	2.0614178322099748	0.5779653488679418	1.0	1.0	2.0
258000	1.0210913005053697	0.2290259484754708	1.0	1.0	2.0
259000	1.9706069631110086	0.4743815230979995	1.0	1.0	2.0
260000	1.1875591518504909	0.25629219249505963	1.0	1.0	2.0
261000	0.6114440027900151	0.17067001427180864	1.0	1.0	2.0
262000	1.4737544070769188	0.41180138768875735	1.0	1.0	2.0
263000	2.326700119085035	0.5943882736094273	1.0	1.0	2.0
264000	2.1846750479680765	0.5126709959406484	1.0	1.0	2.0
265000	2.2592161029841704	0.619078637240719	1.0	1.0	2.0
266000	1.2847645563569934	0.33684251264658727	1.0	1.0	2.0
267000	0.7414100622964379	0.17893489541801083	1.0	1.0	2.0
268000	3.157428911474099	0.8293675670563638	1.0	1.0	2.0
269000	2.379352948720331	0.6213677074180538	1.0	1.0	2.0
270000	0.21542257088147237	0.058878273415261445	1.0	1.0	2.0
271000	2.6624570385606536	0.7047374177287937	1.0	1.0	2.0
272000	1.8183002180127965	0.44487027308221305	1.0	1.0	2.0
273000	2.36789719544791	0.578449482362121	1.0	1.0	2.0
274000	0.8410023334881231	0.23224234249539763	1.0	1.0	2.0
275000	2.231468554031303	0.48466717610902293	1.0	1.0	2.0
276000	0.2701823320653681	0.06231159434521416	1.0	1.0	2.0
277000	0.8372007434192243	0.2306428797166858	1.0	1.0	2.0
278000	0.9388295326863424	0.21671270739631615	1.0	1.0	2.0
279000	0.5540539814471446	0.15110148883615476	1.0	1.0	2.0
280000	0.5038226011775272	0.1271383124987132	1.0	1.0	2.0
281000	1.155098030838222	0.24556809285962866	1.0	1.0	2.0
282000	2.899400540187793	0.6774519901266228	1.0	1.0	2.0
283000	3.9858163161939335	1.0117329409432567	1.0	1.0	2.0
284000	1.245277565397059	0.349888059168457	1.0	1.0	2.0
285000	1.1874859888107887	0.29968997156791694	1.0	1.0	2.0
286000	0.4201330528718846	0.11120206436763432	1.0	1.0	2.0
287000	5.2626836418065075	1.3781458855087392	1.0	1.0	2.0
288000	1.2969272013657993	0.3688062139905443	1.0	1.0	2.0
289000	1.4775966363894804	0.38920580419284495	1.0	1.0	2.0
290000	2.345388649453528	0.6255550890640148	1.0	1.0	2.0
291000	2.2717461490712494	0.5092767575356901	1.0	1.0	2.0
292000	1.2505112822667033	0.24985437735683652	1.0	1.0	2.0
293000	1.139487902506337	0.3339344918637154	1.0	1.0	2.0
294000	0.3774509307987065	0.0943926730011762	1.0	1.0	2.0
295000	3.2095279338662963	0.7179559260911497	1.0	1.0	2.0
296000	1.414793468792972	0.4258014042742111	1.0	1.0	2.0
297000	2.1314164646368896	0.45938537116558775	1.0	1.0	2.0
298000	0.6304106847382159	0.14528387882978075	1.0	1.0	2.0
299000	2.184191176167031	0.4693761050965041	1.0	1.0	2.0
300000	0.9706392030423715	0.24250098673400314	1.0	1.0	2.0
301000	2.4967040364571114	0.5692594945833065	1.0	1.0	2.0
302000	1.368286899280444	0.3936993640978703	1.0	1.0	2.0
303000	1.551118546467731	0.3531117592222182	1.0	1.0	2.0
304000	2.756538298530415	0.7709391462200998	1.0	1.0	2.0
305000	1.4024767789799435	0.41410665207731595	1.0	1.0	2.0
306000	1.763655496938251	0.44478220296295873	1.0	1.0	2.0
307000	2.754460369538069	0.735956883767786	1.0	1.0	2.0
308000	0.7236270504110166	0.22412815992949287	1.0	1.0	2.0
309000	0.8132214377808907	0.19495128603483133	1.0	1.0	2.0
310000	1.6636260793715079	0.43570601780683266	1.0	1.0	2.0
311000	1.1133459055215187	0.27767842772954765	1.0	1.0	2.0
312000	1.3656317848666826	0.2966540437525678	1.0	1.0	2.0
313000	1.5529713381486785	0.4019111122928893	1.0	1.0	2.0
314000	1.0087252543526943	0.29977273657472114	1.0	1.0	2.0
315000	0.24198038884398979	0.056173034535789625	1.0	1.0	2.0
316000	4.78035550121928	1.1698096709446513	1.0	1.0	2.0
317000	1.873670776605177	0.5749877820609872	1.0	1.0	2.0
318000	1.259312631020141	0.3427308464279334	1.0	1.0	2.0
319000	3.17904578416767	0.8269760828534558	1.0	1.0	2.0
320000	1.8822412007585245	0.4764891351842842	1.0	1.0	2.0
321000	1.5351717007413066	0.4441261987243866	1.0	1.0	2.0
322000	5.0049712607158146	1.500702921895782	1.0	1.0	2.0
323000	2.9734247157906712	0.6440454891751738	1.0	1.0	2.0
324000	2.2720483500051425	0.648320888917709	1.0	1.0	2.0
325000	0.4929598607611118	0.10355361789500138	1.0	1.0	2.0
326000	1.1449614576268456	0.2942884334778194	1.0	1.0	2.0
327000	1.39292155114632	0.3284554939251441	1.0	1.0	2.0
328000	2.0200810146324626	0.5081115621559883	1.0	1.0	2.0
329000	0.9107256537996727	0.23398404423374464	1.0	1.0	2.0
330000	0.7604700615773945	0.24261488470169135	1.0	1.0	2.0
331000	0.9312337253098878	0.23406106234862573	1.0	1.0	2.0
332000	5.52794420819895	1.3385294503356948	1.0	1.0	2.0
333000	1.3708915365415841	0.3520008933613096	1.0	1.0	2.0
334000	1.7338858287074448	0.4138541451016173	1.0	1.0	2.0
335000	1.2819887639869212	0.2662626311551874	1.0	1.0	2.0
336000	3.7563736188653016	0.9832593169814762	1.0	1.0	2.0
337000	0.48950933303070526	0.13624173603469023	1.0	1.0	2.0
338000	0.9896013111055718	0.2849961452261718	1.0	1.0	2.0
339000	1.3777135261548104	0.3927923508740415	1.0	1.0	2.0
340000	0.19190991560413753	0.047382641378501386	1.0	1.0	2.0
341000	0.3500311456680021	0.07636703879776757	1.0	1.0	2.0
342000	1.9149032716224061	0.5415470065799571	1.0	1.0	2.0
343000	0.2426881889985147	0.06442629840989127	1.0	1.0	2.0
344000	1.1941879140060854	0.25479687842134646	1.0	1.0	2.0
345000	0.908678160780831	0.25962041446574946	1.0	1.0	2.0
346000	1.509795614906049	0.36087091000119403	1.0	1.0	2.0
347000	0.7693585265057206	0.24388361251374954	1.0	1.0	2.0
348000	3.11832609226503	0.9334714333557285	1.0	1.0	2.0
349000	0.9537866454499762	0.28251856108317897	1.0	1.0	2.0
350000	0.8655917888298732	0.2282085225906784	1.0	1.0	2.0
351000	1.08016362162092	0.25341035177911553	1.0	1.0	2.0
352000	0.6804215978685626	0.1750841492228519	1.0	1.0	2.0
353000	0.8373252168359746	0.22643304284645827	1.0	1.0	2.0
354000	3.1348061922112977	0.6856557380801808	1.0	1.0	2.0
355000	1.906945758863596	0.5650352156005708	1.0	1.0	2.0
356000	2.6873090768609713	0.7107465623914928	1.0	1.0	2.0
357000	2.218831271484849	0.4510695201772141	1.0	1.0	2.0
358000	0.5120749974877685	0.13347827912549737	1.0	1.0	2.0
359000	3.0330268072776083	0.7740603674260337	1.0	1.0	2.0
360000	1.017068744812493	0.27911584650148774	1.0	1.0	2.0
361000	1.7911618106329392	0.36688426936849305	1.0	1.0	2.0
362000	1.3202090891890517	0.33989855783040485	1.0	1.0	2.0
363000	0.029807494974200675	0.007100124125212639	1.0	1.0	2.0
364000	1.4569801580155877	0.3806117003258654	1.0	1.0	2.0
365000	0.9026236879901526	0.22164436609992472	1.0	1.0	2.0
366000	1.1056869664479012	0.2678703038465916	1.0	1.0	2.0
367000	1.3033534630095622	0.2664935294245281	1.0	1.0	2.0
368000	0.9496454430589213	0.2339099713394426	1.0	1.0	2.0
369000	1.2610273313799187	0.3413365000909471	1.0	1.0	2.0
370000	1.5852996074067267	0.46090245401098323	1.0	1.0	2.0
371000	3.1052306008504753	0.7251947520402557	1.0	1.0	2.0
372000	0.4269607143913104	0.09555885192404427	1.0	1.0	2.0
373000	0.5043815614003526	0.14743848812287783	1.0	1.0	2.0
374000	0.4667139748725011	0.10153707868326793	1.0	1.0	2.0
375000	1.4326420954019856	0.39795819011664774	1.0	1.0	2.0
376000	0.366997914191648	0.09807587870711719	1.0	1.0	2.0
377000	1.049632194510227	0.29554905905524087	1.0	1.0	2.0
378000	0.4204554295180702	0.1156927376491237	1.0	1.0	2.0
379000	1.0651627134965465	0.30335966225904487	1.0	1.0	2.0
380000	3.8157302989733775	0.909478571249213	1.0	1.0	2.0
381000	0.36939329181784	0.07396457203751605	1.0	1.0	2.0
382000	3.3229189436979167	0.874820568077531	1.0	1.0	2.0
383000	2.1421176506873834	0.5557189191762575	1.0	1.0	2.0
384000	0.8461620484479008	0.19824285565247404	1.0	1.0	2.0
385000	1.2887760391559262	0.3592168487229285	1.0	1.0	2.0
386000	3.854603237646513	1.2451776585485654	1.0	1.0	2.0
387000	3.095812163053901	0.8221211610085772	1.0	1.0	2.0
388000	1.4073340560904457	0.40548184242460555	1.0	1.0	2.0
389000	1.8769361535766238	0.4757427266945277	1.0	1.0	2.0
390000	3.291427215931143	0.7462585391499431	1.0	1.0	2.0
391000	0.4939811043899021	0.13828628031241957	1.0	1.0	2.0
392000	1.2539953265007668	0.355241849989151	1.0	1.0	2.0
393000	1.7332792147958969	0.4882000033045493	1.0	1.0	2.0
394000	0.8175035553072701	0.21102452587762893	1.0	1.0	2.0
395000	1.4428065140710402	0.43252349619090336	1.0	1.0	2.0
396000	1.3495174780415946	0.33259489177368395	1.0	1.0	2.0
397000	2.670604798369563	0.7935088614726404	1.0	1.0	2.0
398000	2.67264337582152	0.5408662200665704	1.0	1.0	2.0
399000	0.9383293675177264	0.264731613791279	1.0	1.0	2.0
400000	1.5135893709023185	0.4181370525284448	1.0	1.0	2.0
401000	1.8459652499136179	0.4992638339783659	1.0	1.0	2.0
402000	0.8119647625979196	0.21525699194119333	1.0	1.0	2.0
403000	0.9398949189931701	0.22144287711387303	1.0	1.0	2.0
404000	1.8702890594699937	0.5484771637086051	1.0	1.0	2.0
405000	0.892980973395902	0.1959170732573168	1.0	1.0	2.0
406000	1.106123347499684	0.2510637131539138	1.0	1.0	2.0
407000	1.6835236409946113	0.4397395168396107	1.0	1.0	2.0
408000	1.3733939577119225	0.28452705641203835	1.0	1.0	2.0
409000	1.4067132559218314	0.4155393230122475	1.0	1.0	2.0
410000	1.3872023174976207	0.38052683221085065	1.0	1.0	2.0
411000	0.8036225292395465	0.22801460204453977	1.0	1.0	2.0
412000	1.2858752340244768	0.29949750990767127	1.0	1.0	2.0
413000	2.7383912241694097	0.5864444797140483	1.0	1.0	2.0
414000	1.4889172718957278	0.4200647973832612	1.0	1.0	2.0
415000	3.6700571297416045	0.9231474155572538	1.0	1.0	2.0
416000	2.228401657903366	0.6857879803441952	1.0	1.0	2.0
417000	0.9481462452609258	0.2482259303919013	1.0	1.0	2.0
418000	1.2814844727756727	0.304079734919486	1.0	1.0	2.0
419000	0.5720443077412048	0.18162788227302554	1.0	1.0	2.0
