node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel
116,117,0.000729661392315561,40.7102213062451,-73.904080492039,40.7063185037022,-73.9056693420035,0.000729661392315561,0,2020.14028122062,2020.14101088202,176000000,NA
116,186,0.0034111065759703,40.7102213062451,-73.904080492039,40.7024821896372,-73.9055026355399,0.0034111065759703,0,2020.14028122062,2020.1436923272,176000000,NA
117,118,0.00912864201811844,40.7063185037022,-73.9056693420035,40.6809578114313,-73.9003280233012,0.00985830341043401,0.000729661392315561,2020.14101088202,2020.15013952403,176000000,NA
117,152,0.00306565322457278,40.7063185037022,-73.9056693420035,40.7102097344988,-73.9116020251359,0.00379531461688834,0.000729661392315561,2020.14101088202,2020.14407653524,176000000,NA
118,119,0.00297550178316375,40.6809578114313,-73.9003280233012,40.710722872154,-73.8841244717016,0.0128338051935978,0.00985830341043401,2020.15013952403,2020.15311502582,176000000,NA
118,144,0.00732228029386059,40.6809578114313,-73.9003280233012,40.7052268534773,-73.8728065545625,0.0171805837042946,0.00985830341043401,2020.15013952403,2020.15746180433,176000000,NA
119,128,0.00059058435583309,40.710722872154,-73.8841244717016,40.7078925111219,-73.8848469124071,0.0134243895494308,0.0128338051935978,2020.15311502582,2020.15370561017,176000000,NA
119,120,0.000534120143638017,40.710722872154,-73.8841244717016,40.7110200574763,-73.8862071332834,0.0133679253372358,0.0128338051935978,2020.15311502582,2020.15364914596,176000000,NA
120,1,0.0949847338147526,40.7110200574763,-73.8862071332834,40.7611013964715,-73.9681516787415,0.108352659151988,0.0133679253372358,2020.15364914596,2020.24863387978,176000000,hCoV-19/USA/NY-NYUMC178/2020
120,121,0.0145825434519805,40.7110200574763,-73.8862071332834,40.7181075042761,-73.883467116575,0.0279504687892162,0.0133679253372358,2020.15364914596,2020.16823168941,176000000,NA
121,9,0.0749377094926126,40.7181075042761,-73.883467116575,40.6562581241589,-73.8966236149505,0.102888178281829,0.0279504687892162,2020.16823168941,2020.24316939891,176000000,hCoV-19/USA/NY-NYUMC570/2020
121,122,0.00228551521669101,40.7181075042761,-73.883467116575,40.6998219117127,-73.8749550106977,0.0302359840059072,0.0279504687892162,2020.16823168941,2020.17051720463,176000000,NA
122,123,0.00131787507205955,40.6998219117127,-73.8749550106977,40.6983797068028,-73.8877076370539,0.0315538590779668,0.0302359840059072,2020.17051720463,2020.1718350797,176000000,NA
122,2,0.0726521942759216,40.6998219117127,-73.8749550106977,40.6680304230839,-73.7756889246019,0.102888178281829,0.0302359840059072,2020.17051720463,2020.24316939891,176000000,hCoV-19/USA/NY-NYUMC315/2020
123,124,0.00292123299053454,40.6983797068028,-73.8877076370539,40.7377081215626,-73.8614362898778,0.0344750920685013,0.0315538590779668,2020.1718350797,2020.17475631269,176000000,NA
123,8,0.0822632809539583,40.6983797068028,-73.8877076370539,40.6448675988566,-74.0129848272053,0.113817140031925,0.0315538590779668,2020.1718350797,2020.25409836066,176000000,hCoV-19/USA/NY-NYUMC217/2020
124,7,0.084806528833356,40.7377081215626,-73.8614362898778,40.6223228014726,-74.0349354558214,0.119281620901857,0.0344750920685013,2020.17475631269,2020.25956284153,176000000,hCoV-19/USA/NY-NYUMC253/2020
124,125,0.00164477796106588,40.7377081215626,-73.8614362898778,40.7315668946473,-73.8819237999869,0.0361198700295672,0.0344750920685013,2020.17475631269,2020.17640109065,176000000,NA
125,3,0.105019674372255,40.7315668946473,-73.8819237999869,40.7463730381282,-73.9820105444655,0.141139544401822,0.0361198700295672,2020.17640109065,2020.28142076503,176000000,hCoV-19/USA/NY-NYUMC398/2020
125,126,0.00276675576816882,40.7315668946473,-73.8819237999869,40.7282446059783,-73.9009359855615,0.038886625797736,0.0361198700295672,2020.17640109065,2020.17916784642,176000000,NA
126,127,0.00453517493037547,40.7282446059783,-73.9009359855615,40.6995921808929,-73.8910909748243,0.0434218007281115,0.038886625797736,2020.17916784642,2020.18370302135,176000000,NA
126,6,0.0667337929141704,40.7282446059783,-73.9009359855615,40.7477077119598,-73.7231794427818,0.105620418711906,0.038886625797736,2020.17916784642,2020.24590163934,176000000,hCoV-19/USA/NY-NYUMC559/2020
127,4,0.0785920606138278,40.6995921808929,-73.8910909748243,40.6720286393196,-73.8064605127022,0.122013861341939,0.0434218007281115,2020.18370302135,2020.26229508197,176000000,hCoV-19/USA/NY-NYUMC234/2020
127,5,0.097717743673711,40.6995921808929,-73.8910909748243,40.8349009397891,-73.8696575822929,0.141139544401822,0.0434218007281115,2020.18370302135,2020.28142076503,176000000,hCoV-19/USA/NY-NYUMC403/2020
128,138,0.0103072244661365,40.7078925111219,-73.8848469124071,40.7448399084275,-73.8749054731566,0.0237316140155674,0.0134243895494308,2020.15370561017,2020.16401283464,176000000,NA
128,129,0.000516010449246096,40.7078925111219,-73.8848469124071,40.7000134848144,-73.8874425799422,0.0139403999986769,0.0134243895494308,2020.15370561017,2020.15422162062,176000000,NA
129,10,0.0998767400332481,40.7000134848144,-73.8874425799422,40.6289370538392,-73.960782288976,0.113817140031925,0.0139403999986769,2020.15422162062,2020.25409836066,176000000,hCoV-19/USA/NY-NYUMC207/2020
129,130,0.00944536865103873,40.7000134848144,-73.8874425799422,40.7469709981657,-73.8919571621123,0.0233857686497157,0.0139403999986769,2020.15422162062,2020.16366698927,176000000,NA
130,134,0.00268466143815202,40.7469709981657,-73.8919571621123,40.754237104795,-73.8927658097386,0.0260704300878677,0.0233857686497157,2020.16366698927,2020.16635165071,176000000,NA
