node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
11,12,4.38664015100024e-05,-73.9453713576494,40.7768312877396,-73.94459209915,40.7791128316172,4.38664015100024e-05,0,2020.18539389168,2020.18543775808
12,9,0.02494475559,-73.94459209915,40.7791128316172,-73.9482723394529,40.8033352520063,0.02498862199151,4.38664015100024e-05,2020.18543775808,2020.21038251367
11,10,0.05777550723,-73.9453713576494,40.7768312877396,-73.9241507224276,40.7403864366035,0.05777550723,0,2020.18539389168,2020.24316939891
12,8,0.05773164083,-73.94459209915,40.7791128316172,-73.9712211835445,40.7664820915086,0.05777550723151,4.38664015100024e-05,2020.18543775808,2020.24316939891
17,14,2.79781420999964e-05,-74.0105296291032,40.6414478848114,-74.0137969847634,40.6423090743192,0.0139679781421,0.01394,2020.21855125683,2020.21857923497
17,13,0.02461814208,-74.0105296291032,40.6414478848114,-74.0275421735757,40.621945424405,0.03855814208,0.01394,2020.21855125683,2020.24316939891
22,23,9.32813591499985e-05,-73.7932582367998,40.6643881665003,-73.7928573649802,40.6632255777308,9.32813591499985e-05,0,2020.19013797548,2020.19023125684
22,24,9.32813591499985e-05,-73.7932582367998,40.6643881665003,-73.7935034892091,40.6672434623617,9.32813591499985e-05,0,2020.19013797548,2020.19023125684
23,19,0.01741901639,-73.7928573649802,40.6632255777308,-73.9568867700106,40.6400616452823,0.01751229774915,9.32813591499985e-05,2020.19023125684,2020.20765027323
24,20,0.02015125683,-73.7935034892091,40.6672434623617,-73.9653275813965,40.6319818534269,0.02024453818915,9.32813591499985e-05,2020.19023125684,2020.21038251367
36,37,0.02048284551,-73.9471824869466,40.6463340360464,-73.936582521566,40.6241122792464,0.02048284551,0,2020.18409125683,2020.20457410234
37,38,2.71544880999994e-05,-73.936582521566,40.6241122792464,-73.931039018844,40.6274167162951,0.0205099999981,0.02048284551,2020.20457410234,2020.20460125683
37,39,2.71544880999994e-05,-73.936582521566,40.6241122792464,-73.941277448901,40.6200590950325,0.0205099999981,0.02048284551,2020.20457410234,2020.20460125683
39,27,0.003049016394,-73.941277448901,40.6200590950325,-73.9585332341605,40.5876848186496,0.0235590163921,0.0205099999981,2020.20460125683,2020.20765027322
36,41,0.02486,-73.9471824869466,40.6463340360464,-73.9620177269146,40.6681730101344,0.02486,0,2020.18409125683,2020.20895125683
39,40,0.00438,-73.941277448901,40.6200590950325,-73.9575096444272,40.6283901333965,0.0248899999981,0.0205099999981,2020.20460125683,2020.20898125683
41,42,0.000599999999999996,-73.9620177269146,40.6681730101344,-73.9657413969171,40.666824952983,0.02546,0.02486,2020.20895125683,2020.20955125683
40,29,0.006865737705,-73.9575096444272,40.6283901333965,-73.9883867197844,40.5933231570816,0.0317557377031,0.0248899999981,2020.20898125683,2020.21584699454
38,25,0.02763918033,-73.931039018844,40.6274167162951,-74.0027726860136,40.6457084037351,0.0481491803281,0.0205099999981,2020.20460125683,2020.23224043716
42,43,0.03139792558,-73.9657413969171,40.666824952983,-73.9527952592202,40.7116054607037,0.05685792558,0.02546,2020.20955125683,2020.24094918241
43,44,0.000292074417999999,-73.9527952592202,40.7116054607037,-73.9485898550865,40.6959443296419,0.057149999998,0.05685792558,2020.24094918241,2020.24124125683
43,45,0.002212074418,-73.9527952592202,40.7116054607037,-73.9572418672922,40.763953786113,0.059069999998,0.05685792558,2020.24094918241,2020.24316125683
45,35,8.14207668999728e-06,-73.9572418672922,40.763953786113,-73.9557186595401,40.771469216735,0.05907814207469,0.059069999998,2020.24316125683,2020.24316939891
40,28,0.03965262295,-73.9575096444272,40.6283901333965,-73.8872296761894,40.8685596581879,0.0645426229481,0.0248899999981,2020.20898125683,2020.24863387978
44,33,0.007392622951,-73.9485898550865,40.6959443296419,-74.0079622246148,40.6378133783105,0.064542622949,0.057149999998,2020.24124125683,2020.24863387978
44,32,0.01285710383,-73.9485898550865,40.6959443296419,-73.8388987956565,40.6702388841373,0.070007103828,0.057149999998,2020.24124125683,2020.25409836066
41,30,0.04514710383,-73.9620177269146,40.6681730101344,-73.9479166756726,40.6892004892204,0.07000710383,0.02486,2020.20895125683,2020.25409836066
42,31,0.04454710383,-73.9657413969171,40.666824952983,-74.0264915052321,40.6161212544346,0.07000710383,0.02546,2020.20955125683,2020.25409836066
45,34,0.01913382514,-73.9572418672922,40.763953786113,-74.0030604301733,40.6415855134838,0.078203825138,0.059069999998,2020.24316125683,2020.26229508197
49,46,0.04018262295,-73.9258039463943,40.7126719386954,-74.0074254734206,40.7443013302498,0.04018262295,0,2020.20845125683,2020.24863387978
49,50,0.000890000000000002,-73.9258039463943,40.7126719386954,-73.910341524134,40.707115172345,0.000890000000000002,0,2020.20845125683,2020.20934125683
50,48,0.006505737705,-73.910341524134,40.707115172345,-74.0127881308217,40.6907445665177,0.007395737705,0.000890000000000002,2020.20934125683,2020.21584699454
54,55,0.000230000000000001,-73.9367023010693,40.6128392456547,-73.9617453938397,40.613204392904,0.000230000000000001,0,2020.20932125683,2020.20955125683
55,52,0.03361814208,-73.9617453938397,40.613204392904,-74.1473727207458,40.6074880267473,0.03384814208,0.000230000000000001,2020.20955125683,2020.24316939891
55,53,0.04454710383,-73.9617453938397,40.613204392904,-74.036557287973,40.6135154224076,0.04477710383,0.000230000000000001,2020.20955125683,2020.25409836066
59,56,0.0493215847,-73.7814651871821,40.713025718807,-73.9940608236139,40.6325298524067,0.0493215847,0,2020.21024125683,2020.25956284153
64,65,0.03743,-73.8018655425763,40.7288668890479,-73.9133389620574,40.7265411005385,0.03743,0,2020.20521125683,2020.24264125683
65,62,0.01145710383,-73.9133389620574,40.7265411005385,-73.97539117589,40.7252814784608,0.04888710383,0.03743,2020.24264125683,2020.25409836066
65,63,0.01145710383,-73.9133389620574,40.7265411005385,-73.8832756953241,40.7211552685575,0.04888710383,0.03743,2020.24264125683,2020.25409836066
70,71,4.70672620000029e-05,-73.8499082312672,40.7056148721196,-73.8534900172541,40.7033005828106,4.70672620000029e-05,0,2020.20563418957,2020.20568125683
