state	from	to	time
219850000	Queens	Brooklyn	0.11624191345438942
219850000	Queens	Brooklyn	0.15599019868976247
219850000	Queens	Bronx	0.13191158488919386
219850000	Queens	Bronx	0.18611394344109267
219850000	Bronx	StatenIsland	0.18186809773209575
219850000	Queens	Brooklyn	0.10522569761486268
219850000	Queens	Bronx	0.09737869874388609
219850000	Queens	Brooklyn	0.1775440812668572
219850000	Queens	Brooklyn	0.1654832547722322
219850000	Queens	Brooklyn	0.16294892860859295
219850000	Queens	Bronx	0.1345423906280999
219850000	Bronx	StatenIsland	0.10688720557409724
219850000	Queens	Bronx	0.15737798084277665
219850000	Queens	Bronx	0.17482251402478516
219850000	Queens	Manhattan	0.17045516376259212
219850000	Queens	Manhattan	0.1306062430922887
219850000	Queens	Manhattan	0.18041822096281956
219850000	Queens	Bronx	0.17122409912448455
219850000	Bronx	StatenIsland	0.16614769593589426
219850000	Queens	Manhattan	0.18459608891277812
219850000	Queens	Manhattan	0.1632363470961459
219850000	Queens	Manhattan	0.11182279781758418
219850000	Queens	Brooklyn	0.12380793390124716
219850000	Queens	Bronx	0.16223288941792874
219850000	Queens	Brooklyn	0.16575658896664153
219850000	Brooklyn	StatenIsland	0.1536519383552442
219850000	Queens	Brooklyn	0.12670758871875856
219850000	Queens	Brooklyn	0.12783316833937725
219850000	Queens	Manhattan	0.13273493872944858
219850000	Queens	Manhattan	0.15069810464126812
219850000	Queens	Bronx	0.12462167774510144
219850000	Queens	Bronx	0.14549026924080147
219850000	Queens	Brooklyn	0.15504131155932332
219850000	Queens	Bronx	0.16373293517294185
219850000	Queens	Bronx	0.11771095693154085
219850000	Queens	Manhattan	0.14119019602627433
219850000	Queens	Manhattan	0.15866490774093855
219850000	Queens	Brooklyn	0.1127617815638904
219850000	Queens	Manhattan	0.15445758513861652
219850000	Queens	Manhattan	0.12249269742975041
219850000	Queens	Manhattan	0.18669347158040456
219850000	Queens	Bronx	0.15702534687038988
219850000	Queens	Bronx	0.15653021986998394
219850000	Queens	Bronx	0.14977086938770354
219850000	Queens	Bronx	0.13722261514441184
219850000	Queens	Manhattan	0.14788518512208573
219850000	Queens	Bronx	0.18193650719974666
219850000	Queens	Brooklyn	0.16715550407033733
219850000	Queens	Bronx	0.17701641435378557
219850000	Queens	Bronx	0.16524954298954941
219850000	Queens	Bronx	0.18194773412043433
219850000	Bronx	StatenIsland	0.13451185666229035
219850000	Queens	Manhattan	0.1350694809977555
219850000	Queens	Manhattan	0.17039914727411057
219850000	Queens	Brooklyn	0.18577697343933827
219850000	Queens	Brooklyn	0.20318811965958428
219850000	Queens	Brooklyn	0.15721553113663864
219850000	Queens	Bronx	0.14269722143668018
219850000	Queens	Bronx	0.1844713635872989
219850000	Queens	Bronx	0.18744072048066046
219850000	Queens	Brooklyn	0.1755403530727646
219850000	Queens	Bronx	0.16305184830611366
219850000	Queens	Brooklyn	0.16937861434184126
220150000	Queens	Brooklyn	0.14633548763521229
220150000	Queens	Bronx	0.11377090609951312
220150000	Queens	Bronx	0.14851006868526948
220150000	Queens	StatenIsland	0.17715879072068103
220150000	Queens	Bronx	0.1535232346476065
220150000	Queens	Brooklyn	0.11315920254114448
220150000	Queens	Bronx	0.11449688844193902
220150000	Queens	StatenIsland	0.16709304683226395
220150000	Queens	Brooklyn	0.17006639726978154
220150000	Queens	Bronx	0.16965615362832423
220150000	Queens	Brooklyn	0.1253385294614859
220150000	Queens	Manhattan	0.14223967902252418
220150000	Queens	Bronx	0.15820768270263005
220150000	Queens	Brooklyn	0.1549896565169533
220150000	Queens	Manhattan	0.05982669625391568
220150000	Queens	Bronx	0.1666644067646842
220150000	Queens	StatenIsland	0.16794976705227643
220150000	Queens	Manhattan	0.15770494533357626
220150000	Queens	Manhattan	0.14981793898499107
220150000	Queens	Manhattan	0.13681545498200737
220150000	Queens	Manhattan	0.15169507933645707
220150000	Queens	Brooklyn	0.16924763764606512
220150000	Queens	Brooklyn	0.1475014032276183
220150000	Queens	StatenIsland	0.14093949428027677
220150000	Queens	Brooklyn	0.09224123467928347
220150000	Queens	Brooklyn	0.10015345947608927
220150000	Queens	Manhattan	0.16393939416738074
220150000	Queens	Manhattan	0.15216601322062287
220150000	Queens	Bronx	0.14481675094266902
220150000	Queens	Bronx	0.18075795303074754
220150000	Queens	Bronx	0.15150940555952047
220150000	Queens	Brooklyn	0.1823173044193889
220150000	Queens	Brooklyn	0.1462626936652909
220150000	Brooklyn	Bronx	0.12374686924307798
220150000	Queens	Manhattan	0.13770891904110394
220150000	Queens	Manhattan	0.15571671817439
220150000	Queens	Brooklyn	0.1386212885943255
220150000	Queens	Manhattan	0.18166454743656715
220150000	Queens	Manhattan	0.1746120513590024
220150000	Queens	Manhattan	0.17354729756480336
220150000	Queens	Bronx	0.11495909028433283
220150000	Queens	Bronx	0.1305320590294597
220150000	Queens	Bronx	0.1602993044505085
220150000	Queens	Bronx	0.15947141843162857
220150000	Queens	Bronx	0.18332913730985978
220150000	Queens	Bronx	0.10375232627857192
220150000	Queens	Manhattan	0.1687139480967143
220150000	Queens	Bronx	0.1553306656557597
220150000	Queens	Brooklyn	0.1693542048001088
220150000	Queens	Bronx	0.12559152777737387
220150000	Queens	Bronx	0.18067582592082804
220150000	Queens	Bronx	0.10959543377343406
220150000	Queens	StatenIsland	0.15516824022029618
220150000	Queens	Manhattan	0.13000573492027873
220150000	Queens	Bronx	0.16974475343615325
220150000	Queens	Brooklyn	0.19501697899642717
220150000	Queens	Bronx	0.1250172633975358
220150000	Queens	Brooklyn	0.15969362980375776
220150000	Queens	Brooklyn	0.1916385725653797
220150000	Queens	Manhattan	0.16054171418983174
220150000	Queens	Brooklyn	0.18987340285717677
220150000	Queens	Brooklyn	0.12326154365718597
220450000	Queens	Brooklyn	0.11491921168953317
220450000	Queens	Brooklyn	0.16134847990898843
220450000	Queens	Bronx	0.051720423374334565
220450000	Brooklyn	StatenIsland	0.15832974600568772
220450000	Queens	Brooklyn	0.12488717642908229
220450000	Queens	Bronx	0.14799311530970716
220450000	Queens	Brooklyn	0.16786400251950778
220450000	Queens	Bronx	0.16803480421297093
220450000	Queens	Brooklyn	0.12711345529579035
220450000	Queens	Brooklyn	0.12602798177235608
220450000	Queens	StatenIsland	0.15215327073752732
220450000	Queens	Bronx	0.167100905193453
220450000	Queens	Brooklyn	0.1516292862148652
220450000	Queens	Brooklyn	0.15737472528828328
220450000	Queens	Brooklyn	0.15898453092360154
220450000	Queens	StatenIsland	0.17802084587917302
220450000	Queens	Manhattan	0.17525590354171258
220450000	Queens	Manhattan	0.16747791060302253
