state	from	to	time
9850000	Queens	Bronx	0.17109997866682944
9850000	Queens	Bronx	0.06619390111731584
9850000	Queens	Bronx	0.16728933025229592
9850000	Queens	Brooklyn	0.1076382760321178
9850000	Queens	Bronx	0.09173165007946878
9850000	Queens	Bronx	0.1395882390274492
9850000	Queens	Brooklyn	0.14115399545403817
9850000	Brooklyn	Queens	0.12024181695694769
9850000	Queens	Brooklyn	0.13674335389403058
9850000	Queens	Brooklyn	0.1506514972558083
9850000	Queens	Brooklyn	0.12672587924662654
9850000	Queens	Bronx	0.17161935079761761
9850000	Queens	Brooklyn	0.13551344620602376
9850000	Queens	Manhattan	0.1663011717374632
9850000	Queens	Brooklyn	0.12690548934147142
9850000	Queens	Bronx	0.1545543062380172
9850000	Brooklyn	Queens	0.17328313116259042
9850000	Queens	Manhattan	0.15699683945023413
9850000	Queens	Brooklyn	0.08975442271603375
9850000	Queens	Manhattan	0.16534751999131375
9850000	Queens	Brooklyn	0.12975381244433906
9850000	Brooklyn	Queens	0.13624281631504576
9850000	Queens	Bronx	0.15294742919446264
9850000	Queens	Manhattan	0.17168786387539264
9850000	Queens	Brooklyn	0.13298301398440257
9850000	Queens	Brooklyn	0.17267871300096518
9850000	Queens	StatenIsland	0.15673855218995725
9850000	Queens	Manhattan	0.16610009203269757
9850000	Queens	Manhattan	0.14589030471798345
9850000	Queens	Bronx	0.17094748969513437
9850000	Queens	Manhattan	0.17675807026294707
9850000	Queens	StatenIsland	0.163949784983009
9850000	Brooklyn	Queens	0.17358060984337356
9850000	Queens	Brooklyn	0.1348080429108208
9850000	Queens	Manhattan	0.09465670550133076
9850000	Bronx	StatenIsland	0.14462742904138123
9850000	Queens	Bronx	0.15488237392913662
9850000	Queens	Manhattan	0.171877949324852
9850000	Queens	Bronx	0.1602046186721245
9850000	Queens	Bronx	0.14073311154637677
9850000	Queens	Manhattan	0.14758631731871028
9850000	Queens	Bronx	0.10221130757145029
9850000	Queens	Manhattan	0.14264430008104834
9850000	Queens	Brooklyn	0.12908955406920575
9850000	Queens	Manhattan	0.14499731323026263
9850000	Queens	Brooklyn	0.17352756240878947
9850000	Queens	Bronx	0.1741976435811602
9850000	Queens	Brooklyn	0.18088826861534768
9850000	Queens	Brooklyn	0.11168696807957526
9850000	Queens	Manhattan	0.1345353141805068
9850000	Queens	Brooklyn	0.1429977756465359
9850000	Queens	Bronx	0.14550740513715837
9850000	Queens	Bronx	0.1536570753896572
9850000	Queens	Bronx	0.13410552254577948
9850000	Queens	Bronx	0.12094217958190205
9850000	Queens	Bronx	0.11443902858554239
9850000	Queens	Bronx	0.11571768459430525
9850000	Queens	Manhattan	0.147196627359764
9850000	Queens	StatenIsland	0.14122635519907292
9850000	Queens	Manhattan	0.17324168620138466
9850000	Queens	Bronx	0.1484134152938585
9850000	Queens	Bronx	0.1691591014096707
9850000	Queens	Brooklyn	0.1697195096758441
9850000	Queens	Bronx	0.19007325646368448
9850000	Queens	Brooklyn	0.13446800023530653
9850000	Queens	Brooklyn	0.12589925755734407
9850000	Queens	Brooklyn	0.14050452025578264
9850000	Queens	Bronx	0.16414561429826618
9850000	Queens	Manhattan	0.08297429010058296
9850000	Queens	Bronx	0.11233333846162329
9850000	Queens	Manhattan	0.09112879026648833
9850000	Queens	StatenIsland	0.13028486510679455
9850000	Queens	Bronx	0.19111459912237772
9850000	Queens	Brooklyn	0.19644707478146056
10400000	Manhattan	Bronx	0.1399794519683231
10400000	Queens	Bronx	0.09679708286847333
10400000	Queens	Bronx	0.16211937429120973
10400000	Queens	Brooklyn	0.17226293735176132
10400000	Queens	Brooklyn	0.14760671551190424
10400000	Queens	Bronx	0.14836393638084644
10400000	Queens	Brooklyn	0.1300034014786763
10400000	Queens	Brooklyn	0.14368447224443828
10400000	Queens	Brooklyn	0.14744453654761594
10400000	Queens	Brooklyn	0.11715256838187571
10400000	Queens	Bronx	0.14581676494724297
10400000	Queens	Brooklyn	0.14280214116861586
10400000	Bronx	StatenIsland	0.15289660172499392
10400000	Queens	Manhattan	0.13573137630772805
10400000	Queens	Bronx	0.1220970826398354
10400000	Queens	Manhattan	0.16436637120202596
10400000	Manhattan	Bronx	0.16359735543062526
10400000	Bronx	StatenIsland	0.1517084217927463
10400000	Queens	Brooklyn	0.19531801924901784
10400000	Queens	Manhattan	0.17311302452547908
10400000	Bronx	StatenIsland	0.16991929465626723
10400000	Queens	Bronx	0.16804341845305065
10400000	Queens	Bronx	0.15354182437733835
10400000	Queens	Brooklyn	0.14167554003400223
10400000	Queens	Bronx	0.14665845611555114
10400000	Queens	Manhattan	0.13532623401599725
10400000	Queens	Bronx	0.0321011675053651
10400000	Queens	Brooklyn	0.12648347564807835
10400000	Queens	Brooklyn	0.13688937865081047
10400000	Queens	Bronx	0.12469746836731085
10400000	Queens	Brooklyn	0.13228184085396916
10400000	Queens	Brooklyn	0.1379769833979609
10400000	Queens	Brooklyn	0.12848557912362457
10400000	Queens	Brooklyn	0.1256722342550194
10400000	Queens	Bronx	0.12831173851987213
10400000	Queens	Bronx	0.16434940788630809
10400000	Manhattan	Bronx	0.1317539110904986
10400000	Queens	Manhattan	0.18310493446918946
10400000	Manhattan	Bronx	0.15083317852739445
10400000	Bronx	StatenIsland	0.14102221021798939
10400000	Queens	Manhattan	0.1543118452264487
10400000	Queens	Bronx	0.11276255352265263
10400000	Manhattan	Bronx	0.1663311686391279
10400000	Queens	Brooklyn	0.13460371395589804
10400000	Queens	Brooklyn	0.17133127977635496
