state	from	to	time
49850000	Brooklyn	Bronx	0.15726363638877655
49850000	Brooklyn	Queens	0.17567940042137714
49850000	Brooklyn	Queens	0.14841963113313905
49850000	Brooklyn	Bronx	0.14670120210898388
49850000	Brooklyn	Bronx	0.16927005100563278
49850000	Brooklyn	StatenIsland	0.18691657580673818
49850000	Brooklyn	Queens	0.07210786102503339
49850000	Brooklyn	Bronx	0.10331350959477947
49850000	Brooklyn	Bronx	0.1577969753793025
49850000	Brooklyn	Queens	0.05552298607805964
49850000	Brooklyn	Manhattan	0.16733813781999507
49850000	Brooklyn	Queens	0.15659955091729483
49850000	Brooklyn	Queens	0.13005948519985544
49850000	Brooklyn	Bronx	0.13822728855671867
49850000	Brooklyn	Manhattan	0.18175665505645305
49850000	Brooklyn	Queens	0.19020919030630148
49850000	Brooklyn	Queens	0.17975206536466687
49850000	Brooklyn	Manhattan	0.15294445882657787
49850000	Brooklyn	Bronx	0.16913417792741034
49850000	Brooklyn	Manhattan	0.15641015640235778
49850000	Brooklyn	Queens	0.10517880412813926
49850000	Brooklyn	Queens	0.16875904765116573
49850000	Brooklyn	Manhattan	0.17746407426724883
49850000	Brooklyn	Bronx	0.16248719909465
49850000	Brooklyn	Manhattan	0.14846688261221408
49850000	Brooklyn	Manhattan	0.12632395533313096
49850000	Brooklyn	StatenIsland	0.12797811680804602
49850000	Brooklyn	Queens	0.1532008795486337
49850000	Brooklyn	Bronx	0.1538069893163863
49850000	Bronx	StatenIsland	0.14855882706051465
49850000	Brooklyn	Manhattan	0.14097867389511448
49850000	Brooklyn	Bronx	0.11202518665411888
49850000	Brooklyn	StatenIsland	0.17930478894958748
49850000	Brooklyn	Manhattan	0.12726743168176768
49850000	Brooklyn	Manhattan	0.13642676957749938
49850000	Brooklyn	Queens	0.10146448732044347
49850000	Brooklyn	Manhattan	0.16559674804306668
49850000	Brooklyn	Bronx	0.1534536239055647
49850000	Brooklyn	Bronx	0.14059014378941903
49850000	Bronx	Queens	0.11518686936821683
49850000	Brooklyn	Queens	0.09361393804192837
49850000	Brooklyn	Bronx	0.16375655048030235
