node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel
111,1,0.194354019415657,40.4510712679039,-74.0280365650908,40.6194422551981,-73.9527982092418,0.194354019415657,0,2020.05974434124,2020.25409836066,423100000,hCoV-19/USA/NY-NYUMC208/2020
111,112,0.146777076661244,40.4510712679039,-74.0280365650908,40.7251754308835,-73.9570590802459,0.146777076661244,0,2020.05974434124,2020.20652141791,423100000,NA
112,113,0.00027799743265905,40.7251754308835,-73.9570590802459,40.7534620539558,-73.9333715494651,0.147055074093903,0.146777076661244,2020.20652141791,2020.20679941534,423100000,NA
112,116,0.000146519120002853,40.7251754308835,-73.9570590802459,40.7518526817729,-73.9505598370536,0.146923595781247,0.146777076661244,2020.20652141791,2020.20666793703,423100000,NA
113,5,0.041834464441818,40.7534620539558,-73.9333715494651,40.7138627696353,-73.9329167203985,0.188889538535721,0.147055074093903,2020.20679941534,2020.24863387978,423100000,hCoV-19/USA/NY-NYUMC166/2020
113,114,0.000428335129090296,40.7534620539558,-73.9333715494651,40.7845998630106,-73.9064307155885,0.147483409222993,0.147055074093903,2020.20679941534,2020.20722775047,423100000,NA
114,4,0.000422522752651977,40.7845998630106,-73.9064307155885,40.6122332252007,-73.9447225653472,0.147905931975645,0.147483409222993,2020.20722775047,2020.20765027322,423100000,hCoV-19/USA/NY-NYUMC656/2020
114,115,0.00024073651796247,40.7845998630106,-73.9064307155885,40.7861215120849,-73.9063358935845,0.147724145740956,0.147483409222993,2020.20722775047,2020.20746848699,423100000,NA
115,2,0.0357009119246056,40.7861215120849,-73.9063358935845,40.8918671142442,-73.8595977191749,0.183425057665561,0.147724145740956,2020.20746848699,2020.24316939891,423100000,hCoV-19/USA/NY-NYUMC524/2020
115,3,0.00291402667477153,40.7861215120849,-73.9063358935845,40.714721240987,-73.8383279981835,0.150638172415727,0.147724145740956,2020.20746848699,2020.21038251366,423100000,hCoV-19/USA/NY-NYUMC920/2020
116,124,6.25889369407773e-05,40.7518526817729,-73.9505598370536,40.7528073579217,-73.9503002184272,0.146986184718187,0.146923595781247,2020.20666793703,2020.20673052596,423100000,NA
116,117,6.58323482302658e-06,40.7518526817729,-73.9505598370536,40.75184447608,-73.9504444295402,0.14693017901607,0.146923595781247,2020.20666793703,2020.20667452026,423100000,NA
117,118,0.00572597406937947,40.75184447608,-73.9504444295402,40.6729920906079,-73.9740823527934,0.152656153085449,0.14693017901607,2020.20667452026,2020.21240049433,423100000,NA
117,120,0.00204464195766269,40.75184447608,-73.9504444295402,40.7573738920997,-73.8772271454212,0.148974820973732,0.14693017901607,2020.20667452026,2020.20871916222,423100000,NA
118,8,0.0881459537602163,40.6729920906079,-73.9740823527934,40.6798998050019,-73.8487577777653,0.240802106845665,0.152656153085449,2020.21240049433,2020.30054644809,423100000,hCoV-19/USA/NY-NYUMC432/2020
118,119,0.0121756193069342,40.6729920906079,-73.9740823527934,40.6651814663986,-74.0027556573166,0.164831772392383,0.152656153085449,2020.21240049433,2020.22457611364,423100000,NA
119,6,0.00493208308322698,40.6651814663986,-74.0027556573166,40.6063958264454,-74.0225481950543,0.16976385547561,0.164831772392383,2020.22457611364,2020.22950819672,423100000,hCoV-19/USA/NY-NYUMC783/2020
119,7,0.00766432352330901,40.6651814663986,-74.0027556573166,40.7124989006906,-73.7788014686599,0.172496095915692,0.164831772392383,2020.22457611364,2020.23224043716,423100000,hCoV-19/USA/NY-NYUMC708/2020
120,9,0.00166335144199478,40.7573738920997,-73.8772271454212,40.7267660640199,-73.8560862957384,0.150638172415727,0.148974820973732,2020.20871916222,2020.21038251366,423100000,hCoV-19/USA/NY-NYUMC922/2020
120,121,0.00302804753118444,40.7573738920997,-73.8772271454212,40.7408617758,-73.8801266836568,0.152002868504917,0.148974820973732,2020.20871916222,2020.21174720975,423100000,NA
121,123,0.0246907884187608,40.7408617758,-73.8801266836568,40.6561648171024,-73.9662208801156,0.176693656923678,0.152002868504917,2020.21174720975,2020.23643799817,423100000,NA
121,122,0.0104827223371235,40.7408617758,-73.8801266836568,40.7621822127111,-73.8458208697615,0.16248559084204,0.152002868504917,2020.21174720975,2020.22222993209,423100000,NA
122,11,0.0127427455135067,40.7621822127111,-73.8458208697615,40.8177010134899,-73.8312716311785,0.175228336355547,0.16248559084204,2020.22222993209,2020.2349726776,423100000,hCoV-19/USA/NY-NYUMC825/2020
122,10,0.0264039476936805,40.7621822127111,-73.8458208697615,40.8299470562498,-73.9078920040658,0.188889538535721,0.16248559084204,2020.22222993209,2020.24863387978,423100000,hCoV-19/USA/NY-NYUMC199/2020
123,13,0.0121958816120432,40.6561648171024,-73.9662208801156,40.6112158224671,-73.9880540187003,0.188889538535721,0.176693656923678,2020.23643799817,2020.24863387978,423100000,hCoV-19/USA/NY-NYUMC326/2020
123,12,0.0176603624919799,40.6561648171024,-73.9662208801156,40.6081078999332,-73.9834686626581,0.194354019415657,0.176693656923678,2020.23643799817,2020.25409836066,423100000,hCoV-19/USA/NY-NYUMC246/2020
124,130,1.44289563182021e-05,40.7528073579217,-73.9503002184272,40.7556164639463,-73.949979828826,0.147000613674506,0.146986184718187,2020.20673052596,2020.20674495492,423100000,NA
124,125,0.00298116907492052,40.7528073579217,-73.9503002184272,40.7421404392034,-73.9379657398133,0.149967353793108,0.146986184718187,2020.20673052596,2020.20971169504,423100000,NA
125,126,0.00662387962699171,40.7421404392034,-73.9379657398133,40.7764197943442,-73.947339678487,0.1565912334201,0.149967353793108,2020.20971169504,2020.21633557466,423100000,NA
