node1,node2,startLoc,endLoc
116,117,Brooklyn,Brooklyn
117,118,Brooklyn,Brooklyn
118,119,Brooklyn,Brooklyn
119,120,Brooklyn,Brooklyn
120,121,Brooklyn,Brooklyn
121,122,Brooklyn,Brooklyn
122,75,Brooklyn,Queens
122,74,Brooklyn,Queens
121,73,Brooklyn,Bronx
120,123,Brooklyn,Queens
123,88,Queens,Queens
123,124,Queens,Queens
124,76,Queens,Queens
124,77,Queens,Queens
119,125,Brooklyn,Brooklyn
125,126,Brooklyn,Brooklyn
126,127,Brooklyn,Brooklyn
127,128,Brooklyn,Brooklyn
128,11,Brooklyn,Queens
128,129,Brooklyn,Brooklyn
129,130,Brooklyn,Brooklyn
130,20,Brooklyn,StatenIsland
130,131,Brooklyn,Brooklyn
131,132,Brooklyn,Brooklyn
132,9,Brooklyn,Brooklyn
132,26,Brooklyn,Bronx
131,133,Brooklyn,Brooklyn
133,134,Brooklyn,Brooklyn
134,17,Brooklyn,Brooklyn
134,18,Brooklyn,Bronx
133,135,Brooklyn,Brooklyn
135,23,Brooklyn,Brooklyn
135,22,Brooklyn,Brooklyn
129,136,Brooklyn,Brooklyn
136,137,Brooklyn,Brooklyn
137,138,Brooklyn,Bronx
138,8,Bronx,Bronx
138,139,Bronx,Bronx
139,13,Bronx,Bronx
139,16,Bronx,Bronx
137,140,Brooklyn,Brooklyn
140,141,Brooklyn,Brooklyn
141,12,Brooklyn,Bronx
141,15,Brooklyn,Brooklyn
140,142,Brooklyn,Brooklyn
142,25,Brooklyn,Manhattan
142,10,Brooklyn,Queens
136,143,Brooklyn,Brooklyn
143,144,Brooklyn,Brooklyn
144,27,Brooklyn,StatenIsland
144,28,Brooklyn,Brooklyn
143,145,Brooklyn,Brooklyn
145,14,Brooklyn,Queens
145,146,Brooklyn,Brooklyn
146,19,Brooklyn,Queens
146,21,Brooklyn,Manhattan
127,29,Brooklyn,Manhattan
126,24,Brooklyn,Queens
125,147,Brooklyn,Brooklyn
147,148,Brooklyn,Brooklyn
148,1,Brooklyn,Brooklyn
148,7,Brooklyn,Queens
147,149,Brooklyn,Brooklyn
149,150,Brooklyn,Brooklyn
150,5,Brooklyn,Manhattan
150,2,Brooklyn,Manhattan
149,151,Brooklyn,Bronx
151,3,Bronx,Bronx
151,4,Bronx,Bronx
118,152,Brooklyn,Brooklyn
152,153,Brooklyn,Queens
153,154,Queens,Queens
154,155,Queens,Queens
155,156,Queens,Queens
156,72,Queens,Queens
156,58,Queens,Queens
155,157,Queens,Queens
157,158,Queens,Queens
158,60,Queens,Queens
158,64,Queens,Queens
157,67,Queens,Queens
154,159,Queens,Queens
159,113,Queens,Bronx
159,81,Queens,Queens
153,68,Queens,Bronx
152,160,Brooklyn,Brooklyn
160,161,Brooklyn,Brooklyn
161,162,Brooklyn,Brooklyn
162,163,Brooklyn,Brooklyn
163,36,Brooklyn,Brooklyn
163,39,Brooklyn,Queens
162,164,Brooklyn,Brooklyn
164,165,Brooklyn,Bronx
165,40,Bronx,Bronx
165,38,Bronx,Bronx
164,37,Brooklyn,Queens
161,166,Brooklyn,Brooklyn
166,167,Brooklyn,Brooklyn
167,32,Brooklyn,Brooklyn
167,168,Brooklyn,Brooklyn
168,169,Brooklyn,Queens
169,33,Queens,Queens
169,34,Queens,Bronx
168,35,Brooklyn,Queens
166,170,Brooklyn,Brooklyn
170,30,Brooklyn,Queens
170,31,Brooklyn,Queens
160,171,Brooklyn,Brooklyn
171,172,Brooklyn,Brooklyn
172,173,Brooklyn,Brooklyn
173,174,Brooklyn,Brooklyn
174,45,Brooklyn,Manhattan
174,44,Brooklyn,Brooklyn
173,46,Brooklyn,Brooklyn
172,41,Brooklyn,StatenIsland
171,175,Brooklyn,Brooklyn
175,43,Brooklyn,Bronx
175,42,Brooklyn,Manhattan
117,176,Brooklyn,Brooklyn
176,177,Brooklyn,Brooklyn
177,178,Brooklyn,Brooklyn
178,114,Brooklyn,Manhattan
178,80,Brooklyn,Brooklyn
177,179,Brooklyn,Brooklyn
179,180,Brooklyn,Queens
180,62,Queens,Queens
180,66,Queens,Queens
179,181,Brooklyn,Brooklyn
181,83,Brooklyn,Brooklyn
181,82,Brooklyn,StatenIsland
176,182,Brooklyn,Brooklyn
182,183,Brooklyn,Brooklyn
183,184,Brooklyn,Brooklyn
184,53,Brooklyn,Queens
184,185,Brooklyn,Brooklyn
185,186,Brooklyn,Brooklyn
186,52,Brooklyn,Bronx
186,51,Brooklyn,Queens
185,50,Brooklyn,Brooklyn
183,187,Brooklyn,Brooklyn
187,188,Brooklyn,Brooklyn
188,99,Brooklyn,Brooklyn
188,63,Brooklyn,Queens
187,112,Brooklyn,Brooklyn
182,189,Brooklyn,Brooklyn
189,190,Brooklyn,Brooklyn
190,191,Brooklyn,Brooklyn
191,192,Brooklyn,Brooklyn
192,193,Brooklyn,Brooklyn
193,194,Brooklyn,Brooklyn
194,47,Brooklyn,Brooklyn
194,48,Brooklyn,Manhattan
193,195,Brooklyn,Brooklyn
195,92,Brooklyn,Brooklyn
195,196,Brooklyn,Brooklyn
196,102,Brooklyn,Brooklyn
196,197,Brooklyn,Brooklyn
197,86,Brooklyn,Manhattan
197,97,Brooklyn,Brooklyn
192,103,Brooklyn,Brooklyn
191,198,Brooklyn,Brooklyn
198,104,Brooklyn,Manhattan
198,199,Brooklyn,Brooklyn
199,106,Brooklyn,Brooklyn
199,105,Brooklyn,Brooklyn
190,200,Brooklyn,Brooklyn
200,55,Brooklyn,Manhattan
200,108,Brooklyn,Manhattan
189,201,Brooklyn,Queens
201,49,Queens,Queens
201,54,Queens,Queens
116,202,Brooklyn,Brooklyn
202,203,Brooklyn,Brooklyn
203,204,Brooklyn,Brooklyn
204,205,Brooklyn,Brooklyn
205,206,Brooklyn,Brooklyn
206,115,Brooklyn,Manhattan
206,89,Brooklyn,Manhattan
205,207,Brooklyn,Brooklyn
207,208,Brooklyn,Brooklyn
208,209,Brooklyn,Brooklyn
209,90,Brooklyn,Brooklyn
209,65,Brooklyn,Queens
208,98,Brooklyn,Brooklyn
207,69,Brooklyn,Queens
204,210,Brooklyn,Brooklyn
210,211,Brooklyn,Brooklyn
211,57,Brooklyn,Queens
211,212,Brooklyn,Brooklyn
212,213,Brooklyn,Brooklyn
213,85,Brooklyn,Brooklyn
213,214,Brooklyn,Brooklyn
214,215,Brooklyn,Brooklyn
215,6,Brooklyn,StatenIsland
215,109,Brooklyn,Brooklyn
214,110,Brooklyn,Bronx
212,107,Brooklyn,Brooklyn
210,216,Brooklyn,Brooklyn
216,217,Brooklyn,Queens
217,70,Queens,Queens
217,59,Queens,Queens
216,218,Brooklyn,Brooklyn
218,91,Brooklyn,Brooklyn
218,219,Brooklyn,Brooklyn
219,100,Brooklyn,Bronx
219,101,Brooklyn,Brooklyn
203,220,Brooklyn,Brooklyn
220,93,Brooklyn,Manhattan
220,221,Brooklyn,Bronx
221,222,Bronx,Bronx
222,96,Bronx,Bronx
222,94,Bronx,Bronx
221,95,Bronx,Bronx
202,223,Brooklyn,Brooklyn
223,224,Brooklyn,Brooklyn
224,84,Brooklyn,Bronx
224,71,Brooklyn,Queens
223,225,Brooklyn,Brooklyn
225,226,Brooklyn,Bronx
226,61,Bronx,Bronx
226,227,Bronx,Bronx
227,111,Bronx,Bronx
227,87,Bronx,Bronx
225,228,Brooklyn,Brooklyn
228,229,Brooklyn,Brooklyn
229,78,Brooklyn,Brooklyn
229,79,Brooklyn,Manhattan
228,56,Brooklyn,Bronx
