node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel
116,1,0.194825487024325,40.6186966994612,-73.999984314084,40.6194422551981,-73.9527982092418,0.194825487024325,0,2020.05927287364,2020.25409836066,208100000,hCoV-19/USA/NY-NYUMC208/2020
116,117,0.142458493467257,40.6186966994612,-73.999984314084,40.738357861165,-73.9240157698266,0.142458493467257,0,2020.05927287364,2020.2017313671,208100000,NA
117,118,0.000283492175538191,40.738357861165,-73.9240157698266,40.7401666293961,-73.9165716162811,0.142741985642795,0.142458493467257,2020.2017313671,2020.20201485928,208100000,NA
117,129,5.78803867069266e-05,40.738357861165,-73.9240157698266,40.7423302050368,-73.9225976024805,0.142516373853964,0.142458493467257,2020.2017313671,2020.20178924749,208100000,NA
118,119,8.19141122445077e-05,40.7401666293961,-73.9165716162811,40.7421075490108,-73.9176723321891,0.14282389975504,0.142741985642795,2020.20201485928,2020.20209677339,208100000,NA
118,124,5.55287844885288e-05,40.7401666293961,-73.9165716162811,40.7394555368951,-73.9177261265918,0.142797514427284,0.142741985642795,2020.20201485928,2020.20207038806,208100000,NA
119,120,0.00316667457055281,40.7421075490108,-73.9176723321891,40.7328336083344,-73.9160734496536,0.145990574325592,0.14282389975504,2020.20209677339,2020.20526344796,208100000,NA
119,123,5.26963915453704e-06,40.7421075490108,-73.9176723321891,40.7453512913212,-73.919355797018,0.142829169394194,0.14282389975504,2020.20209677339,2020.20210204303,208100000,NA
120,2,0.00511906569880255,40.7328336083344,-73.9160734496536,40.7267660640199,-73.8560862957384,0.151109640024395,0.145990574325592,2020.20526344796,2020.21038251366,208100000,hCoV-19/USA/NY-NYUMC922/2020
120,121,0.00524642721549617,40.7328336083344,-73.9160734496536,40.8049337152297,-73.8853024320849,0.151237001541089,0.145990574325592,2020.20526344796,2020.21050987518,208100000,NA
121,3,0.0381240046033001,40.8049337152297,-73.8853024320849,40.8299470562498,-73.9078920040658,0.189361006144389,0.151237001541089,2020.21050987518,2020.24863387978,208100000,hCoV-19/USA/NY-NYUMC199/2020
121,122,0.00588767172710808,40.8049337152297,-73.8853024320849,40.7855081751182,-73.8838462162009,0.157124673268197,0.151237001541089,2020.21050987518,2020.2163975469,208100000,NA
122,4,0.0185751306960181,40.7855081751182,-73.8838462162009,40.8177010134899,-73.8312716311785,0.175699803964215,0.157124673268197,2020.2163975469,2020.2349726776,208100000,hCoV-19/USA/NY-NYUMC825/2020
122,5,0.032236332876192,40.7855081751182,-73.8838462162009,40.6112158224671,-73.9880540187003,0.189361006144389,0.157124673268197,2020.2163975469,2020.24863387978,208100000,hCoV-19/USA/NY-NYUMC326/2020
123,7,0.027406153690084,40.7453512913212,-73.919355797018,40.6063958264454,-74.0225481950543,0.170235323084278,0.142829169394194,2020.20210204303,2020.22950819672,208100000,hCoV-19/USA/NY-NYUMC783/2020
123,6,0.030138394130166,40.7453512913212,-73.919355797018,40.7124989006906,-73.7788014686599,0.17296756352436,0.142829169394194,2020.20210204303,2020.23224043716,208100000,hCoV-19/USA/NY-NYUMC708/2020
124,8,0.0984760600270496,40.7394555368951,-73.9177261265918,40.6798998050019,-73.8487577777653,0.241273574454333,0.142797514427284,2020.20207038806,2020.30054644809,208100000,hCoV-19/USA/NY-NYUMC432/2020
124,125,4.1182419116631e-05,40.7394555368951,-73.9177261265918,40.7407765650397,-73.9155107263928,0.1428386968464,0.142797514427284,2020.20207038806,2020.20211157048,208100000,NA
125,9,0.0519867901779251,40.7407765650397,-73.9155107263928,40.6081078999332,-73.9834686626581,0.194825487024325,0.1428386968464,2020.20211157048,2020.25409836066,208100000,hCoV-19/USA/NY-NYUMC246/2020
125,126,0.00197854185198007,40.7407765650397,-73.9155107263928,40.7362656990289,-73.9165120915098,0.14481723869838,0.1428386968464,2020.20211157048,2020.20409011233,208100000,NA
126,127,0.00241081373136867,40.7362656990289,-73.9165120915098,40.7032031540348,-73.9036864165782,0.147228052429749,0.14481723869838,2020.20409011233,2020.20650092607,208100000,NA
126,10,0.0445437674460083,40.7362656990289,-73.9165120915098,40.7138627696353,-73.9329167203985,0.189361006144389,0.14481723869838,2020.20409011233,2020.24863387978,208100000,hCoV-19/USA/NY-NYUMC166/2020
127,128,0.000405044648587288,40.7032031540348,-73.9036864165782,40.6838616371097,-73.9080138601543,0.147633097078336,0.147228052429749,2020.20650092607,2020.20690597071,208100000,NA
127,11,0.00388158759464596,40.7032031540348,-73.9036864165782,40.714721240987,-73.8383279981835,0.151109640024395,0.147228052429749,2020.20650092607,2020.21038251366,208100000,hCoV-19/USA/NY-NYUMC920/2020
128,12,0.0362634281958928,40.6838616371097,-73.9080138601543,40.8918671142442,-73.8595977191749,0.183896525274229,0.147633097078336,2020.20690597071,2020.24316939891,208100000,hCoV-19/USA/NY-NYUMC524/2020
128,13,0.000744302505976652,40.6838616371097,-73.9080138601543,40.6122332252007,-73.9447225653472,0.148377399584313,0.147633097078336,2020.20690597071,2020.20765027322,208100000,hCoV-19/USA/NY-NYUMC656/2020
129,135,1.12811109647115e-05,40.7423302050368,-73.9225976024805,40.7458220114446,-73.9205777401236,0.142527654964929,0.142516373853964,2020.20178924749,2020.2018005286,208100000,NA
129,130,0.00323062027520038,40.7423302050368,-73.9225976024805,40.7083908446747,-73.9220508890376,0.145746994129164,0.142516373853964,2020.20178924749,2020.20501986777,208100000,NA
130,134,0.0064084194508397,40.7083908446747,-73.9220508890376,40.6927553754695,-73.9068124161786,0.152155413580004,0.145746994129164,2020.20501986777,2020.21142828722,208100000,NA
