node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
7,8,0.04549,-73.9159699968935,40.6736422499266,-73.9933959747951,40.66044794453,0.04549,0,2020.19767125683,2020.24316125683
7,9,0.007742964183,-73.9159699968935,40.6736422499266,-73.8802097427161,40.6761045137243,0.007742964183,0,2020.19767125683,2020.20541422101
9,11,0.00307703581699999,-73.8802097427161,40.6761045137243,-73.7832221145564,40.7121267895963,0.01082,0.007742964183,2020.20541422101,2020.20849125683
11,6,0.00189125683100001,-73.7832221145564,40.7121267895963,-73.5639201937013,40.7681554767266,0.012711256831,0.01082,2020.20849125683,2020.21038251366
9,10,0.00593586999,-73.8802097427161,40.6761045137243,-73.9553472040338,40.6423907863866,0.013678834173,0.007742964183,2020.20541422101,2020.211350091
10,4,0.004496903531,-73.9553472040338,40.6423907863866,-73.9893851202389,40.6338778330433,0.018175737704,0.013678834173,2020.211350091,2020.21584699453
8,2,8.14207668999728e-06,-73.9933959747951,40.66044794453,-73.9979595387067,40.6584644218116,0.04549814207669,0.04549,2020.24316125683,2020.2431693989
11,5,0.04014262295,-73.7832221145564,40.7121267895963,-73.9917997631656,40.6853115520524,0.05096262295,0.01082,2020.20849125683,2020.24863387978
8,1,0.01093710383,-73.9933959747951,40.66044794453,-73.8567322988475,40.7183414087346,0.05642710383,0.04549,2020.24316125683,2020.25409836066
10,3,0.05640947184,-73.9553472040338,40.6423907863866,-74.00660248471,40.6038217102203,0.070088306013,0.013678834173,2020.211350091,2020.26775956284
