trait	location	collection_date
hCoV-19/CzechRepublic/NRL_6236/2020|EPI_ISL_577623|2020-04-28|Europe	other	2020-04-28
hCoV-19/USA/MA-MGH-00645/2020|EPI_ISL_460282|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/USA/AK-PHL200/2020|EPI_ISL_437437|2020-04-12|NorthAmerica	other	2020-04-12
hCoV-19/USA/MA-MGH-00501/2020|EPI_ISL_460258|2020-03-27|NorthAmerica	other	2020-03-27
hCoV-19/USA/MA-MGH-00704/2020|EPI_ISL_460233|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/USA/MD-MDH-0037/2020|EPI_ISL_486916|2020-04-07|NorthAmerica	other	2020-04-07
hCoV-19/USA/NC_0025/2020|EPI_ISL_426428|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/USA/MA-MGH-00499/2020|EPI_ISL_460459|2020-03-27|NorthAmerica	other	2020-03-27
hCoV-19/Slovakia/SK-BMC5/2020|EPI_ISL_417879|2020-03-06|Europe	other	2020-03-06
hCoV-19/Luxembourg/LNS1586475/2020|EPI_ISL_445075|2020-05-08|Europe	other	2020-05-08
hCoV-19/France/PAC-IHU-0811/2020|EPI_ISL_568974|2020-05-06|Europe	other	2020-05-06
hCoV-19/Gambia/GC19-029/2020|EPI_ISL_428857|2020-04-20|Africa	other	2020-04-20
hCoV-19/Norway/2466/2020|EPI_ISL_471173|2020-04-21|Europe	other	2020-04-21
hCoV-19/Norway/2534/2020|EPI_ISL_471176|2020-05-04|Europe	other	2020-05-04
hCoV-19/USA/NY-NYUMC928/2020	NY-Manhattan	2020-03-18
hCoV-19/USA/MA-MGH-00642/2020|EPI_ISL_460148|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/Canada/ON-S1222/2020|EPI_ISL_586299|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/Morocco/6898/2020|EPI_ISL_459976|2020-03-16|Africa	other	2020-03-16
hCoV-19/USA/KS_4126/2020|EPI_ISL_424867|2020-03-06|NorthAmerica	other	2020-03-06
hCoV-19/USA/MA-MGH-00428/2020|EPI_ISL_460333|2020-03-06|NorthAmerica	other	2020-03-06
hCoV-19/USA/NC_0031/2020|EPI_ISL_424873|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/USA/MA-MGH-00439/2020|EPI_ISL_460434|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/USA/NC-CDC-0034/2020|EPI_ISL_452126|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/Canada/ON-OICR-SLB2791/2020|EPI_ISL_538325|2020-03-25|NorthAmerica	other	2020-03-25
hCoV-19/USA/MA-MGH-00227/2020|EPI_ISL_460309|2020-04-05|NorthAmerica	other	2020-04-05
hCoV-19/Canada/ON-S106/2020|EPI_ISL_586283|2020-03-21|NorthAmerica	other	2020-03-21
hCoV-19/USA/NY-NYUMC67/2020	NY	2020-03-18
hCoV-19/USA/WI-UW-939/2020|EPI_ISL_509939|2020-05-04|NorthAmerica	other	2020-05-04
hCoV-19/USA/NJ-NYUMC841/2020	other	2020-04-26
hCoV-19/Aruba/AW-RIVM-10115/2020|EPI_ISL_547448|2020-03-20|SouthAmerica	other	2020-03-20
hCoV-19/SouthKorea/KCDC2209/2020|EPI_ISL_510548|2020-04-13|Asia	other	2020-04-13
hCoV-19/USA/DE-DHSS-F918831/2020|EPI_ISL_574585|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/Madagascar/IP-01861/2020|EPI_ISL_508863|2020-03-22|Africa	other	2020-03-22
hCoV-19/Madagascar/IP-01650/2020|EPI_ISL_508862|2020-03-20|Africa	other	2020-03-20
hCoV-19/USA/NY-NYUMC397/2020	NY-Brooklyn	2020-04-13
hCoV-19/USA/WI-WSLH-200426/2020|EPI_ISL_578586|2020-04-24|NorthAmerica	other	2020-04-24
hCoV-19/USA/NY-NYUMC592/2020	NY-Manhattan	2020-04-01
hCoV-19/Canada/ON_QGLO-024/2020|EPI_ISL_459880|2020-03-28|NorthAmerica	other	2020-03-28
hCoV-19/Canada/ON-OICR-SLB2830/2020|EPI_ISL_538356|2020-04-03|NorthAmerica	other	2020-04-03
hCoV-19/Canada/ON-S1285/2020|EPI_ISL_586333|2020-05-08|NorthAmerica	other	2020-05-08
hCoV-19/USA/NY-NYUMC696/2020	NY	2020-03-22
hCoV-19/USA/NY-NYUMC820/2020	NY-Manhattan	2020-03-20
hCoV-19/USA/AR-UW-MAYO83/2020|EPI_ISL_490978|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/USA/MD-HP00119/2020|EPI_ISL_457812|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/VA-DCLS-0349/2020|EPI_ISL_463116|2020-05-08|NorthAmerica	other	2020-05-08
hCoV-19/USA/VA-DCLS-0577/2020|EPI_ISL_526798|2020-03-17|NorthAmerica	other	2020-03-17
hCoV-19/USA/VA-DCLS-0048/2020|EPI_ISL_426456|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/USA/VA-DCLS-0653/2020|EPI_ISL_495325|2020-04-11|NorthAmerica	other	2020-04-11
hCoV-19/Canada/NS-NML-965/2020|EPI_ISL_579591|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/USA/IN-QDX-1187/2020|EPI_ISL_571935|2020-03-16|NorthAmerica	other	2020-03-16
hCoV-19/USA/IN-CDC-2006/2020|EPI_ISL_452136|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/IN_92003/2020|EPI_ISL_426424|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/IN_82003/2020|EPI_ISL_426423|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/USA/DC-HP00006/2020|EPI_ISL_434687|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/USA/NY-NYUMC292/2020	NY-Brooklyn	2020-04-04
hCoV-19/USA/OR-PROV-108/2020|EPI_ISL_482376|2020-04-23|NorthAmerica	other	2020-04-23
hCoV-19/USA/OR-OHSU-0235/2020|EPI_ISL_509077|2020-04-04|NorthAmerica	other	2020-04-04
hCoV-19/USA/OR-PROV-120/2020|EPI_ISL_482384|2020-04-27|NorthAmerica	other	2020-04-27
hCoV-19/USA/OR-PROV-081/2020|EPI_ISL_482354|2020-04-18|NorthAmerica	other	2020-04-18
hCoV-19/USA/OR-PROV-078/2020|EPI_ISL_482351|2020-04-17|NorthAmerica	other	2020-04-17
hCoV-19/USA/ME-HETL-J0100/2020|EPI_ISL_513509|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Panama/334456/2020|EPI_ISL_496780|2020-03-20|NorthAmerica	other	2020-03-20
hCoV-19/Colombia/AMA-INS-105161/2020|EPI_ISL_526933|2020-05-03|SouthAmerica	other	2020-05-03
hCoV-19/Colombia/AMA-INS-106856/2020|EPI_ISL_526932|2020-05-07|SouthAmerica	other	2020-05-07
hCoV-19/Venezuela/VEN-95072/2020|EPI_ISL_476704|2020-04-09|SouthAmerica	other	2020-04-09
hCoV-19/USA/TX-HMH033/2020|EPI_ISL_434742|2020-03-11|NorthAmerica	other	2020-03-11
hCoV-19/USA/NY-NYUMC793/2020	NY	2020-03-26
hCoV-19/USA/NY-NYUMC418/2020	NY-StatenIsland	2020-03-30
hCoV-19/USA/NY-NYUMC245/2020	NY-Brooklyn	2020-04-03
hCoV-19/USA/OH_0019/2020|EPI_ISL_426430|2020-03-08|NorthAmerica	other	2020-03-08
hCoV-19/USA/NMDOH-2020007244/2020|EPI_ISL_542012|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/TN-CDC-8414/2020|EPI_ISL_576172|2020-03-11|NorthAmerica	other	2020-03-11
hCoV-19/Canada/BC_5306970/2020|EPI_ISL_418833|2020-03-11|NorthAmerica	other	2020-03-11
hCoV-19/USA/NY-NYUMC284/2020	NY-Brooklyn	2020-04-05
hCoV-19/USA/NY-NYUMC325/2020	NY	2020-04-01
hCoV-19/USA/NY-NYUMC333/2020	NY-Queens	2020-04-07
hCoV-19/USA/ID-UW-6365/2020|EPI_ISL_570105|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/USA/IL-UW-360/2020|EPI_ISL_450714|2020-04-18|NorthAmerica	other	2020-04-18
hCoV-19/USA/IL-UW-364/2020|EPI_ISL_450718|2020-04-16|NorthAmerica	other	2020-04-16
hCoV-19/Canada/NB_252/2020|EPI_ISL_481749|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/USA/NY-NYUMC771/2020	NY	2020-03-27
hCoV-19/USA/NY-NYUMC244/2020	NY-Manhattan	2020-04-03
hCoV-19/USA/NY-NYUMC683/2020	NY-Queens	2020-04-03
hCoV-19/Canada/MB_80/2020|EPI_ISL_482484|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/USA/NJ-QDX-123/2020|EPI_ISL_467874|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/USA/NY-NYUMC182/2020	NY-Manhattan	2020-04-01
hCoV-19/USA/NY-NYUMC177/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/UT-02577/2020|EPI_ISL_487221|2020-04-25|NorthAmerica	other	2020-04-25
hCoV-19/USA/NY-NYUMC429/2020	NY	2020-04-15
hCoV-19/USA/NY-NYUMC476/2020	NY	2020-04-21
hCoV-19/USA/NY-NYUMC313/2020	NY	2020-03-30
hCoV-19/USA/OH-QDX-1190/2020|EPI_ISL_572032|2020-03-16|NorthAmerica	other	2020-03-16
hCoV-19/Serbia/CA3002-04/2020|EPI_ISL_455480|2020-04-07|Europe	other	2020-04-07
hCoV-19/CostaRica/CRV-0024/2020|EPI_ISL_480328|2020-04-06|NorthAmerica	other	2020-04-06
hCoV-19/USA/CT-UW-6758/2020|EPI_ISL_570141|2020-04-09|NorthAmerica	other	2020-04-09
hCoV-19/USA/NY-NYUMC357/2020	NY-Brooklyn	2020-04-09
hCoV-19/USA/NY-NYUMC363/2020	NY-Brooklyn	2020-04-08
hCoV-19/USA/NY-NYUMC51/2020	NY-Bronx	2020-03-18
hCoV-19/USA/OK-QDX-770/2020|EPI_ISL_571553|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/MO-QDX-531/2020|EPI_ISL_571383|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/ME-HETL-J0081/2020|EPI_ISL_513492|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/TN-QDX-1063/2020|EPI_ISL_571900|2020-03-19|NorthAmerica	other	2020-03-19
hCoV-19/USA/OK-QDX-772/2020|EPI_ISL_571555|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/Mexico/BCN-ALSR-1486/2020|EPI_ISL_496350|2020-04-28|NorthAmerica	other	2020-04-28
hCoV-19/USA/CA-ALSR-0502-SAN/2020|EPI_ISL_483186|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/USA/NY-NYUMC900/2020	NY-Brooklyn	2020-04-25
hCoV-19/USA/NY-NYUMC622/2020	NY-Manhattan	2020-04-02
hCoV-19/USA/NY-NYUMC834/2020	NY-Manhattan	2020-04-25
hCoV-19/USA/NY-NYUMC332/2020	NY-Brooklyn	2020-04-08
hCoV-19/USA/NY-NYUMC251/2020	NY-Queens	2020-04-03
hCoV-19/USA/NY-NYUMC317/2020	NY-Brooklyn	2020-03-30
hCoV-19/USA/NY-NYUMC339/2020	NY-Brooklyn	2020-04-08
hCoV-19/USA/LA-EVTL07/2020|EPI_ISL_435040|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/USA/NY-NYUMC759/2020	NY-Brooklyn	2020-03-20
hCoV-19/USA/PA-MGEL137/2020|EPI_ISL_454401|2020-04-05|NorthAmerica	other	2020-04-05
hCoV-19/Canada/NL_82/2020|EPI_ISL_469224|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/NewZealand/20VR1779/2020|EPI_ISL_456248|2020-03-26|Oceania	other	2020-03-26
hCoV-19/USA/NY-NYUMC169/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC881/2020	NY	2020-03-18
hCoV-19/USA/OH_0020/2020|EPI_ISL_426431|2020-03-07|NorthAmerica	other	2020-03-07
hCoV-19/Lebanon/S1_758/2020|EPI_ISL_450508|2020-03-04|Asia	other	2020-03-04
hCoV-19/USA/TN-CDC-8411/2020|EPI_ISL_576175|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/TN-CDC-8412/2020|EPI_ISL_576176|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/USA/NY-NYUMC156/2020	NY-Bronx	2020-04-01
hCoV-19/USA/NM-UNM-00002/2020|EPI_ISL_467588|2020-03-12|NorthAmerica	other	2020-03-12
hCoV-19/USA/NM-UNM-00112/2020|EPI_ISL_467551|2020-04-02|NorthAmerica	other	2020-04-02
hCoV-19/USA/NM-UNM-00101/2020|EPI_ISL_467546|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/USA/WA-S1199/2020|EPI_ISL_463689|2020-05-06|NorthAmerica	other	2020-05-06
hCoV-19/USA/OR-OHSU-0308/2020|EPI_ISL_509099|2020-05-09|NorthAmerica	other	2020-05-09
hCoV-19/USA/WA-S1053/2020|EPI_ISL_463543|2020-05-01|NorthAmerica	other	2020-05-01
hCoV-19/USA/NY-NYUMC915/2020	NY-Manhattan	2020-05-08
hCoV-19/USA/NY-NYUMC3/2020	other	2020-03-16
hCoV-19/USA/NY-NYUMC645/2020	NY-Brooklyn	2020-04-02
hCoV-19/USA/NJ-NYUMC378/2020	other	2020-04-10
hCoV-19/USA/NY-NYUMC174/2020	NY	2020-04-01
hCoV-19/USA/GA-QDX-175/2020|EPI_ISL_494510|2020-04-28|NorthAmerica	other	2020-04-28
hCoV-19/USA/NY-NYUMC81/2020	NY-Brooklyn	2020-03-18
hCoV-19/USA/OK-QDX-771/2020|EPI_ISL_571554|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/NY-NYUMC690/2020	NY-Brooklyn	2020-03-26
hCoV-19/USA/NY-NYUMC215/2020	NY-Brooklyn	2020-04-03
hCoV-19/Nigeria/KW017-CV24/2020|EPI_ISL_455362|2020-04-10|Africa	other	2020-04-10
hCoV-19/USA/NY-NYUMC235/2020	NY-Brooklyn	2020-04-06
hCoV-19/USA/NY-NYUMC737/2020	NY	2020-03-21
hCoV-19/USA/NY-NYUMC756/2020	NY-Brooklyn	2020-03-20
hCoV-19/USA/NY-NYUMC714/2020	NY	2020-03-22
hCoV-19/Morocco/6891/2020|EPI_ISL_459969|2020-03-20|Africa	other	2020-03-20
hCoV-19/USA/NY-NYUMC232/2020	NY-Queens	2020-04-06
hCoV-19/USA/NY-NYUMC425/2020	NY-Queens	2020-04-20
hCoV-19/USA/NY-NYUMC444/2020	NY-Brooklyn	2020-04-15
hCoV-19/USA/AZ-TG273316/2020|EPI_ISL_426568|2020-04-02|NorthAmerica	other	2020-04-02
hCoV-19/USA/AZ-TG273304/2020|EPI_ISL_426564|2020-04-01|NorthAmerica	other	2020-04-01
hCoV-19/USA/NY-NYUMC837/2020	NY	2020-04-21
hCoV-19/USA/AZ-TG271896/2020|EPI_ISL_426551|2020-03-27|NorthAmerica	other	2020-03-27
hCoV-19/USA/AZ-TG273318/2020|EPI_ISL_426569|2020-04-02|NorthAmerica	other	2020-04-02
hCoV-19/USA/NY-NYUMC190/2020	NY-Queens	2020-04-01
hCoV-19/USA/NY-NYUMC316/2020	NY-Manhattan	2020-03-30
hCoV-19/USA/NY-NYUMC140/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC508/2020	NY-Queens	2020-03-30
hCoV-19/Morocco/RMPS-02/2020|EPI_ISL_469049|2020-03-30|Africa	other	2020-03-30
hCoV-19/USA/TX-HMH-709/2020|EPI_ISL_546495|2020-04-15|NorthAmerica	other	2020-04-15
hCoV-19/USA/IA-UW-121/2020|EPI_ISL_427428|2020-04-11|NorthAmerica	other	2020-04-11
hCoV-19/USA/NY-NYUMC438/2020	NY	2020-04-15
hCoV-19/USA/NY-NYUMC431/2020	NY	2020-04-07
hCoV-19/USA/NY-NYUMC458/2020	NY	2020-04-20
hCoV-19/USA/NY-MSK-10B/2020|EPI_ISL_583465|2020-05-02|NorthAmerica	other	2020-05-02
hCoV-19/SaudiArabia/KAUST-Makkah163/2020|EPI_ISL_437697|2020-04-06|Asia	other	2020-04-06
hCoV-19/USA/NY-NYUMC270/2020	NY-Brooklyn	2020-04-06
hCoV-19/Peru/LIM-INS-030/2020|EPI_ISL_491434|2020-04-23|SouthAmerica	other	2020-04-23
hCoV-19/Egypt/CUNCI-HGC015/2020|EPI_ISL_468056|2020-05-02|Africa	other	2020-05-02
hCoV-19/USA/NY-NYUMC159/2020	NY-Queens	2020-04-01
hCoV-19/USA/NY-NYUMC200/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC181/2020	NY-Queens	2020-04-01
hCoV-19/USA/NY-NYUMC255/2020	NY-Brooklyn	2020-04-05
hCoV-19/USA/NY-NYUMC408/2020	NY	2020-03-30
hCoV-19/USA/NV-QDX-540/2020|EPI_ISL_571392|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/SaudiArabia/656/2020|EPI_ISL_490010|2020-02-26|Asia	other	2020-02-26
hCoV-19/SaudiArabia/627/2020|EPI_ISL_490008|2020-02-23|Asia	other	2020-02-23
hCoV-19/Egypt/MASRI-014/2020|EPI_ISL_482765|2020-04-30|Africa	other	2020-04-30
hCoV-19/Egypt/NRC-03/2020|EPI_ISL_430819|2020-03-18|Africa	other	2020-03-18
hCoV-19/SaudiArabia/KAUST-MADINAH516/2020|EPI_ISL_513165|2020-04-05|Asia	other	2020-04-05
hCoV-19/Indonesia/JI-ITD-7061V/2020|EPI_ISL_529966|2020-05-05|Asia	other	2020-05-05
hCoV-19/SaudiArabia/671/2020|EPI_ISL_490011|2020-02-27|Asia	other	2020-02-27
hCoV-19/USA/TX-HMH011/2020|EPI_ISL_434722|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/USA/NY-NYUMC91/2020	NY-Queens	2020-03-18
hCoV-19/USA/WI-WSLH-200148/2020|EPI_ISL_578375|2020-03-13|NorthAmerica	other	2020-03-13
hCoV-19/USA/VA-DCLS-0467/2020|EPI_ISL_526775|2020-05-06|NorthAmerica	other	2020-05-06
hCoV-19/Turkey/GLAB-CoV196/2020|EPI_ISL_480280|2020-05-06|Europe	other	2020-05-06
hCoV-19/Latvia/05/2020|EPI_ISL_426285|2020-03-30|Europe	other	2020-03-30
hCoV-19/Turkey/GLAB-CoV153/2020|EPI_ISL_480252|2020-05-02|Europe	other	2020-05-02
hCoV-19/Egypt/NRC-01/2020|EPI_ISL_430820|2020-03-18|Africa	other	2020-03-18
hCoV-19/DominicanRepublic/ICGEB_UNIBE258/2020|EPI_ISL_523812|2020-03-04|NorthAmerica	other	2020-03-04
hCoV-19/France/BRE-1623/2020|EPI_ISL_418219|2020-02-26|Europe	other	2020-02-26
hCoV-19/USA/NY-NYUMC321/2020	NY-Manhattan	2020-03-30
hCoV-19/Canada/QC_AN8/2020|EPI_ISL_515221|2020-04-16|NorthAmerica	other	2020-04-16
hCoV-19/France/ARA-05288/2020|EPI_ISL_508933|2020-02-28|Europe	other	2020-02-28
hCoV-19/Chile/Santiago-05015/2020|EPI_ISL_468751|2020-04-29|SouthAmerica	other	2020-04-29
hCoV-19/Israel/130710159/2020|EPI_ISL_447464|2020-04-15|Asia	other	2020-04-15
hCoV-19/USA/GA-EHC-083E/2020|EPI_ISL_454690|2020-03-09|NorthAmerica	other	2020-03-09
hCoV-19/France/ARA-07910/2020|EPI_ISL_508873|2020-03-12|Europe	other	2020-03-12
hCoV-19/USA/IL-NM024/2020|EPI_ISL_444534|2020-03-14|NorthAmerica	other	2020-03-14
hCoV-19/Guatemala/CDC-1229/2020|EPI_ISL_509710|2020-03-15|NorthAmerica	other	2020-03-15
hCoV-19/Canada/QC-LSPQ-L00227528/2020|EPI_ISL_535864|2020-03-19|NorthAmerica	other	2020-03-19
hCoV-19/USA/MO-QDX-530/2020|EPI_ISL_571382|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/NM-UNM-00551/2020|EPI_ISL_542972|2020-05-09|NorthAmerica	other	2020-05-09
hCoV-19/Poland/1104795/2020|EPI_ISL_428232|2020-03-18|Europe	other	2020-03-18
hCoV-19/USA/NY-NYUMC280/2020	NY-Brooklyn	2020-04-05
hCoV-19/USA/NY-NYUMC911/2020	NY-Brooklyn	2020-05-07
hCoV-19/USA/NY-NYUMC267/2020	NY-Brooklyn	2020-04-06
hCoV-19/USA/NY-NYUMC276/2020	NY-Brooklyn	2020-04-06
hCoV-19/USA/NY-NYUMC819/2020	NY	2020-03-27
hCoV-19/SaudiArabia/KAUST-Madinah272/2020|EPI_ISL_437753|2020-03-30|Asia	other	2020-03-30
hCoV-19/USA/NY-NYUMC326/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC446/2020	NY-Brooklyn	2020-04-14
hCoV-19/USA/NY-NYUMC656/2020	NY-Brooklyn	2020-03-17
hCoV-19/USA/NY-NYUMC18/2020	NY-Brooklyn	2020-03-17
hCoV-19/USA/ID-UW-6377/2020|EPI_ISL_570108|2020-04-02|NorthAmerica	other	2020-04-02
hCoV-19/USA/NY-NYUMC591/2020	NY-Bronx	2020-04-01
hCoV-19/USA/DC-HP00117/2020|EPI_ISL_457810|2020-03-28|NorthAmerica	other	2020-03-28
hCoV-19/USA/NY-NYUMC384/2020	NY-Brooklyn	2020-04-09
hCoV-19/USA/FL-BPHL-0209/2020|EPI_ISL_480860|2020-04-19|NorthAmerica	other	2020-04-19
hCoV-19/USA/NY-NYUMC544/2020	NY-Brooklyn	2020-03-30
hCoV-19/USA/NY-NYUMC44/2020	NY-Manhattan	2020-03-18
hCoV-19/USA/NY-NYUMC721/2020	NY-Queens	2020-03-21
hCoV-19/USA/NY-NYUMC72/2020	NY-Queens	2020-03-18
hCoV-19/USA/NY-PV09151/2020|EPI_ISL_422519|2020-03-22|NorthAmerica	other	2020-03-22
hCoV-19/USA/NY-NYUMC766/2020	NY-Brooklyn	2020-03-27
hCoV-19/USA/NY-NYUMC124/2020	NY	2020-04-01
hCoV-19/USA/NY-NYUMC626/2020	NY	2020-04-02
hCoV-19/USA/NY-NYUMC123/2020	NY	2020-04-01
hCoV-19/USA/FL-BPHL-0491/2020|EPI_ISL_495397|2020-03-26|NorthAmerica	other	2020-03-26
hCoV-19/USA/NY-NYUMC173/2020	NY-StatenIsland	2020-04-01
hCoV-19/USA/NY-NYUMC595/2020	NY-Brooklyn	2020-04-02
hCoV-19/USA/NY-NYUMC691/2020	NY	2020-03-21
hCoV-19/USA/WY-WYPHL-20011656/2020|EPI_ISL_540422|2020-05-01|NorthAmerica	other	2020-05-01
hCoV-19/USA/ID-UW-4400/2020|EPI_ISL_426070|2020-03-28|NorthAmerica	other	2020-03-28
hCoV-19/France/IDF-CIBU200107/2020|EPI_ISL_437689|2020-02-27|Europe	other	2020-02-27
hCoV-19/USA/WA-S766/2020|EPI_ISL_449936|2020-04-14|NorthAmerica	other	2020-04-14
hCoV-19/Algeria/G0638_2264/2020|EPI_ISL_418241|2020-03-02|Africa	other	2020-03-02
hCoV-19/Algeria/G0640_2265/2020|EPI_ISL_418242|2020-03-08|Africa	other	2020-03-08
hCoV-19/Algeria/G0860_2262/2020|EPI_ISL_420037|2020-03-02|Africa	other	2020-03-02
hCoV-19/USA/PA-MGEL63/2020|EPI_ISL_454354|2020-03-30|NorthAmerica	other	2020-03-30
hCoV-19/USA/MN-MDH-1770/2020|EPI_ISL_590774|2020-04-11|NorthAmerica	other	2020-04-11
hCoV-19/Benin/260/2020|EPI_ISL_476823|2020-03-17|Africa	other	2020-03-17
hCoV-19/Belgium/UGent-116/2020|EPI_ISL_475076|2020-03-23|Europe	other	2020-03-23
hCoV-19/USA/MI-MDHHS-SC20957/2020|EPI_ISL_507746|2020-03-23|NorthAmerica	other	2020-03-23
hCoV-19/Belgium/DJMG-0325156/2020|EPI_ISL_420413|2020-03-25|Europe	other	2020-03-25
hCoV-19/Senegal/6839/2020|EPI_ISL_486867|2020-04-23|Africa	other	2020-04-23
hCoV-19/Belgium/rega-0411458/2020|EPI_ISL_476968|2020-04-11|Europe	other	2020-04-11
hCoV-19/Gabon/ITM-K028/2020|EPI_ISL_539576|2020-03-27|Africa	other	2020-03-27
hCoV-19/USA/NY-NYUMC558/2020	NY	2020-03-30
hCoV-19/USA/NY-NYUMC904/2020	NY-Bronx	2020-04-27
hCoV-19/USA/NY-NYUMC697/2020	NY	2020-03-26
hCoV-19/USA/NY-NYUMC144/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC97/2020	NY-Brooklyn	2020-03-18
hCoV-19/USA/NY-NYUMC799/2020	NY	2020-03-27
hCoV-19/USA/NY-NYUMC655/2020	NY-Brooklyn	2020-04-10
hCoV-19/USA/NY-NYUMC763/2020	NY-Brooklyn	2020-03-20
hCoV-19/USA/NY-NYUMC734/2020	NY-Brooklyn	2020-03-26
hCoV-19/USA/NY-NYUMC149/2020	NY-Brooklyn	2020-04-01
hCoV-19/USA/NY-NYUMC340/2020	NY-Brooklyn	2020-04-07
hCoV-19/USA/NY-NYUMC810/2020	NY-Brooklyn	2020-03-25
hCoV-19/USA/NY-NYUMC531/2020	NY-Brooklyn	2020-03-29
hCoV-19/USA/NY-NYUMC151/2020	NY-Manhattan	2020-04-01
hCoV-19/USA/NY-NYUMC49/2020	NY-Queens	2020-03-18
hCoV-19/USA/NY-NYUMC231/2020	NY-StatenIsland	2020-04-06
hCoV-19/USA/NY-NYUMC136/2020	NY-Queens	2020-04-01
hCoV-19/USA/NY-NYUMC774/2020	NY-Queens	2020-03-27
hCoV-19/USA/CT-UW-3129/2020|EPI_ISL_500500|2020-03-27|NorthAmerica	other	2020-03-27
hCoV-19/USA/NY-NYUMC784/2020	NY	2020-03-27
hCoV-19/USA/NY-NYUMC113/2020	NY-Brooklyn	2020-03-18
hCoV-19/USA/NY-NYUMC879/2020	NY	2020-03-18
hCoV-19/USA/NY-NYUMC115/2020	NY-Brooklyn	2020-03-18
hCoV-19/USA/NY-NYUMC104/2020	NY-Brooklyn	2020-03-18
hCoV-19/USA/NY-NYUMC665/2020	NY	2020-03-18
hCoV-19/USA/NY-NYUMC105/2020	NY	2020-03-18
hCoV-19/Canada/QC-LSPQ-L00226861/2020|EPI_ISL_535852|2020-03-18|NorthAmerica	other	2020-03-18
hCoV-19/USA/NY-NYUMC92/2020	NY-Bronx	2020-03-18
hCoV-19/Kazakhstan/38716/2020|EPI_ISL_454575|2020-05-09|Asia	other	2020-05-09
hCoV-19/Kazakhstan/33496/2020|EPI_ISL_454585|2020-05-04|Asia	other	2020-05-04
hCoV-19/USA/NY-NYUMC463/2020	NY	2020-04-16
hCoV-19/USA/NY-NYUMC427/2020	NY-Manhattan	2020-04-16
hCoV-19/USA/NY-NYUMC129/2020	NY	2020-04-01
hCoV-19/USA/NY-NYUMC142/2020	NY-Manhattan	2020-04-01
hCoV-19/USA/NY-NYUMC184/2020	NY-Queens	2020-04-01
hCoV-19/USA/NY-NYUMC762/2020	NY-Brooklyn	2020-03-20
hCoV-19/USA/NY-NYUMC741/2020	NY	2020-03-20
hCoV-19/USA/NC-QDX-171/2020|EPI_ISL_494523|2020-04-27|NorthAmerica	other	2020-04-27
hCoV-19/USA/NC-QDX-173/2020|EPI_ISL_494525|2020-04-27|NorthAmerica	other	2020-04-27
hCoV-19/USA/NY-NYUMC434/2020	NY-Brooklyn	2020-04-15
hCoV-19/USA/NY-NYUMC482/2020	NY	2020-04-24
