extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
09/05/2020,09/04/2020,87,1,0,0
09/05/2020,08/03/2020,18414,294,21,1
09/05/2020,04/27/2020,10302,2297,423,115
09/05/2020,03/23/2020,5652,3691,1244,391
09/05/2020,06/19/2020,16277,322,21,3
09/05/2020,05/11/2020,13574,1279,158,39
09/05/2020,03/10/2020,457,91,41,10
09/05/2020,08/28/2020,16071,171,13,0
09/05/2020,05/23/2020,9668,546,49,10
09/05/2020,06/25/2020,17491,262,27,2
09/05/2020,07/01/2020,19378,383,28,3
09/05/2020,05/27/2020,16423,735,66,16
09/05/2020,04/11/2020,6939,3684,1103,399
09/05/2020,02/26/2020,1,0,1,0
09/05/2020,06/09/2020,16446,385,36,5
09/05/2020,06/18/2020,17798,345,32,2
09/05/2020,09/02/2020,10106,83,5,0
09/05/2020,06/17/2020,17808,342,33,8
09/05/2020,05/19/2020,16422,1090,106,29
09/05/2020,03/22/2020,4414,2690,945,287
09/05/2020,04/08/2020,10205,5593,1746,714
09/05/2020,03/16/2020,4951,2268,516,127
09/05/2020,07/17/2020,18024,366,34,7
09/05/2020,08/20/2020,17648,171,20,0
09/05/2020,03/24/2020,7208,4634,1466,523
09/05/2020,05/18/2020,16436,976,80,21
09/05/2020,03/18/2020,6312,3205,738,202
09/05/2020,03/02/2020,5,0,3,0
09/05/2020,06/05/2020,14504,401,55,8
09/05/2020,06/10/2020,15112,331,32,5
09/05/2020,06/20/2020,10243,178,11,2
09/05/2020,07/10/2020,15016,286,23,1
09/05/2020,05/01/2020,10256,1914,293,79
09/05/2020,06/12/2020,15641,355,51,9
09/05/2020,08/04/2020,11285,152,12,1
09/05/2020,05/21/2020,19714,1309,91,19
09/05/2020,07/12/2020,8413,208,16,3
09/05/2020,08/26/2020,16858,203,18,3
09/05/2020,03/25/2020,7615,4981,1588,535
09/05/2020,08/12/2020,15804,251,16,2
09/05/2020,04/15/2020,9887,3878,990,350
09/05/2020,05/14/2020,14233,1200,110,34
09/05/2020,05/08/2020,10325,1121,164,31
09/05/2020,06/07/2020,7117,195,32,2
09/05/2020,04/02/2020,9402,5813,1903,717
09/05/2020,08/18/2020,19210,222,18,0
09/05/2020,06/06/2020,8639,251,31,6
09/05/2020,05/02/2020,5882,1072,192,51
09/05/2020,07/09/2020,17959,351,35,5
09/05/2020,05/07/2020,11241,1312,174,49
09/05/2020,04/25/2020,6150,1604,326,89
09/05/2020,07/14/2020,19162,366,31,2
09/05/2020,03/21/2020,4766,2724,834,273
09/05/2020,07/26/2020,6307,118,18,0
09/05/2020,06/13/2020,9143,190,28,2
09/05/2020,07/08/2020,19790,378,26,4
09/05/2020,03/05/2020,63,5,25,1
09/05/2020,07/16/2020,18533,362,24,1
09/05/2020,08/13/2020,15356,213,18,1
09/05/2020,05/20/2020,20528,1298,88,19
09/05/2020,08/21/2020,17330,189,20,1
09/05/2020,05/24/2020,9700,517,69,8
09/05/2020,05/28/2020,15601,590,67,8
09/05/2020,05/03/2020,4604,781,161,41
09/05/2020,08/08/2020,8296,123,19,1
09/05/2020,08/09/2020,6799,105,11,1
09/05/2020,05/29/2020,15015,567,55,11
09/05/2020,08/27/2020,15234,193,15,1
09/05/2020,05/26/2020,21303,1079,81,23
09/05/2020,06/03/2020,15073,545,60,18
09/05/2020,07/05/2020,8161,137,16,2
09/05/2020,08/14/2020,15831,219,27,2
09/05/2020,05/12/2020,15041,1320,135,31
09/05/2020,07/19/2020,7356,158,26,5
09/05/2020,03/19/2020,7749,3946,917,266
09/05/2020,05/31/2020,6932,246,38,11
09/05/2020,05/30/2020,8360,338,38,3
09/05/2020,04/04/2020,6264,3857,1441,552
09/05/2020,04/18/2020,6565,2205,599,190
09/05/2020,04/16/2020,9554,3546,857,295
09/06/2020,06/09/2020,16447,385,36,5
09/06/2020,04/09/2020,9249,5066,1503,587
09/06/2020,07/23/2020,15677,255,19,0
09/06/2020,04/21/2020,9764,3076,627,235
09/06/2020,05/13/2020,15214,1427,133,41
09/06/2020,05/22/2020,20058,1263,82,16
09/06/2020,03/25/2020,7615,4981,1588,535
09/06/2020,06/06/2020,8639,252,31,6
09/06/2020,05/12/2020,15041,1320,135,31
09/06/2020,02/02/2020,2,0,2,0
09/06/2020,03/26/2020,7321,5129,1757,628
09/06/2020,05/19/2020,16422,1090,106,29
09/06/2020,03/11/2020,796,193,76,27
09/06/2020,05/28/2020,15601,590,67,8
09/06/2020,07/31/2020,15460,200,21,2
09/06/2020,06/10/2020,15111,331,32,5
09/06/2020,03/23/2020,5652,3691,1244,392
09/06/2020,05/08/2020,10325,1121,164,31
09/06/2020,07/22/2020,16102,274,23,1
09/06/2020,05/02/2020,5882,1072,192,51
09/06/2020,03/31/2020,7959,5522,1914,788
09/06/2020,03/07/2020,67,12,12,3
09/06/2020,08/13/2020,15357,214,18,1
09/06/2020,08/03/2020,18431,296,21,1
09/06/2020,04/08/2020,10205,5593,1746,715
09/06/2020,06/07/2020,7117,195,32,2
09/06/2020,04/02/2020,9402,5813,1903,717
09/06/2020,06/03/2020,15073,545,60,18
09/06/2020,05/14/2020,14233,1200,110,34
09/06/2020,08/17/2020,20051,244,19,1
09/06/2020,07/04/2020,5324,108,12,1
09/06/2020,08/22/2020,8021,107,12,1
09/06/2020,08/30/2020,6284,120,9,0
09/06/2020,08/14/2020,15832,220,27,2
09/06/2020,07/29/2020,15687,249,18,1
09/06/2020,03/08/2020,110,28,22,4
09/06/2020,06/11/2020,13753,300,43,6
09/06/2020,04/13/2020,6730,3298,1214,445
09/06/2020,07/07/2020,20016,418,39,5
09/06/2020,03/04/2020,32,6,16,2
09/06/2020,08/04/2020,11286,152,12,1
09/06/2020,05/05/2020,11259,1559,192,62
09/06/2020,04/07/2020,10589,6016,1796,731
09/06/2020,03/30/2020,8568,6123,2011,773
09/06/2020,08/29/2020,7389,71,5,0
09/06/2020,08/16/2020,6633,105,12,0
09/06/2020,06/17/2020,17808,343,33,8
09/06/2020,04/26/2020,4372,997,301,96
09/06/2020,03/16/2020,4951,2268,516,127
09/06/2020,06/05/2020,14504,401,56,8
09/06/2020,03/02/2020,5,0,3,0
09/06/2020,06/15/2020,18847,325,47,4
09/06/2020,07/30/2020,15499,219,23,1
09/06/2020,08/31/2020,20073,189,19,0
09/06/2020,04/10/2020,7828,4469,1359,525
09/06/2020,03/13/2020,2164,695,214,54
09/06/2020,03/09/2020,398,76,33,15
09/06/2020,04/14/2020,9425,4163,1171,393
09/06/2020,03/12/2020,1574,405,103,34
09/06/2020,06/29/2020,21889,428,29,9
09/06/2020,06/19/2020,16278,322,21,3
09/06/2020,04/28/2020,11939,2726,376,119
09/06/2020,03/24/2020,7208,4634,1466,523
09/06/2020,08/19/2020,17685,211,21,1
09/06/2020,03/17/2020,5529,2601,574,159
09/06/2020,05/04/2020,11059,1575,197,71
09/06/2020,02/05/2020,1,0,1,0
09/06/2020,08/26/2020,16863,203,18,3
09/06/2020,08/07/2020,15337,202,16,2
09/06/2020,04/15/2020,9887,3879,990,350
09/06/2020,02/08/2020,1,0,1,0
09/06/2020,06/16/2020,18541,390,52,5
09/06/2020,07/05/2020,8161,138,16,2
09/06/2020,06/13/2020,9143,190,28,2
09/06/2020,09/01/2020,17262,139,9,0
09/06/2020,03/19/2020,7749,3946,917,266
09/06/2020,05/16/2020,6674,460,64,8
09/06/2020,08/28/2020,16115,172,13,0
09/06/2020,07/19/2020,7356,158,26,5
09/06/2020,07/11/2020,9851,232,28,2
09/06/2020,03/27/2020,7455,5173,1760,638
09/06/2020,08/27/2020,15266,197,16,1
09/06/2020,07/18/2020,9442,188,21,3
09/06/2020,08/11/2020,16307,201,18,0
09/06/2020,07/08/2020,19790,378,26,4
09/06/2020,06/14/2020,7680,145,25,0
09/06/2020,03/22/2020,4414,2690,945,287
09/06/2020,08/08/2020,8296,123,19,1
09/06/2020,05/18/2020,16436,976,80,21
09/06/2020,03/28/2020,4746,3509,1456,558
09/06/2020,05/31/2020,6932,246,38,11
09/06/2020,06/02/2020,15689,556,52,11
09/06/2020,04/05/2020,6351,3799,1420,544
09/06/2020,03/21/2020,4766,2724,834,273
09/06/2020,05/20/2020,20528,1299,88,19
09/06/2020,05/01/2020,10256,1914,293,79
09/06/2020,07/16/2020,18532,362,24,1
09/06/2020,03/01/2020,2,0,0,0
09/06/2020,07/21/2020,18002,279,15,1
09/06/2020,06/12/2020,15641,355,51,9
09/06/2020,04/03/2020,9573,5736,1883,742
09/06/2020,03/15/2020,2360,1114,313,96
09/06/2020,06/04/2020,14730,486,52,7
09/06/2020,05/07/2020,11242,1313,174,49
09/06/2020,06/30/2020,20651,433,40,7
09/06/2020,08/18/2020,19215,223,19,0
09/06/2020,07/01/2020,19378,383,29,3
09/06/2020,08/09/2020,6800,105,11,1
09/06/2020,05/24/2020,9700,518,69,8
09/06/2020,05/21/2020,19714,1311,91,19
09/06/2020,06/08/2020,17813,416,37,2
09/06/2020,09/03/2020,10933,69,9,0
09/06/2020,04/20/2020,11448,3795,712,243
09/06/2020,07/09/2020,17958,351,36,5
09/06/2020,07/24/2020,14568,250,30,1
09/06/2020,05/30/2020,8360,338,39,3
09/06/2020,04/16/2020,9554,3546,857,295
09/06/2020,05/10/2020,4428,455,97,29
09/06/2020,07/06/2020,20641,428,51,3
09/06/2020,05/09/2020,5337,646,113,29
09/06/2020,07/13/2020,21387,434,35,3
09/06/2020,06/23/2020,19114,356,23,2
09/06/2020,08/20/2020,17652,171,20,0
09/06/2020,08/23/2020,7026,111,7,1
09/06/2020,08/02/2020,6519,109,19,3
09/06/2020,07/15/2020,19579,359,24,1
09/06/2020,06/20/2020,10243,178,11,2
09/06/2020,06/21/2020,7687,168,34,3
09/06/2020,04/25/2020,6150,1604,326,89
09/06/2020,06/18/2020,17798,346,32,2
09/06/2020,03/14/2020,1707,696,237,67
09/06/2020,06/01/2020,16908,640,59,12
09/06/2020,06/22/2020,19126,371,38,3
09/06/2020,04/06/2020,10957,6394,1981,797
09/06/2020,04/30/2020,10716,2070,294,106
09/06/2020,04/23/2020,10005,2827,496,165
09/06/2020,05/11/2020,13574,1279,158,40
09/06/2020,06/25/2020,17492,263,27,2
09/06/2020,08/24/2020,19756,192,12,0
09/06/2020,05/15/2020,11774,918,120,26
09/06/2020,05/17/2020,6041,348,58,9
09/06/2020,08/12/2020,15805,252,16,2
09/06/2020,08/05/2020,15499,228,22,0
09/06/2020,07/17/2020,18024,366,34,7
09/06/2020,06/27/2020,10731,232,33,3
09/06/2020,03/20/2020,7806,4198,995,279
09/06/2020,04/19/2020,6728,2340,555,176
09/06/2020,02/26/2020,1,0,1,0
09/06/2020,04/18/2020,6565,2205,599,190
09/06/2020,03/05/2020,63,5,25,1
09/06/2020,05/29/2020,15015,566,55,11
09/06/2020,03/18/2020,6312,3205,738,202
09/06/2020,07/03/2020,11680,222,26,3
09/06/2020,09/02/2020,15558,98,10,1
09/06/2020,07/20/2020,18751,331,33,2
09/06/2020,05/26/2020,21303,1080,81,23
09/06/2020,07/10/2020,15016,286,23,1
09/06/2020,03/29/2020,4910,3575,1502,516
09/06/2020,07/27/2020,17478,260,21,6
09/06/2020,06/26/2020,18068,269,29,2
09/06/2020,07/14/2020,19162,366,31,2
09/06/2020,02/04/2020,1,0,0,0
09/06/2020,08/15/2020,8584,122,18,2
09/06/2020,05/27/2020,16422,734,66,16
09/06/2020,07/26/2020,6307,118,18,0
09/06/2020,05/06/2020,11683,1440,174,57
09/06/2020,03/06/2020,82,14,14,2
09/06/2020,04/22/2020,11369,3480,584,186
09/06/2020,04/24/2020,9587,2534,511,174
09/06/2020,04/01/2020,8474,5510,1745,747
09/06/2020,07/12/2020,8413,209,16,3
09/06/2020,09/05/2020,82,1,0,0
09/06/2020,04/11/2020,6939,3684,1103,399
09/06/2020,02/29/2020,1,1,0,0
09/06/2020,08/01/2020,8228,154,18,1
09/06/2020,04/12/2020,5757,2865,977,396
09/06/2020,08/21/2020,17330,190,20,1
09/06/2020,09/04/2020,2854,10,0,0
09/06/2020,04/29/2020,11847,2348,342,98
09/06/2020,03/03/2020,13,2,7,0
09/06/2020,05/03/2020,4604,781,161,41
09/06/2020,08/06/2020,15346,235,21,2
09/06/2020,04/04/2020,6264,3857,1441,552
09/06/2020,08/25/2020,18303,205,23,1
09/06/2020,05/25/2020,9368,494,66,16
09/06/2020,06/24/2020,17758,331,23,6
09/06/2020,07/02/2020,19221,380,25,1
09/06/2020,04/27/2020,10302,2297,423,115
09/06/2020,08/10/2020,18831,239,22,0
09/06/2020,07/25/2020,8143,130,22,3
09/06/2020,05/23/2020,9668,546,49,10
09/06/2020,07/28/2020,15295,273,35,1
09/06/2020,03/10/2020,457,91,41,10
09/06/2020,06/28/2020,9619,203,25,2
09/06/2020,04/17/2020,10201,3570,826,287
09/07/2020,04/04/2020,6264,3857,1441,552
09/07/2020,06/04/2020,14730,486,52,7
09/07/2020,08/26/2020,16864,205,18,3
09/07/2020,05/09/2020,5338,646,113,29
09/07/2020,04/09/2020,9249,5066,1503,587
09/07/2020,08/22/2020,8021,107,12,1
09/07/2020,05/31/2020,6932,246,38,11
09/07/2020,08/01/2020,8229,154,18,1
09/07/2020,07/05/2020,8161,138,16,2
09/07/2020,07/13/2020,21387,434,35,3
09/07/2020,03/28/2020,4745,3508,1456,558
09/07/2020,06/24/2020,17758,332,23,6
09/07/2020,03/26/2020,7321,5129,1757,628
09/07/2020,08/21/2020,17330,190,20,1
09/07/2020,05/02/2020,5882,1072,192,51
09/07/2020,02/04/2020,1,0,0,0
09/07/2020,07/31/2020,15460,200,21,2
09/07/2020,09/05/2020,1592,18,0,0
09/07/2020,08/14/2020,15832,220,27,2
09/07/2020,05/07/2020,11242,1313,174,49
09/07/2020,08/08/2020,8295,123,19,1
09/07/2020,03/09/2020,398,76,33,15
09/07/2020,03/05/2020,63,5,25,1
09/07/2020,06/21/2020,7687,169,34,3
09/07/2020,07/11/2020,9851,232,28,2
09/07/2020,03/07/2020,67,12,12,3
09/07/2020,02/29/2020,1,1,0,0
09/07/2020,07/09/2020,17958,352,36,5
09/07/2020,06/03/2020,15073,545,60,18
09/07/2020,05/14/2020,14233,1200,110,34
09/07/2020,08/13/2020,15357,214,18,1
09/07/2020,04/14/2020,9425,4164,1171,393
09/07/2020,08/19/2020,17685,211,21,1
09/07/2020,05/03/2020,4604,781,161,41
09/07/2020,03/11/2020,796,193,76,27
09/07/2020,05/25/2020,9368,494,66,16
09/07/2020,04/03/2020,9573,5736,1883,742
09/07/2020,07/21/2020,18001,280,15,1
09/07/2020,07/01/2020,19378,386,29,3
09/07/2020,05/17/2020,6041,349,58,9
09/07/2020,09/03/2020,14038,112,10,0
09/07/2020,08/31/2020,21216,199,20,0
09/07/2020,06/01/2020,16908,641,59,12
09/07/2020,07/04/2020,5325,108,12,1
09/07/2020,06/11/2020,13753,300,43,6
09/07/2020,04/23/2020,10005,2827,497,165
09/07/2020,06/06/2020,8639,251,31,7
09/07/2020,04/01/2020,8474,5510,1745,747
09/07/2020,03/31/2020,7959,5522,1914,788
09/07/2020,06/25/2020,17492,263,27,2
09/07/2020,05/10/2020,4428,455,97,29
09/07/2020,05/24/2020,9700,518,70,8
09/07/2020,08/09/2020,6800,105,11,1
09/07/2020,03/19/2020,7749,3947,917,266
09/07/2020,03/23/2020,5652,3691,1244,392
09/07/2020,07/02/2020,19221,380,25,1
09/07/2020,04/10/2020,7828,4469,1359,525
09/07/2020,04/21/2020,9764,3077,627,235
09/07/2020,08/23/2020,7026,111,7,1
09/07/2020,03/20/2020,7806,4198,995,279
09/07/2020,07/03/2020,11680,222,26,3
09/07/2020,06/12/2020,15641,355,51,9
09/07/2020,08/05/2020,15500,228,22,0
09/07/2020,04/07/2020,10589,6016,1796,731
09/07/2020,04/30/2020,10716,2070,294,106
09/07/2020,08/16/2020,6633,105,12,0
09/07/2020,02/26/2020,1,0,1,0
09/07/2020,07/25/2020,8143,130,22,3
09/07/2020,03/02/2020,5,0,3,0
09/07/2020,07/14/2020,19162,367,31,2
09/07/2020,08/10/2020,18832,239,22,0
09/07/2020,07/26/2020,6307,118,18,0
09/07/2020,03/13/2020,2164,695,214,54
09/07/2020,05/30/2020,8360,339,39,3
09/07/2020,03/17/2020,5529,2601,574,159
09/07/2020,04/05/2020,6351,3799,1420,544
09/07/2020,03/01/2020,2,0,0,0
09/07/2020,06/02/2020,15689,557,52,11
09/07/2020,07/23/2020,15677,255,19,0
09/07/2020,08/27/2020,15314,199,17,1
09/07/2020,06/22/2020,19126,372,38,3
09/07/2020,06/09/2020,16447,385,36,5
09/07/2020,05/11/2020,13574,1279,158,40
09/07/2020,05/06/2020,11683,1440,174,57
09/07/2020,03/24/2020,7208,4634,1466,523
09/07/2020,03/29/2020,4910,3575,1502,516
09/07/2020,08/12/2020,15806,252,16,2
09/07/2020,08/20/2020,17652,171,20,0
09/07/2020,04/13/2020,6730,3298,1214,445
09/07/2020,05/12/2020,15041,1321,135,31
09/07/2020,05/27/2020,16422,734,66,16
09/07/2020,06/26/2020,18068,270,29,2
09/07/2020,08/15/2020,8584,123,18,2
09/07/2020,06/13/2020,9143,190,28,2
09/07/2020,04/17/2020,10201,3571,826,288
09/07/2020,04/15/2020,9887,3879,991,350
09/07/2020,06/17/2020,17808,345,33,8
09/07/2020,05/08/2020,10325,1122,164,31
09/07/2020,03/22/2020,4414,2690,945,287
09/07/2020,03/16/2020,4951,2268,516,127
09/07/2020,09/02/2020,16439,120,12,2
09/07/2020,05/21/2020,19714,1311,91,19
09/07/2020,04/22/2020,11369,3480,584,186
09/07/2020,08/04/2020,11286,152,12,1
09/07/2020,07/18/2020,9442,188,21,3
09/07/2020,07/10/2020,15016,286,23,1
09/07/2020,06/28/2020,9619,204,25,2
09/07/2020,02/08/2020,1,0,1,0
09/07/2020,04/16/2020,9554,3546,857,295
09/07/2020,03/14/2020,1707,696,237,67
09/07/2020,05/19/2020,16422,1090,106,29
09/07/2020,06/14/2020,7680,146,25,0
09/07/2020,03/03/2020,13,2,7,0
09/07/2020,05/01/2020,10256,1914,293,79
09/07/2020,03/04/2020,32,6,16,2
09/07/2020,08/11/2020,16307,201,18,0
09/07/2020,06/20/2020,10243,178,11,2
09/07/2020,04/26/2020,4372,997,301,96
09/07/2020,04/11/2020,6939,3684,1103,399
09/07/2020,05/22/2020,20058,1263,82,16
09/07/2020,05/05/2020,11259,1559,192,62
09/07/2020,03/06/2020,82,14,14,2
09/07/2020,03/15/2020,2360,1114,313,96
09/07/2020,08/02/2020,6519,109,19,3
09/07/2020,03/25/2020,7615,4981,1588,535
09/07/2020,05/26/2020,21303,1081,81,23
09/07/2020,04/28/2020,11939,2726,376,119
09/07/2020,08/17/2020,20051,243,19,1
09/07/2020,08/25/2020,18309,206,23,2
09/07/2020,03/27/2020,7455,5173,1760,638
09/07/2020,08/30/2020,6716,121,9,0
09/07/2020,07/16/2020,18532,362,24,1
09/07/2020,04/29/2020,11847,2348,342,98
09/07/2020,05/18/2020,16436,976,80,21
09/07/2020,05/15/2020,11774,918,120,26
09/07/2020,06/27/2020,10731,232,34,3
09/07/2020,09/01/2020,17630,162,8,0
09/07/2020,07/24/2020,14568,251,30,1
09/07/2020,09/04/2020,10440,43,1,0
09/07/2020,06/07/2020,7117,196,32,2
09/07/2020,08/07/2020,15337,202,16,2
09/07/2020,07/20/2020,18751,331,33,2
09/07/2020,06/10/2020,15112,332,32,5
09/07/2020,07/30/2020,15499,219,23,1
09/07/2020,05/28/2020,15601,590,67,8
09/07/2020,04/12/2020,5757,2865,977,397
09/07/2020,07/22/2020,16102,274,23,1
09/07/2020,04/20/2020,11448,3795,712,243
09/07/2020,07/19/2020,7356,158,26,5
09/07/2020,05/04/2020,11059,1575,198,71
09/07/2020,06/19/2020,16278,322,21,3
09/07/2020,04/06/2020,10957,6394,1981,797
09/07/2020,06/23/2020,19114,356,23,2
09/07/2020,03/21/2020,4766,2724,834,273
09/07/2020,07/17/2020,18024,366,35,7
09/07/2020,04/27/2020,10302,2298,423,115
09/07/2020,03/10/2020,457,91,41,10
09/07/2020,04/08/2020,10205,5594,1746,715
09/07/2020,05/13/2020,15214,1427,133,41
09/07/2020,07/27/2020,17478,261,21,6
09/07/2020,06/30/2020,20651,434,40,7
09/07/2020,05/29/2020,15015,566,55,11
09/07/2020,08/18/2020,19216,223,19,0
09/07/2020,04/25/2020,6150,1604,326,89
09/07/2020,03/30/2020,8568,6123,2011,773
09/07/2020,06/18/2020,17798,346,32,2
09/07/2020,07/29/2020,15687,250,18,1
09/07/2020,04/02/2020,9402,5814,1903,718
09/07/2020,05/23/2020,9668,547,49,10
09/07/2020,09/06/2020,56,2,0,0
09/07/2020,08/29/2020,8011,74,5,0
09/07/2020,05/16/2020,6674,460,64,8
09/07/2020,06/05/2020,14504,402,56,8
09/07/2020,03/12/2020,1574,405,103,34
09/07/2020,07/07/2020,20016,418,40,5
09/07/2020,02/05/2020,1,0,1,0
09/07/2020,02/02/2020,2,0,2,0
09/07/2020,04/19/2020,6728,2340,555,176
09/07/2020,06/08/2020,17813,416,37,2
09/07/2020,06/29/2020,21889,429,29,9
09/07/2020,07/15/2020,19579,361,24,1
09/07/2020,07/28/2020,15295,274,35,1
09/07/2020,03/18/2020,6312,3206,738,202
09/07/2020,03/08/2020,110,28,22,4
09/07/2020,07/06/2020,20641,428,51,3
09/07/2020,05/20/2020,20528,1300,88,19
09/07/2020,08/28/2020,16304,176,13,0
09/07/2020,08/06/2020,15346,235,21,2
09/07/2020,08/03/2020,18431,296,21,1
09/07/2020,08/24/2020,19757,193,12,0
09/07/2020,06/16/2020,18541,391,52,5
09/07/2020,07/12/2020,8413,211,16,3
09/07/2020,07/08/2020,19790,379,26,4
09/07/2020,06/15/2020,18847,325,47,4
09/07/2020,04/24/2020,9587,2534,511,174
09/07/2020,04/18/2020,6565,2205,599,190
09/08/2020,06/13/2020,9142,190,28,2
09/08/2020,07/08/2020,19790,380,27,4
09/08/2020,04/06/2020,10957,6394,1981,798
09/08/2020,08/18/2020,19214,223,19,0
09/08/2020,03/01/2020,2,0,0,0
09/08/2020,06/07/2020,7116,196,32,2
09/08/2020,05/26/2020,21304,1085,81,23
09/08/2020,07/14/2020,19162,368,31,2
09/08/2020,06/28/2020,9619,204,25,2
09/08/2020,07/21/2020,18001,281,15,1
09/08/2020,05/23/2020,9668,547,49,10
09/08/2020,05/05/2020,11259,1559,192,63
09/08/2020,07/16/2020,18532,362,24,1
09/08/2020,04/18/2020,6565,2205,599,190
09/08/2020,05/07/2020,11242,1313,174,49
09/08/2020,06/18/2020,17791,347,32,2
09/08/2020,06/14/2020,7680,148,25,0
09/08/2020,06/29/2020,21892,429,29,10
09/08/2020,07/07/2020,20017,418,40,5
09/08/2020,08/02/2020,6519,109,19,3
09/08/2020,07/25/2020,8144,130,22,3
09/08/2020,08/05/2020,15503,228,22,0
09/08/2020,06/25/2020,17490,263,27,2
09/08/2020,04/27/2020,10302,2298,423,117
09/08/2020,05/20/2020,20527,1313,88,19
09/08/2020,07/20/2020,18751,331,33,2
09/08/2020,07/13/2020,21386,435,36,3
09/08/2020,05/02/2020,5882,1072,192,51
09/08/2020,06/11/2020,13743,300,43,6
09/08/2020,04/14/2020,9425,4164,1171,393
09/08/2020,07/03/2020,11680,222,26,3
09/08/2020,06/26/2020,18067,270,29,2
09/08/2020,05/27/2020,16423,734,66,17
09/08/2020,07/15/2020,19578,361,24,1
09/08/2020,03/19/2020,7749,3947,917,266
09/08/2020,05/14/2020,14233,1200,110,34
09/08/2020,08/10/2020,18832,240,22,0
09/08/2020,08/21/2020,17329,191,20,1
09/08/2020,05/18/2020,16436,976,80,21
09/08/2020,09/05/2020,4672,45,7,0
09/08/2020,03/06/2020,82,14,14,2
09/08/2020,03/25/2020,7615,4981,1588,536
09/08/2020,06/06/2020,8639,251,31,7
09/08/2020,05/04/2020,11059,1575,198,72
09/08/2020,03/27/2020,7454,5172,1760,638
09/08/2020,03/08/2020,110,28,22,4
09/08/2020,04/01/2020,8475,5510,1745,747
09/08/2020,06/16/2020,18537,391,52,5
09/08/2020,03/13/2020,2164,695,214,54
09/08/2020,02/05/2020,1,0,1,0
09/08/2020,03/26/2020,7321,5129,1757,628
09/08/2020,07/05/2020,8159,138,16,2
09/08/2020,06/27/2020,10731,232,34,3
09/08/2020,05/29/2020,15015,566,55,11
09/08/2020,06/15/2020,18839,324,47,4
09/08/2020,06/23/2020,19120,356,23,2
09/08/2020,07/31/2020,15459,201,21,2
09/08/2020,05/12/2020,15041,1321,135,31
09/08/2020,06/24/2020,17756,332,23,6
09/08/2020,04/24/2020,9587,2534,511,174
09/08/2020,08/17/2020,20050,244,19,1
09/08/2020,04/29/2020,11847,2348,342,98
09/08/2020,08/15/2020,8584,123,18,2
09/08/2020,02/08/2020,1,0,1,0
09/08/2020,02/29/2020,1,1,0,0
09/08/2020,04/16/2020,9554,3546,857,295
09/08/2020,08/07/2020,15337,202,16,3
09/08/2020,08/29/2020,8013,74,6,0
09/08/2020,07/10/2020,15015,286,23,1
09/08/2020,04/10/2020,7828,4469,1359,526
09/08/2020,08/31/2020,21231,198,20,0
09/08/2020,08/13/2020,15357,214,18,1
09/08/2020,07/04/2020,5325,108,12,1
09/08/2020,04/28/2020,11939,2726,376,120
09/08/2020,06/10/2020,15114,332,32,5
09/08/2020,07/30/2020,15498,219,23,1
09/08/2020,06/12/2020,15635,354,51,9
09/08/2020,03/20/2020,7806,4198,995,279
09/08/2020,04/12/2020,5757,2865,978,397
09/08/2020,03/24/2020,7208,4634,1466,523
09/08/2020,03/23/2020,5652,3691,1244,392
09/08/2020,03/17/2020,5529,2601,574,159
09/08/2020,08/19/2020,17684,212,21,1
09/08/2020,06/30/2020,20648,435,40,9
09/08/2020,04/11/2020,6939,3684,1103,399
09/08/2020,03/28/2020,4745,3508,1456,558
09/08/2020,09/01/2020,17653,163,8,0
09/08/2020,07/27/2020,17478,261,21,6
09/08/2020,07/06/2020,20641,428,51,3
09/08/2020,05/21/2020,19714,1312,91,19
09/08/2020,06/17/2020,17809,344,33,8
09/08/2020,06/01/2020,16909,643,59,12
09/08/2020,04/19/2020,6727,2340,555,177
09/08/2020,03/04/2020,32,6,16,2
09/08/2020,08/27/2020,15315,198,17,1
09/08/2020,08/09/2020,6800,106,11,1
09/08/2020,07/28/2020,15290,272,35,1
09/08/2020,04/15/2020,9887,3879,991,352
09/08/2020,03/05/2020,63,5,25,1
09/08/2020,07/22/2020,16098,274,23,1
09/08/2020,03/15/2020,2360,1114,313,97
09/08/2020,06/08/2020,17872,420,37,2
09/08/2020,05/25/2020,9368,494,66,16
09/08/2020,05/28/2020,15601,592,67,8
09/08/2020,07/09/2020,17957,353,36,5
09/08/2020,08/24/2020,19757,193,12,0
09/08/2020,07/23/2020,15666,255,19,0
09/08/2020,04/25/2020,6150,1604,326,89
09/08/2020,05/15/2020,11774,918,120,27
09/08/2020,07/29/2020,15687,250,18,1
09/08/2020,03/22/2020,4414,2690,945,287
09/08/2020,05/03/2020,4604,781,161,41
09/08/2020,06/22/2020,19125,372,38,3
09/08/2020,03/29/2020,4910,3575,1502,517
09/08/2020,05/10/2020,4428,455,97,29
09/08/2020,05/31/2020,6932,246,38,11
09/08/2020,04/13/2020,6730,3298,1214,445
09/08/2020,05/09/2020,5338,647,113,29
09/08/2020,06/03/2020,15072,545,60,18
09/08/2020,03/10/2020,457,91,41,10
09/08/2020,07/17/2020,18024,366,35,8
09/08/2020,03/03/2020,13,2,7,0
09/08/2020,03/12/2020,1574,405,103,34
09/08/2020,09/06/2020,1356,22,0,0
09/08/2020,08/16/2020,6633,106,12,0
09/08/2020,03/07/2020,67,12,12,3
09/08/2020,05/01/2020,10256,1914,293,80
