extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
05/14/2020,03/22/2020,4404,2665,911,256
05/14/2020,03/05/2020,63,5,3,1
05/14/2020,03/21/2020,4749,2702,806,247
05/14/2020,04/20/2020,11413,3716,639,154
05/14/2020,02/05/2020,1,0,0,0
05/14/2020,05/01/2020,10141,1798,228,34
05/15/2020,03/15/2020,2353,1099,298,85
05/15/2020,02/29/2020,2,1,0,0
05/15/2020,02/02/2020,2,0,0,0
05/15/2020,03/07/2020,61,11,7,3
05/15/2020,03/20/2020,7788,4168,959,255
05/15/2020,05/01/2020,10139,1800,228,34
05/15/2020,05/14/2020,372,18,0,0
05/15/2020,03/10/2020,454,88,38,9
05/15/2020,04/22/2020,11343,3397,535,122
05/15/2020,04/02/2020,9369,5778,1819,630
05/15/2020,04/04/2020,6237,3817,1389,487
05/15/2020,05/02/2020,5837,1020,162,19
05/15/2020,03/11/2020,791,181,65,22
05/15/2020,04/01/2020,8344,5379,1509,588
05/15/2020,03/26/2020,7275,5078,1683,545
05/15/2020,01/23/2020,2,1,0,0
05/15/2020,03/17/2020,5529,2580,551,139
05/15/2020,04/13/2020,6669,3251,1138,351
05/15/2020,04/27/2020,10190,2215,365,54
05/15/2020,04/18/2020,6541,2154,530,137
05/15/2020,03/19/2020,7730,3911,873,232
05/15/2020,04/25/2020,6126,1561,290,55
05/15/2020,02/08/2020,1,0,0,0
05/15/2020,04/08/2020,10147,5519,1651,599
05/15/2020,02/28/2020,1,0,0,0
05/15/2020,02/27/2020,1,0,0,0
05/15/2020,04/23/2020,9956,2769,437,104
05/15/2020,04/15/2020,9821,3811,929,275
05/15/2020,04/30/2020,10625,1947,227,46
05/15/2020,05/11/2020,13179,1128,89,3
05/15/2020,04/10/2020,7704,4346,1266,437
05/15/2020,03/21/2020,4750,2703,807,247
05/15/2020,04/21/2020,9736,3039,573,155
05/15/2020,04/11/2020,6888,3641,1044,332
05/15/2020,04/12/2020,5729,2826,917,321
05/15/2020,05/09/2020,5211,568,61,3
05/15/2020,04/20/2020,11409,3716,638,156
05/15/2020,05/07/2020,11088,1151,99,10
05/15/2020,03/25/2020,7565,4926,1511,474
05/15/2020,04/24/2020,9461,2397,455,89
05/15/2020,05/08/2020,10118,1009,94,8
05/15/2020,03/24/2020,7182,4597,1411,467
05/15/2020,03/14/2020,1705,694,230,63
05/15/2020,03/06/2020,80,12,4,2
05/15/2020,03/16/2020,4946,2244,489,113
05/15/2020,02/24/2020,1,0,0,0
05/15/2020,03/09/2020,396,70,31,13
05/15/2020,04/28/2020,11839,2634,315,49
05/15/2020,05/03/2020,4579,738,132,15
05/15/2020,03/22/2020,4405,2668,912,256
05/15/2020,03/03/2020,12,2,0,0
05/15/2020,03/12/2020,1566,398,94,31
05/15/2020,02/05/2020,1,0,0,0
05/15/2020,03/05/2020,63,5,3,1
05/15/2020,03/23/2020,5624,3658,1200,360
05/15/2020,03/27/2020,7388,5124,1679,567
05/15/2020,03/18/2020,6305,3173,699,177
05/15/2020,03/29/2020,4869,3527,1445,464
05/15/2020,04/06/2020,10913,6326,1879,689
05/15/2020,03/28/2020,4708,3477,1396,510
05/15/2020,03/30/2020,8521,6062,1919,685
05/15/2020,04/07/2020,10536,5958,1699,616
05/15/2020,04/03/2020,9527,5673,1808,664
05/15/2020,03/04/2020,32,6,5,1
05/15/2020,02/04/2020,1,0,0,0
05/15/2020,03/01/2020,2,1,0,0
05/15/2020,04/09/2020,9182,4987,1413,493
05/15/2020,04/26/2020,4346,966,280,58
05/15/2020,04/19/2020,6725,2298,513,124
05/15/2020,05/05/2020,11160,1444,120,10
05/15/2020,04/17/2020,10172,3501,751,189
05/15/2020,05/10/2020,4379,414,52,2
05/15/2020,04/29/2020,11751,2263,298,38
05/15/2020,04/14/2020,9354,4084,1087,312
05/15/2020,05/04/2020,10948,1472,132,29
05/15/2020,05/13/2020,6952,581,7,0
05/15/2020,05/12/2020,11920,977,39,1
05/15/2020,03/13/2020,2159,684,197,45
05/15/2020,02/26/2020,1,0,0,0
05/15/2020,03/02/2020,4,0,0,0
05/15/2020,03/31/2020,7853,5412,1702,633
05/15/2020,05/06/2020,11540,1311,118,10
05/15/2020,03/08/2020,109,27,17,4
05/15/2020,04/16/2020,9509,3479,794,214
05/15/2020,04/05/2020,6313,3748,1360,477
05/15/2020,02/09/2020,1,0,0,0
05/16/2020,05/12/2020,14401,1145,57,5
05/16/2020,04/23/2020,9954,2768,438,108
05/16/2020,03/23/2020,5631,3661,1201,363
05/16/2020,03/16/2020,4947,2244,490,114
05/16/2020,05/04/2020,10949,1477,135,31
05/16/2020,04/03/2020,9530,5677,1811,666
05/16/2020,03/24/2020,7188,4601,1412,470
05/16/2020,04/12/2020,5735,2828,924,326
05/16/2020,05/05/2020,11166,1450,128,11
05/16/2020,04/25/2020,6126,1564,291,57
05/16/2020,04/15/2020,9857,3814,929,283
05/16/2020,04/28/2020,11840,2638,319,52
05/16/2020,03/31/2020,7909,5463,1788,686
05/16/2020,02/02/2020,2,0,2,0
05/16/2020,04/30/2020,10624,1950,227,48
05/16/2020,02/24/2020,1,0,0,0
05/16/2020,03/01/2020,2,1,0,0
05/16/2020,04/19/2020,6725,2299,514,127
05/16/2020,03/20/2020,7788,4170,962,256
05/16/2020,03/27/2020,7398,5127,1679,566
05/16/2020,04/20/2020,11408,3719,641,158
05/16/2020,02/26/2020,1,0,1,0
05/16/2020,02/04/2020,1,0,0,0
05/16/2020,03/30/2020,8524,6064,1921,686
05/16/2020,04/13/2020,6703,3256,1143,356
05/16/2020,04/27/2020,10191,2219,368,59
05/16/2020,03/08/2020,109,27,22,4
05/16/2020,05/09/2020,5301,594,63,4
05/16/2020,03/12/2020,1566,398,94,31
05/16/2020,03/26/2020,7285,5084,1686,549
05/16/2020,04/06/2020,10916,6333,1883,698
05/16/2020,03/11/2020,791,181,65,22
05/16/2020,04/18/2020,6543,2159,552,146
05/16/2020,03/15/2020,2353,1100,298,86
05/16/2020,02/27/2020,1,0,0,0
05/16/2020,05/06/2020,11555,1322,125,14
05/16/2020,02/28/2020,1,0,0,0
05/16/2020,02/29/2020,2,1,0,0
05/16/2020,03/13/2020,2159,685,198,46
05/16/2020,04/26/2020,4347,967,281,62
05/16/2020,04/11/2020,6900,3643,1045,335
05/16/2020,05/03/2020,4580,739,136,16
05/16/2020,03/06/2020,80,12,14,2
05/16/2020,05/11/2020,13296,1144,94,5
05/16/2020,05/02/2020,5838,1020,164,22
05/16/2020,04/02/2020,9370,5779,1822,635
05/16/2020,03/25/2020,7576,4930,1515,477
05/16/2020,04/07/2020,10547,5968,1704,621
05/16/2020,02/09/2020,1,0,0,0
05/16/2020,03/07/2020,61,11,12,3
05/16/2020,03/21/2020,4750,2703,807,247
05/16/2020,04/21/2020,9737,3043,576,161
05/16/2020,04/24/2020,9454,2397,457,94
05/16/2020,03/19/2020,7730,3913,875,236
05/16/2020,05/13/2020,11194,983,29,0
05/16/2020,04/29/2020,11750,2265,299,40
05/16/2020,03/14/2020,1705,694,232,63
05/16/2020,03/22/2020,4407,2671,913,258
05/16/2020,05/01/2020,10140,1802,228,36
05/16/2020,04/05/2020,6320,3754,1366,484
05/16/2020,04/08/2020,10159,5524,1654,607
05/16/2020,05/10/2020,4387,422,56,5
05/16/2020,04/14/2020,9377,4093,1090,319
05/16/2020,03/28/2020,4717,3479,1397,511
05/16/2020,04/09/2020,9198,4994,1417,498
05/16/2020,03/09/2020,396,70,32,13
05/16/2020,03/03/2020,12,2,7,0
05/16/2020,04/01/2020,8423,5452,1614,662
05/16/2020,03/05/2020,63,5,25,1
05/16/2020,03/18/2020,6305,3172,699,178
05/16/2020,02/08/2020,1,0,1,0
05/16/2020,04/04/2020,6240,3820,1392,493
05/16/2020,04/10/2020,7732,4364,1271,442
05/16/2020,03/02/2020,4,0,3,0
05/16/2020,05/07/2020,11107,1174,104,11
05/16/2020,04/22/2020,11343,3401,538,125
05/16/2020,04/17/2020,10181,3509,763,200
05/16/2020,04/16/2020,9524,3478,797,219
05/16/2020,03/04/2020,32,6,16,1
05/16/2020,01/23/2020,2,1,0,0
05/16/2020,03/29/2020,4869,3528,1445,465
05/16/2020,02/05/2020,1,0,1,0
05/16/2020,05/08/2020,10183,1036,101,9
05/16/2020,05/14/2020,6952,578,3,0
05/16/2020,05/15/2020,596,27,0,0
05/16/2020,03/10/2020,454,88,38,9
05/16/2020,03/17/2020,5529,2580,551,140
05/17/2020,05/16/2020,108,5,0,0
05/17/2020,03/13/2020,2159,686,198,48
05/17/2020,04/30/2020,10624,1953,227,51
05/17/2020,03/04/2020,32,6,16,1
05/17/2020,05/02/2020,5839,1024,165,22
05/17/2020,03/03/2020,12,2,7,0
05/17/2020,03/16/2020,4947,2246,490,114
05/17/2020,02/28/2020,1,0,0,0
05/17/2020,03/23/2020,5631,3661,1201,363
05/17/2020,03/09/2020,396,70,32,14
05/17/2020,05/06/2020,11556,1323,127,14
05/17/2020,04/25/2020,6126,1566,291,60
05/17/2020,05/01/2020,10141,1805,228,37
05/17/2020,04/29/2020,11750,2265,301,42
05/17/2020,04/28/2020,11840,2641,321,56
05/17/2020,04/16/2020,9524,3479,796,221
05/17/2020,03/14/2020,1705,694,232,63
05/17/2020,05/04/2020,10950,1480,136,31
05/17/2020,03/12/2020,1566,398,94,31
05/17/2020,04/12/2020,5735,2827,924,327
05/17/2020,02/24/2020,1,0,0,0
05/17/2020,03/05/2020,63,5,25,1
05/17/2020,05/03/2020,4580,740,136,17
05/17/2020,04/22/2020,11342,3402,539,126
05/17/2020,05/07/2020,11111,1178,106,11
05/17/2020,04/02/2020,9370,5779,1821,638
05/17/2020,02/29/2020,2,1,0,0
05/17/2020,04/24/2020,9453,2400,456,96
05/17/2020,02/02/2020,2,0,2,0
05/17/2020,03/06/2020,80,12,14,2
05/17/2020,04/19/2020,6723,2299,512,130
05/17/2020,04/20/2020,11408,3722,641,161
05/17/2020,05/12/2020,14857,1183,65,8
05/17/2020,02/04/2020,1,0,0,0
05/17/2020,04/14/2020,9376,4094,1090,319
05/17/2020,05/10/2020,4399,424,56,5
05/17/2020,03/31/2020,7907,5462,1809,685
05/17/2020,04/26/2020,4347,967,281,62
05/17/2020,03/27/2020,7398,5127,1679,567
05/17/2020,03/15/2020,2353,1100,299,86
05/17/2020,04/13/2020,6702,3255,1143,360
05/17/2020,04/15/2020,9855,3813,929,285
05/17/2020,03/28/2020,4716,3478,1397,513
05/17/2020,03/29/2020,4869,3528,1445,466
05/17/2020,05/09/2020,5305,596,65,6
05/17/2020,03/25/2020,7575,4930,1516,479
05/17/2020,03/02/2020,4,0,3,0
05/17/2020,05/08/2020,10191,1036,103,9
05/17/2020,04/07/2020,10547,5968,1704,622
05/17/2020,04/06/2020,10915,6332,1883,700
05/17/2020,05/15/2020,4733,326,5,0
05/17/2020,04/03/2020,9533,5681,1813,668
05/17/2020,05/11/2020,13318,1148,96,7
05/17/2020,05/05/2020,11167,1451,128,13
05/17/2020,04/11/2020,6900,3644,1045,337
05/17/2020,03/18/2020,6305,3172,699,179
05/17/2020,02/05/2020,1,0,1,0
05/17/2020,04/09/2020,9197,4993,1418,502
05/17/2020,03/19/2020,7730,3913,876,237
05/17/2020,03/21/2020,4750,2703,807,247
05/17/2020,03/24/2020,7188,4601,1413,473
05/17/2020,03/22/2020,4405,2669,914,260
05/17/2020,03/11/2020,791,181,65,23
05/17/2020,02/08/2020,1,0,1,0
05/17/2020,04/05/2020,6320,3754,1368,487
05/17/2020,04/17/2020,10180,3509,764,201
05/17/2020,05/14/2020,9433,735,22,1
05/17/2020,04/18/2020,6543,2159,553,149
05/17/2020,02/26/2020,1,0,1,0
05/17/2020,03/01/2020,2,1,0,0
05/17/2020,04/04/2020,6240,3820,1392,493
05/17/2020,02/09/2020,1,0,0,0
05/17/2020,03/10/2020,454,87,38,9
05/17/2020,01/23/2020,2,1,0,0
05/17/2020,02/27/2020,1,0,0,0
05/17/2020,05/13/2020,14175,1191,37,1
05/17/2020,04/10/2020,7730,4362,1274,446
05/17/2020,04/08/2020,10159,5524,1655,614
05/17/2020,03/17/2020,5529,2580,551,140
05/17/2020,04/01/2020,8422,5451,1647,665
05/17/2020,03/30/2020,8524,6064,1921,687
05/17/2020,04/23/2020,9955,2769,439,108
05/17/2020,03/26/2020,7285,5087,1686,550
05/17/2020,03/20/2020,7788,4170,962,256
05/17/2020,04/27/2020,10191,2220,372,63
05/17/2020,03/08/2020,109,27,22,4
05/17/2020,04/21/2020,9736,3042,578,162
05/17/2020,03/07/2020,61,11,12,3
05/18/2020,04/03/2020,9533,5681,1813,669
05/18/2020,04/16/2020,9524,3479,798,223
05/18/2020,03/07/2020,61,11,12,3
05/18/2020,05/09/2020,5306,598,68,9
05/18/2020,05/13/2020,14911,1206,48,2
05/18/2020,04/07/2020,10547,5968,1705,624
05/18/2020,03/16/2020,4947,2246,490,114
05/18/2020,04/23/2020,9954,2768,439,109
05/18/2020,04/21/2020,9736,3042,579,164
05/18/2020,04/27/2020,10191,2223,373,68
05/18/2020,03/01/2020,2,1,0,0
05/18/2020,03/22/2020,4405,2668,914,260
05/18/2020,05/04/2020,10948,1479,136,31
05/18/2020,04/06/2020,10918,6335,1885,704
05/18/2020,03/12/2020,1566,398,94,31
05/18/2020,03/11/2020,791,181,65,23
05/18/2020,05/15/2020,7106,544,21,0
05/18/2020,04/22/2020,11341,3401,538,129
05/18/2020,01/23/2020,2,1,0,0
05/18/2020,05/02/2020,5839,1025,166,24
05/18/2020,04/13/2020,6702,3255,1143,364
05/18/2020,03/18/2020,6305,3172,699,179
05/18/2020,05/08/2020,10192,1038,106,11
05/18/2020,02/04/2020,1,0,0,0
05/18/2020,05/16/2020,2566,179,2,0
05/18/2020,03/23/2020,5631,3661,1201,364
05/18/2020,03/27/2020,7398,5127,1679,568
05/18/2020,04/26/2020,4346,966,281,63
05/18/2020,04/02/2020,9370,5779,1820,638
05/18/2020,03/21/2020,4750,2703,807,247
05/18/2020,03/25/2020,7575,4931,1516,480
05/18/2020,04/01/2020,8423,5452,1649,667
05/18/2020,03/26/2020,7285,5087,1687,550
05/18/2020,03/13/2020,2160,687,198,48
05/18/2020,04/10/2020,7734,4366,1280,450
05/18/2020,05/17/2020,73,2,0,0
05/18/2020,03/17/2020,5529,2582,551,140
05/18/2020,03/02/2020,4,0,3,0
05/18/2020,04/25/2020,6125,1566,290,61
05/18/2020,04/17/2020,10180,3509,765,203
05/18/2020,02/08/2020,1,0,1,0
05/18/2020,03/19/2020,7731,3914,876,238
05/18/2020,04/09/2020,9194,4990,1415,503
05/18/2020,03/03/2020,12,2,7,0
05/18/2020,03/24/2020,7189,4602,1414,473
05/18/2020,04/14/2020,9376,4094,1090,323
05/18/2020,04/12/2020,5734,2827,924,330
05/18/2020,03/09/2020,396,72,32,14
05/18/2020,05/05/2020,11168,1452,130,13
05/18/2020,05/10/2020,4403,424,56,5
05/18/2020,02/02/2020,2,0,2,0
05/18/2020,02/26/2020,1,0,1,0
05/18/2020,03/10/2020,454,88,39,10
05/18/2020,04/29/2020,11750,2267,301,42
05/18/2020,04/24/2020,9454,2402,459,97
05/18/2020,05/07/2020,11112,1180,109,11
05/18/2020,05/12/2020,14879,1183,67,8
05/18/2020,03/06/2020,80,12,14,2
05/18/2020,05/03/2020,4580,742,137,20
05/18/2020,04/19/2020,6725,2301,513,135
05/18/2020,03/05/2020,63,5,25,1
05/18/2020,03/29/2020,4869,3528,1445,466
05/18/2020,03/04/2020,32,6,16,1
05/18/2020,05/11/2020,13334,1152,100,9
05/18/2020,04/30/2020,10624,1960,227,52
05/18/2020,05/14/2020,11289,808,46,5
05/18/2020,04/05/2020,6319,3753,1367,489
05/18/2020,02/24/2020,1,0,0,0
05/18/2020,04/15/2020,9856,3816,931,286
05/18/2020,02/27/2020,1,0,0,0
05/18/2020,03/30/2020,8523,6063,1922,687
05/18/2020,04/04/2020,6240,3820,1392,496
05/18/2020,03/15/2020,2353,1100,299,86
05/18/2020,02/28/2020,1,0,0,0
05/18/2020,02/29/2020,2,1,0,0
05/18/2020,05/06/2020,11556,1329,128,14
05/18/2020,04/08/2020,10158,5522,1652,616
05/18/2020,03/14/2020,1705,694,232,63
05/18/2020,04/18/2020,6543,2159,553,150
05/18/2020,03/31/2020,7908,5463,1810,687
05/18/2020,02/09/2020,1,0,0,0
05/18/2020,04/20/2020,11407,3722,641,164
05/18/2020,05/01/2020,10141,1808,228,38
05/18/2020,04/11/2020,6902,3646,1046,337
05/18/2020,03/08/2020,109,27,22,4
05/18/2020,02/05/2020,1,0,1,0
05/18/2020,03/20/2020,7788,4170,962,257
05/18/2020,04/28/2020,11839,2642,321,56
05/18/2020,03/28/2020,4717,3479,1398,514
05/19/2020,03/09/2020,396,72,32,14
05/19/2020,03/15/2020,2353,1101,300,86
05/19/2020,03/24/2020,7189,4601,1420,473
05/19/2020,04/14/2020,9375,4095,1105,324
05/19/2020,05/12/2020,14928,1187,77,8
05/19/2020,04/08/2020,10158,5523,1668,620
05/19/2020,03/14/2020,1705,694,232,63
05/19/2020,05/17/2020,1605,93,6,1
05/19/2020,05/07/2020,11093,1186,116,11
05/19/2020,02/04/2020,1,0,0,0
05/19/2020,04/13/2020,6702,3257,1152,365
05/19/2020,02/26/2020,1,0,1,0
05/19/2020,05/06/2020,11576,1331,133,18
05/19/2020,03/29/2020,4868,3529,1446,466
05/19/2020,04/27/2020,10191,2223,380,68
05/19/2020,03/31/2020,7910,5465,1818,688
05/19/2020,04/23/2020,9983,2771,447,110
05/19/2020,04/20/2020,11409,3725,649,167
05/19/2020,05/01/2020,10140,1810,230,39
05/19/2020,04/07/2020,10549,5970,1717,626
05/19/2020,03/02/2020,4,0,3,0
05/19/2020,05/04/2020,10954,1480,137,32
05/19/2020,04/30/2020,10623,1963,230,53
05/19/2020,05/14/2020,13345,957,61,5
05/19/2020,03/16/2020,4947,2248,495,115
05/19/2020,02/28/2020,1,0,0,0
05/19/2020,05/10/2020,4406,427,63,5
05/19/2020,03/06/2020,80,12,14,2
05/19/2020,02/24/2020,1,0,0,0
05/19/2020,05/08/2020,10194,1040,115,11
05/19/2020,02/08/2020,1,0,1,0
05/19/2020,04/10/2020,7734,4367,1288,450
05/19/2020,05/09/2020,5306,600,75,10
05/19/2020,02/05/2020,1,0,1,0
05/19/2020,03/10/2020,454,88,39,10
05/19/2020,03/01/2020,2,1,0,0
05/19/2020,04/06/2020,10918,6336,1906,707
05/19/2020,03/23/2020,5631,3661,1204,364
05/19/2020,05/02/2020,5839,1027,168,26
05/19/2020,03/25/2020,7576,4932,1519,480
05/19/2020,04/24/2020,9454,2403,468,99
05/19/2020,04/21/2020,9738,3042,581,164
05/19/2020,03/13/2020,2160,687,199,48
05/19/2020,03/07/2020,61,11,12,3
05/19/2020,01/23/2020,2,1,0,0
05/19/2020,05/16/2020,4090,282,31,0
05/19/2020,03/21/2020,4753,2705,807,247
05/19/2020,05/13/2020,15051,1240,58,2
05/19/2020,05/03/2020,4581,742,139,20
05/19/2020,04/16/2020,9524,3482,804,224
05/19/2020,04/09/2020,9197,4994,1426,506
05/19/2020,04/25/2020,6125,1567,294,63
05/19/2020,04/29/2020,11750,2270,304,43
05/19/2020,04/28/2020,11840,2644,329,58
05/19/2020,04/03/2020,9534,5682,1826,670
05/19/2020,05/18/2020,88,3,0,0
05/19/2020,02/29/2020,2,1,0,0
05/19/2020,02/02/2020,2,0,2,0
05/19/2020,03/03/2020,12,2,7,0
05/19/2020,03/04/2020,32,6,16,2
05/19/2020,04/12/2020,5735,2828,936,331
05/19/2020,02/27/2020,1,0,0,0
05/19/2020,03/08/2020,109,27,22,4
05/19/2020,04/01/2020,8423,5453,1653,667
05/19/2020,04/15/2020,9856,3816,941,289
05/19/2020,03/17/2020,5529,2582,552,141
05/19/2020,03/11/2020,791,181,65,23
05/19/2020,05/05/2020,11167,1455,130,13
05/19/2020,04/26/2020,4346,968,284,64
05/19/2020,04/17/2020,10182,3510,772,205
05/19/2020,04/18/2020,6546,2162,560,152
05/19/2020,03/18/2020,6305,3172,699,179
05/19/2020,05/15/2020,9413,661,42,0
05/19/2020,04/22/2020,11344,3404,542,131
05/19/2020,03/20/2020,7790,4171,963,257
05/19/2020,03/12/2020,1565,397,94,31
05/19/2020,04/11/2020,6902,3646,1056,338
05/19/2020,03/26/2020,7285,5084,1689,550
05/19/2020,03/05/2020,63,5,25,1
05/19/2020,03/28/2020,4721,3481,1400,514
05/19/2020,04/02/2020,9373,5782,1833,640
05/19/2020,04/04/2020,6240,3821,1394,496
05/19/2020,05/11/2020,13395,1160,109,9
05/19/2020,04/19/2020,6724,2303,518,137
05/19/2020,03/22/2020,4406,2668,917,260
05/19/2020,03/19/2020,7737,3916,878,238
05/19/2020,03/30/2020,8524,6065,1930,690
05/19/2020,03/27/2020,7409,5128,1682,568
05/19/2020,02/09/2020,1,0,0,0
05/19/2020,04/05/2020,6321,3755,1370,490
05/20/2020,04/27/2020,10204,2230,380,69
05/20/2020,03/04/2020,32,6,16,2
05/20/2020,02/27/2020,1,0,0,0
05/20/2020,03/05/2020,63,5,25,1
05/20/2020,04/29/2020,11763,2275,305,43
05/20/2020,03/31/2020,7914,5468,1821,691
05/20/2020,01/23/2020,1,0,0,0
05/20/2020,05/19/2020,104,2,0,0
05/20/2020,05/12/2020,14965,1196,79,8
05/20/2020,03/30/2020,8523,6066,1931,692
05/20/2020,05/10/2020,4412,429,63,5
05/20/2020,04/22/2020,11340,3404,540,134
05/20/2020,03/09/2020,396,72,32,14
05/20/2020,03/21/2020,4760,2706,807,247
05/20/2020,04/05/2020,6319,3755,1370,490
05/20/2020,03/18/2020,6300,3168,697,178
05/20/2020,03/12/2020,1566,397,94,31
05/20/2020,04/13/2020,6687,3257,1150,369
05/20/2020,04/21/2020,9749,3040,581,164
05/20/2020,05/07/2020,11114,1191,116,11
05/20/2020,03/11/2020,790,181,65,23
05/20/2020,03/10/2020,454,88,39,10
05/20/2020,04/25/2020,6133,1566,293,64
05/20/2020,05/08/2020,10219,1045,116,12
05/20/2020,04/06/2020,10916,6332,1902,708
05/20/2020,03/08/2020,109,27,22,4
05/20/2020,04/14/2020,9373,4095,1105,325
05/20/2020,04/18/2020,6546,2163,559,152
05/20/2020,04/19/2020,6722,2302,518,137
05/20/2020,02/29/2020,2,1,0,0
05/20/2020,04/11/2020,6904,3647,1057,341
05/20/2020,04/01/2020,8426,5452,1652,667
05/20/2020,03/29/2020,4870,3530,1447,466
05/20/2020,05/16/2020,5562,347,43,1
05/20/2020,04/26/2020,4345,966,283,65
05/20/2020,05/18/2020,4482,208,3,0
05/20/2020,04/07/2020,10555,5976,1722,627
05/20/2020,03/20/2020,7798,4174,962,258
05/20/2020,04/12/2020,5733,2826,935,332
05/20/2020,03/06/2020,80,12,14,2
05/20/2020,03/24/2020,7195,4603,1421,474
05/20/2020,05/06/2020,11608,1340,133,18
05/20/2020,04/10/2020,7738,4368,1290,450
05/20/2020,02/02/2020,2,0,2,0
05/20/2020,03/07/2020,61,11,12,3
05/20/2020,04/30/2020,10636,1968,234,53
05/20/2020,04/02/2020,9376,5787,1835,645
05/20/2020,05/02/2020,5846,1025,168,28
05/20/2020,04/17/2020,10177,3511,772,206
05/20/2020,03/22/2020,4409,2670,917,260
05/20/2020,02/26/2020,1,0,1,0
05/20/2020,02/04/2020,1,0,0,0
05/20/2020,02/09/2020,1,0,0,0
05/20/2020,03/16/2020,4947,2249,494,114
05/20/2020,04/24/2020,9471,2406,466,100
05/20/2020,03/27/2020,7413,5129,1682,569
05/20/2020,05/17/2020,3041,203,23,2
05/20/2020,03/03/2020,12,2,7,0
05/20/2020,04/09/2020,9186,4993,1426,508
05/20/2020,02/05/2020,1,0,1,0
05/20/2020,05/13/2020,15121,1245,64,2
05/20/2020,03/02/2020,4,0,3,0
05/20/2020,04/04/2020,6240,3820,1395,496
05/20/2020,04/08/2020,10164,5528,1668,620
05/20/2020,02/08/2020,1,0,1,0
05/20/2020,04/03/2020,9539,5683,1828,672
05/20/2020,02/24/2020,1,0,0,0
05/20/2020,05/03/2020,4583,748,140,20
05/20/2020,03/17/2020,5525,2580,552,140
05/20/2020,05/01/2020,10152,1812,230,40
05/20/2020,03/19/2020,7734,3918,878,239
05/20/2020,03/26/2020,7286,5084,1689,550
05/20/2020,05/15/2020,11352,733,44,0
05/20/2020,04/28/2020,11863,2653,333,61
05/20/2020,04/20/2020,11413,3728,650,168
05/20/2020,05/04/2020,10977,1483,137,32
05/20/2020,03/13/2020,2161,687,199,48
05/20/2020,05/09/2020,5314,602,75,10
05/20/2020,03/14/2020,1704,694,232,63
05/20/2020,05/14/2020,13895,1011,61,5
05/20/2020,04/15/2020,9855,3818,941,289
05/20/2020,05/05/2020,11181,1457,133,14
05/20/2020,04/16/2020,9535,3489,808,226
05/20/2020,03/25/2020,7574,4930,1520,480
05/20/2020,04/23/2020,9984,2775,450,112
05/20/2020,05/11/2020,13462,1165,111,12
05/20/2020,03/15/2020,2353,1105,301,86
05/20/2020,03/01/2020,2,1,0,0
05/20/2020,03/28/2020,4717,3481,1399,515
05/20/2020,03/23/2020,5637,3663,1204,364
05/21/2020,05/17/2020,3448,232,38,2
05/21/2020,03/01/2020,2,1,0,0
05/21/2020,02/04/2020,1,0,0,0
05/21/2020,03/19/2020,7734,3918,878,239
05/21/2020,03/23/2020,5640,3666,1205,365
05/21/2020,05/11/2020,13469,1166,113,13
05/21/2020,03/06/2020,80,12,14,2
05/21/2020,04/29/2020,11763,2280,303,44
05/21/2020,03/07/2020,61,11,12,3
05/21/2020,02/26/2020,1,0,1,0
05/21/2020,04/03/2020,9539,5685,1828,673
05/21/2020,04/21/2020,9749,3042,580,167
05/21/2020,05/19/2020,3288,156,2,0
05/21/2020,05/06/2020,11611,1342,133,18
05/21/2020,04/26/2020,4345,968,284,67
05/21/2020,04/18/2020,6546,2164,559,153
05/21/2020,04/14/2020,9373,4095,1106,327
05/21/2020,04/24/2020,9471,2409,468,103
05/21/2020,04/13/2020,6688,3258,1149,375
05/21/2020,03/26/2020,7286,5084,1690,553
05/21/2020,04/06/2020,10916,6334,1903,714
05/21/2020,03/03/2020,12,2,7,0
05/21/2020,05/02/2020,5850,1031,168,29
05/21/2020,05/13/2020,15140,1247,70,4
05/21/2020,04/17/2020,10177,3513,774,206
05/21/2020,04/20/2020,11414,3729,650,170
05/21/2020,03/22/2020,4409,2670,917,260
05/21/2020,04/09/2020,9186,4994,1426,510
05/21/2020,03/12/2020,1566,397,94,31
05/21/2020,03/09/2020,396,72,32,14
05/21/2020,03/18/2020,6300,3168,697,178
05/21/2020,04/10/2020,7739,4368,1291,452
05/21/2020,02/29/2020,2,1,0,0
05/21/2020,04/16/2020,9535,3490,807,227
05/21/2020,05/10/2020,4412,429,63,7
05/21/2020,05/01/2020,10154,1816,233,42
05/21/2020,05/03/2020,4583,748,139,21
05/21/2020,04/25/2020,6135,1567,293,64
05/21/2020,05/04/2020,10981,1489,142,32
05/21/2020,05/05/2020,11184,1459,134,15
05/21/2020,03/31/2020,7914,5468,1822,691
05/21/2020,05/14/2020,13981,1017,64,6
05/21/2020,05/09/2020,5315,602,76,11
05/21/2020,02/02/2020,2,0,2,0
05/21/2020,04/11/2020,6904,3647,1060,343
05/21/2020,02/05/2020,1,0,1,0
05/21/2020,03/25/2020,7575,4931,1523,480
05/21/2020,02/09/2020,1,0,0,0
05/21/2020,04/05/2020,6319,3755,1369,491
05/21/2020,03/21/2020,4761,2708,809,247
05/21/2020,05/15/2020,11525,792,48,1
05/21/2020,04/28/2020,11863,2656,335,63
05/21/2020,04/23/2020,9983,2775,451,114
05/21/2020,03/13/2020,2161,687,199,48
05/21/2020,01/23/2020,1,0,0,0
