name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/Panama/334655/2020|EPI_ISL_496790|2020-03-31|NorthAmerica,Panama/334655/2020,EPI_ISL_496790,2020-03-31,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/335097/2020|EPI_ISL_496804|2020-04-01|NorthAmerica,Panama/335097/2020,EPI_ISL_496804,2020-04-01,North America,Panama,Panama Center,North America,Panama,
hCoV-19/Panama/337250/2020|EPI_ISL_496857|2020-04-07|NorthAmerica,Panama/337250/2020,EPI_ISL_496857,2020-04-07,North America,Panama,Colon,North America,Panama,
hCoV-19/Panama/334277/2020|EPI_ISL_496771|2020-03-30|NorthAmerica,Panama/334277/2020,EPI_ISL_496771,2020-03-30,North America,Panama,Panama Oeste,North America,Panama,
hCoV-19/Panama/339631/2020|EPI_ISL_496897|2020-04-12|NorthAmerica,Panama/339631/2020,EPI_ISL_496897,2020-04-12,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/338681/2020|EPI_ISL_496879|2020-04-09|NorthAmerica,Panama/338681/2020,EPI_ISL_496879,2020-04-09,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/330754/2020|EPI_ISL_496671|2020-03-12|NorthAmerica,Panama/330754/2020,EPI_ISL_496671,2020-03-12,North America,Panama,Panama Oeste,North America,Panama,
hCoV-19/Panama/341361/2020|EPI_ISL_496915|2020-04-15|NorthAmerica,Panama/341361/2020,EPI_ISL_496915,2020-04-15,North America,Panama,Colon,North America,Panama,
hCoV-19/Panama/339125/2020|EPI_ISL_496891|2020-04-10|NorthAmerica,Panama/339125/2020,EPI_ISL_496891,2020-04-10,North America,Panama,Cocle,North America,Panama,
hCoV-19/Panama/336418/2020|EPI_ISL_496848|2020-04-04|NorthAmerica,Panama/336418/2020,EPI_ISL_496848,2020-04-04,North America,Panama,Panama Center,North America,Panama,
hCoV-19/Panama/333668/2020|EPI_ISL_496749|2020-03-26|NorthAmerica,Panama/333668/2020,EPI_ISL_496749,2020-03-26,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/340006/2020|EPI_ISL_496901|2020-04-13|NorthAmerica,Panama/340006/2020,EPI_ISL_496901,2020-04-13,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/338362/2020|EPI_ISL_496867|2020-04-09|NorthAmerica,Panama/338362/2020,EPI_ISL_496867,2020-04-09,North America,Panama,Panama Center,North America,Panama,
hCoV-19/Panama/336023/2020|EPI_ISL_496834|2020-04-03|NorthAmerica,Panama/336023/2020,EPI_ISL_496834,2020-04-03,North America,Panama,Panama Center,North America,Panama,
hCoV-19/Panama/336440/2020|EPI_ISL_496850|2020-04-05|NorthAmerica,Panama/336440/2020,EPI_ISL_496850,2020-04-05,North America,Panama,Panama Center,North America,Panama,
hCoV-19/Panama/335877/2020|EPI_ISL_496823|2020-04-03|NorthAmerica,Panama/335877/2020,EPI_ISL_496823,2020-04-03,North America,Panama,Chiriqui,North America,Panama,
hCoV-19/Panama/334102/2020|EPI_ISL_496764|2020-03-21|NorthAmerica,Panama/334102/2020,EPI_ISL_496764,2020-03-21,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/341269/2020|EPI_ISL_496914|2020-04-15|NorthAmerica,Panama/341269/2020,EPI_ISL_496914,2020-04-15,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/338641/2020|EPI_ISL_496873|2020-04-09|NorthAmerica,Panama/338641/2020,EPI_ISL_496873,2020-04-09,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/337099/2020|EPI_ISL_496856|2020-04-06|NorthAmerica,Panama/337099/2020,EPI_ISL_496856,2020-04-06,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/334256/2020|EPI_ISL_496770|2020-03-26|NorthAmerica,Panama/334256/2020,EPI_ISL_496770,2020-03-26,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/337097/2020|EPI_ISL_496855|2020-04-06|NorthAmerica,Panama/337097/2020,EPI_ISL_496855,2020-04-06,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/338642/2020|EPI_ISL_496874|2020-04-09|NorthAmerica,Panama/338642/2020,EPI_ISL_496874,2020-04-09,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/340232/2020|EPI_ISL_496904|2020-04-13|NorthAmerica,Panama/340232/2020,EPI_ISL_496904,2020-04-13,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Panama/338639/2020|EPI_ISL_496871|2020-04-09|NorthAmerica,Panama/338639/2020,EPI_ISL_496871,2020-04-09,North America,Panama,Guna Yala,North America,Panama,
hCoV-19/Singapore/20/2020|EPI_ISL_418993|2020-01-29|Asia,Singapore/20/2020,EPI_ISL_418993,2020-01-29,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Singapore/906/2020|EPI_ISL_536447|2020-01-25|Asia,Singapore/906/2020,EPI_ISL_536447,2020-01-25,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/MKAK-CL-2020-6430/2020|EPI_ISL_416886|2020-02-04|Asia,Malaysia/MKAK-CL-2020-6430/2020,EPI_ISL_416886,2020-02-04,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/WA1/2020|EPI_ISL_404895|2020-01-19|NorthAmerica,USA/WA1/2020,EPI_ISL_404895,2020-01-19,North America,USA,Washington,Asia,Asia,Asia
hCoV-19/Wuhan/0126-C13/2020|EPI_ISL_493171|2020-01-26|Asia,Wuhan/0126-C13/2020,EPI_ISL_493171,2020-01-26,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Canada/BC_4799711/2020|EPI_ISL_418830|2020-03-09|NorthAmerica,Canada/BC_4799711/2020,EPI_ISL_418830,2020-03-09,North America,Canada,British Columbia,North America,Canada,
hCoV-19/USA/FL_5091/2020|EPI_ISL_419560|2020-02-28|NorthAmerica,USA/FL_5091/2020,EPI_ISL_419560,2020-02-28,North America,USA,Florida,North America,USA,
hCoV-19/USA/WA-S113/2020|EPI_ISL_417166|2020-02-29|NorthAmerica,USA/WA-S113/2020,EPI_ISL_417166,2020-02-29,North America,USA,Washington,North America,USA,
hCoV-19/Canada/BC_4122951/2020|EPI_ISL_418826|2020-03-10|NorthAmerica,Canada/BC_4122951/2020,EPI_ISL_418826,2020-03-10,North America,Canada,British Columbia,North America,Canada,
hCoV-19/USA/WA2/2020|EPI_ISL_412970|2020-02-24|NorthAmerica,USA/WA2/2020,EPI_ISL_412970,2020-02-24,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S877/2020|EPI_ISL_463367|2020-04-15|NorthAmerica,USA/WA-S877/2020,EPI_ISL_463367,2020-04-15,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S97/2020|EPI_ISL_417150|2020-02-28|NorthAmerica,USA/WA-S97/2020,EPI_ISL_417150,2020-02-28,North America,USA,Washington,North America,USA,
hCoV-19/USA/LA-QDX-741/2020|EPI_ISL_571530|2020-03-17|NorthAmerica,USA/LA-QDX-741/2020,EPI_ISL_571530,2020-03-17,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/CA-CDPH-UC1/2020|EPI_ISL_413557|2020-02-28|NorthAmerica,USA/CA-CDPH-UC1/2020,EPI_ISL_413557,2020-02-26,North America,USA,Grand Princess,North America,USA,
hCoV-19/USA/WA-S243/2020|EPI_ISL_430281|2020-02-29|NorthAmerica,USA/WA-S243/2020,EPI_ISL_430281,2020-02-29,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S257/2020|EPI_ISL_430295|2020-02-25|NorthAmerica,USA/WA-S257/2020,EPI_ISL_430295,2020-02-25,North America,USA,Washington,North America,USA,
hCoV-19/USA/OR-OHSU-0200/2020|EPI_ISL_509071|2020-03-30|NorthAmerica,USA/OR-OHSU-0200/2020,EPI_ISL_509071,2020-03-30,North America,USA,Oregon,North America,USA,
hCoV-19/USA/CA-CZB-1360/2020|EPI_ISL_468372|2020-04-12|NorthAmerica,USA/CA-CZB-1360/2020,EPI_ISL_468372,2020-04-12,North America,USA,California,North America,USA,
hCoV-19/USA/WA-UW245/2020|EPI_ISL_418030|2020-03-16|NorthAmerica,USA/WA-UW245/2020,EPI_ISL_418030,2020-03-16,North America,USA,Washington,North America,USA,
hCoV-19/USA/OR-OHSU-0049/2020|EPI_ISL_468086|2020-04-16|NorthAmerica,USA/OR-OHSU-0049/2020,EPI_ISL_468086,2020-04-16,North America,USA,Oregon,North America,USA,
hCoV-19/USA/WA-S90/2020|EPI_ISL_417143|2020-02-29|NorthAmerica,USA/WA-S90/2020,EPI_ISL_417143,2020-02-29,North America,USA,Oregon,North America,USA,
hCoV-19/USA/WA-S89/2020|EPI_ISL_417142|2020-02-29|NorthAmerica,USA/WA-S89/2020,EPI_ISL_417142,2020-02-29,North America,USA,Oregon,North America,USA,
hCoV-19/USA/WA-S713/2020|EPI_ISL_449883|2020-04-08|NorthAmerica,USA/WA-S713/2020,EPI_ISL_449883,2020-04-08,North America,USA,Washington,North America,USA,
hCoV-19/USA/CA-CDPH-UC5/2020|EPI_ISL_413922|2020-03-05|NorthAmerica,USA/CA-CDPH-UC5/2020,EPI_ISL_413922,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/USA/CA-CDPH-UC6/2020|EPI_ISL_413924|2020-03-05|NorthAmerica,USA/CA-CDPH-UC6/2020,EPI_ISL_413924,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/Mexico/DUR-InDRE-09/2020|EPI_ISL_455432|2020-03-11|NorthAmerica,Mexico/DUR-InDRE-09/2020,EPI_ISL_455432,2020-03-11,North America,Mexico,Durango,North America,Mexico,
hCoV-19/USA/CA-CDPH-UC7/2020|EPI_ISL_413925|2020-03-05|NorthAmerica,USA/CA-CDPH-UC7/2020,EPI_ISL_413925,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/USA/CA-CDPH-UC9/2020|EPI_ISL_413928|2020-03-05|NorthAmerica,USA/CA-CDPH-UC9/2020,EPI_ISL_413928,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/USA/CA-CDPH-UC11/2020|EPI_ISL_413931|2020-03-05|NorthAmerica,USA/CA-CDPH-UC11/2020,EPI_ISL_413931,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/USA/CA-CDPH-UC8/2020|EPI_ISL_413926|2020-03-05|NorthAmerica,USA/CA-CDPH-UC8/2020,EPI_ISL_413926,2020-03-05,North America,USA,Grand Princess,North America,USA,
hCoV-19/Panama/329547/2020|EPI_ISL_496633|2020-03-09|NorthAmerica,Panama/329547/2020,EPI_ISL_496633,2020-03-09,North America,Panama,Santiago de Veraguas,North America,Panama,
hCoV-19/Panama/328941/2020|EPI_ISL_496617|2020-02-27|NorthAmerica,Panama/328941/2020,EPI_ISL_496617,2020-02-27,North America,Panama,Panama Center,North America,USA,USA
hCoV-19/PuertoRico/CDC-S7/2020|EPI_ISL_434547|2020-03-24|NorthAmerica,PuertoRico/CDC-S7/2020,EPI_ISL_434547,2020-03-24,North America,USA,Puerto Rico,North America,USA,
hCoV-19/CostaRica/03/2020|EPI_ISL_434536|2020-03-17|NorthAmerica,CostaRica/03/2020,EPI_ISL_434536,2020-03-17,North America,Costa Rica,Heredia,North America,Costa Rica,
hCoV-19/Taiwan/TSGH-34/2020|EPI_ISL_447593|2020-04-01|Asia,Taiwan/TSGH-34/2020,EPI_ISL_447593,2020-04-01,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/GA-QDX-1073/2020|EPI_ISL_571823|2020-03-18|NorthAmerica,USA/GA-QDX-1073/2020,EPI_ISL_571823,2020-03-18,North America,USA,Georgia,North America,USA,
hCoV-19/Panama/328971/2020|EPI_ISL_496619|2020-03-09|NorthAmerica,Panama/328971/2020,EPI_ISL_496619,2020-03-09,North America,Panama,Panama Center,North America,USA,USA
hCoV-19/USA/CO-CDC-5610/2020|EPI_ISL_452127|2020-03-07|NorthAmerica,USA/CO-CDC-5610/2020,EPI_ISL_452127,2020-03-07,North America,USA,Colorado,North America,USA,
hCoV-19/USA/CO-CDC-5667/2020|EPI_ISL_452128|2020-03-08|NorthAmerica,USA/CO-CDC-5667/2020,EPI_ISL_452128,2020-03-08,North America,USA,Colorado,North America,USA,
hCoV-19/Mexico/CMX-INER-05/2020|EPI_ISL_424627|2020-03-16|NorthAmerica,Mexico/CMX-INER-05/2020,EPI_ISL_424627,2020-03-16,North America,Mexico,Mexico City,North America,Mexico,
hCoV-19/Mexico/CMX-InDRE_15/2020|EPI_ISL_455439|2020-03-11|NorthAmerica,Mexico/CMX-InDRE_15/2020,EPI_ISL_455439,2020-03-11,North America,Mexico,Mexico City,North America,Mexico,
hCoV-19/Mexico/CMX-INCMNSZ-04/2020|EPI_ISL_426364|2020-03-12|NorthAmerica,Mexico/CMX-INCMNSZ-04/2020,EPI_ISL_426364,2020-03-12,North America,Mexico,Mexico City,North America,Mexico,
hCoV-19/Mexico/CMX-INCMNSZ-03/2020|EPI_ISL_426363|2020-03-12|NorthAmerica,Mexico/CMX-INCMNSZ-03/2020,EPI_ISL_426363,2020-03-12,North America,Mexico,Mexico City,North America,Mexico,
hCoV-19/Mexico/CMX-InDRE-06/2020|EPI_ISL_424673|2020-03-12|NorthAmerica,Mexico/CMX-InDRE-06/2020,EPI_ISL_424673,2020-03-12,North America,Mexico,Mexico City,North America,Mexico,
hCoV-19/USA/MN-MDH-1359/2020|EPI_ISL_507948|2020-04-22|NorthAmerica,USA/MN-MDH-1359/2020,EPI_ISL_507948,2020-04-22,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-MDH-1365/2020|EPI_ISL_507953|2020-04-23|NorthAmerica,USA/MN-MDH-1365/2020,EPI_ISL_507953,2020-04-23,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-MDH-1307/2020|EPI_ISL_495606|2020-04-06|NorthAmerica,USA/MN-MDH-1307/2020,EPI_ISL_495606,2020-04-06,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-MDH-1304/2020|EPI_ISL_495603|2020-04-06|NorthAmerica,USA/MN-MDH-1304/2020,EPI_ISL_495603,2020-04-06,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/NM-UNM-00014/2020|EPI_ISL_467596|2020-03-14|NorthAmerica,USA/NM-UNM-00014/2020,EPI_ISL_467596,2020-03-14,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/PA-QDX-30/2020|EPI_ISL_467904|2020-03-13|NorthAmerica,USA/PA-QDX-30/2020,EPI_ISL_467904,2020-03-13,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/HI-QDX-1288/2020|EPI_ISL_571927|2020-03-16|NorthAmerica,USA/HI-QDX-1288/2020,EPI_ISL_571927,2020-03-16,North America,USA,Hawaii,North America,USA,
hCoV-19/Peru/LIM-INS-142/2020|EPI_ISL_536537|2020-03-16|SouthAmerica,Peru/LIM-INS-142/2020,EPI_ISL_536537,2020-03-16,South America,South America,South America,South America,South America,
hCoV-19/Iceland/259/2020|EPI_ISL_417587|2020-03-17|Europe,Iceland/259/2020,EPI_ISL_417587,2020-03-17,Europe,Europe,Europe,North America,North America,North America
hCoV-19/CostaRica/INC-0049/2020|EPI_ISL_512655|2020-03-20|NorthAmerica,CostaRica/INC-0049/2020,EPI_ISL_512655,2020-03-20,North America,Costa Rica,San Jose,North America,Panama,Panama
hCoV-19/USA/MT-BHDH-074/2020|EPI_ISL_437433|2020-04-15|NorthAmerica,USA/MT-BHDH-074/2020,EPI_ISL_437433,2020-04-15,North America,USA,Montana,North America,USA,
hCoV-19/Australia/VIC847/2020|EPI_ISL_427107|2020-04-04|Oceania,Australia/VIC847/2020,EPI_ISL_427107,2020-04-04,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/USA/VI-CDC-3705/2020|EPI_ISL_452122|2020-03-23|NorthAmerica,USA/VI-CDC-3705/2020,EPI_ISL_452122,2020-03-23,North America,USA,Virgin Islands,North America,USA,
hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05|NorthAmerica,Canada/BC_83163/2020,EPI_ISL_415589,2020-03-05,North America,Canada,British Columbia,North America,Canada,
hCoV-19/USA/VI-CDC-3688/2020|EPI_ISL_452123|2020-03-23|NorthAmerica,USA/VI-CDC-3688/2020,EPI_ISL_452123,2020-03-23,North America,USA,Virgin Islands,North America,USA,
hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12|NorthAmerica,Canada/MB_8/2020,EPI_ISL_418812,2020-03-12,North America,Canada,Manitoba,North America,Canada,
hCoV-19/Canada/MB-NML-658/2020|EPI_ISL_582302|2020-04-03|NorthAmerica,Canada/MB-NML-658/2020,EPI_ISL_582302,2020-04-03,North America,Canada,Manitoba,North America,Canada,
hCoV-19/Canada/MB-NML-878/2020|EPI_ISL_582354|2020-03-31|NorthAmerica,Canada/MB-NML-878/2020,EPI_ISL_582354,2020-03-31,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/WA-S82/2020|EPI_ISL_417135|2020-02-22|NorthAmerica,USA/WA-S82/2020,EPI_ISL_417135,2020-02-22,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S100/2020|EPI_ISL_417153|2020-02-29|NorthAmerica,USA/WA-S100/2020,EPI_ISL_417153,2020-02-29,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S6/2020|EPI_ISL_416461|2020-02-29|NorthAmerica,USA/WA-S6/2020,EPI_ISL_416461,2020-02-29,North America,USA,Washington,North America,USA,
hCoV-19/USA/HI_7881/2020|EPI_ISL_426421|2020-03-07|NorthAmerica,USA/HI_7881/2020,EPI_ISL_426421,2020-03-07,North America,USA,Hawaii,North America,USA,
hCoV-19/Canada/MB-NML-623/2020|EPI_ISL_582292|2020-03-29|NorthAmerica,Canada/MB-NML-623/2020,EPI_ISL_582292,2020-03-29,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/WA-UW-1347/2020|EPI_ISL_422992|2020-03-17|NorthAmerica,USA/WA-UW-1347/2020,EPI_ISL_422992,2020-03-17,North America,USA,Washington,North America,USA,
hCoV-19/Canada/MB-NML-872/2020|EPI_ISL_582349|2020-03-21|NorthAmerica,Canada/MB-NML-872/2020,EPI_ISL_582349,2020-03-21,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/WA4-UW2/2020|EPI_ISL_413455|2020-02-28|NorthAmerica,USA/WA4-UW2/2020,EPI_ISL_413455,2020-02-28,North America,USA,Washington,North America,USA,
hCoV-19/USA/VA-DCLS-0543/2020|EPI_ISL_485844|2020-03-12|NorthAmerica,USA/VA-DCLS-0543/2020,EPI_ISL_485844,2020-03-12,North America,USA,Virginia,North America,USA,
hCoV-19/USA/NC-CDC-6999/2020|EPI_ISL_452124|2020-03-03|NorthAmerica,USA/NC-CDC-6999/2020,EPI_ISL_452124,2020-03-03,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/WA-UW173/2020|EPI_ISL_416711|2020-03-15|NorthAmerica,USA/WA-UW173/2020,EPI_ISL_416711,2020-03-15,North America,USA,Washington,North America,USA,
hCoV-19/USA/UT_8199/2020|EPI_ISL_424889|2020-03-05|NorthAmerica,USA/UT_8199/2020,EPI_ISL_424889,2020-03-05,North America,USA,Utah,North America,USA,
hCoV-19/USA/VT-CDC-0303/2020|EPI_ISL_447846|2020-03-05|NorthAmerica,USA/VT-CDC-0303/2020,EPI_ISL_447846,2020-03-05,North America,USA,Vermont,North America,USA,
hCoV-19/USA/NC_6999/2020|EPI_ISL_424871|2020-03-06|NorthAmerica,USA/NC_6999/2020,EPI_ISL_424871,2020-03-06,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/KY-9A10/2020|EPI_ISL_468064|2020-03-18|NorthAmerica,USA/KY-9A10/2020,EPI_ISL_468064,2020-03-18,North America,USA,Kentucky,North America,USA,
hCoV-19/USA/VA-DCLS-0018/2020|EPI_ISL_420028|2020-03-11|NorthAmerica,USA/VA-DCLS-0018/2020,EPI_ISL_420028,2020-03-11,North America,USA,Virginia,North America,USA,
hCoV-19/USA/NV-NSPHL-A0006/2020|EPI_ISL_515295|2020-03-12|NorthAmerica,USA/NV-NSPHL-A0006/2020,EPI_ISL_515295,2020-03-12,North America,USA,Nevada,North America,USA,
hCoV-19/USA/KY-9E09/2020|EPI_ISL_468065|2020-03-18|NorthAmerica,USA/KY-9E09/2020,EPI_ISL_468065,2020-03-18,North America,USA,Kentucky,North America,USA,
hCoV-19/USA/WA-S668/2020|EPI_ISL_438221|2020-04-22|NorthAmerica,USA/WA-S668/2020,EPI_ISL_438221,2020-04-22,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S1065/2020|EPI_ISL_463555|2020-04-29|NorthAmerica,USA/WA-S1065/2020,EPI_ISL_463555,2020-04-29,North America,USA,Washington,North America,USA,
hCoV-19/Canada/MB-NML-1023/2020|EPI_ISL_582388|2020-04-18|NorthAmerica,Canada/MB-NML-1023/2020,EPI_ISL_582388,2020-04-18,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/CA-QDX-48/2020|EPI_ISL_467836|2020-03-15|NorthAmerica,USA/CA-QDX-48/2020,EPI_ISL_467836,2020-03-15,North America,USA,California,North America,USA,
hCoV-19/USA/WA-UW-1666/2020|EPI_ISL_424196|2020-03-20|NorthAmerica,USA/WA-UW-1666/2020,EPI_ISL_424196,2020-03-20,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-S340/2020|EPI_ISL_434100|2020-04-04|NorthAmerica,USA/WA-S340/2020,EPI_ISL_434100,2020-04-04,North America,USA,Washington,North America,USA,
hCoV-19/USA/NV-NSPHL-A0051/2020|EPI_ISL_515333|2020-03-25|NorthAmerica,USA/NV-NSPHL-A0051/2020,EPI_ISL_515333,2020-03-25,North America,USA,Nevada,North America,USA,
hCoV-19/USA/CA-CZB-1602/2020|EPI_ISL_468531|2020-04-01|NorthAmerica,USA/CA-CZB-1602/2020,EPI_ISL_468531,2020-04-01,North America,USA,California,North America,USA,
hCoV-19/USA/WA-S329/2020|EPI_ISL_434089|2020-04-01|NorthAmerica,USA/WA-S329/2020,EPI_ISL_434089,2020-04-01,North America,USA,Washington,North America,USA,
hCoV-19/USA/NE-886/2020|EPI_ISL_428203|2020-03-25|NorthAmerica,USA/NE-886/2020,EPI_ISL_428203,2020-03-25,North America,USA,Nebraska,North America,USA,
hCoV-19/PuertoRico/CDC-S3/2020|EPI_ISL_434543|2020-03-23|NorthAmerica,PuertoRico/CDC-S3/2020,EPI_ISL_434543,2020-03-23,North America,USA,Puerto Rico,North America,USA,
hCoV-19/USA/OR-UW-1851/2020|EPI_ISL_424285|2020-03-21|NorthAmerica,USA/OR-UW-1851/2020,EPI_ISL_424285,2020-03-21,North America,USA,Oregon,North America,USA,
hCoV-19/USA/IN-Lilly-IPB0170-16bc18/2020|EPI_ISL_437457|2020-04-06|NorthAmerica,USA/IN-Lilly-IPB0170-16bc18/2020,EPI_ISL_437457,2020-04-06,North America,USA,Indiana,North America,USA,
hCoV-19/Finland/FIN-25/2020|EPI_ISL_412971|2020-02-25|Europe,Finland/FIN-25/2020,EPI_ISL_412971,2020-02-25,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BY-ChVir-929/2020|EPI_ISL_406862|2020-01-28|Europe,Germany/BY-ChVir-929/2020,EPI_ISL_406862,2020-01-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BY-ChVir-1289/2020|EPI_ISL_450203|2020-02-01|Europe,Germany/BY-ChVir-1289/2020,EPI_ISL_450203,2020-02-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BY-ChVir-1020/2020|EPI_ISL_450200|2020-01-28|Europe,Germany/BY-ChVir-1020/2020,EPI_ISL_450200,2020-01-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Germany/BY-ChVir-1017/2020|EPI_ISL_450209|2020-01-30|Europe,Germany/BY-ChVir-1017/2020,EPI_ISL_450209,2020-01-30,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Hangzhou/HZCDC7155/2020|EPI_ISL_482581|2020-03-21|Asia,Hangzhou/HZCDC7155/2020,EPI_ISL_482581,2020-03-21,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Finland/FIN-114/2020|EPI_ISL_414640|2020-03-01|Europe,Finland/FIN-114/2020,EPI_ISL_414640,2020-03-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Mongolia/Imp3989/2020|EPI_ISL_467666|2020-03-25|Asia,Mongolia/Imp3989/2020,EPI_ISL_467666,2020-03-25,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Denmark/ALAB-HH-267/2020|EPI_ISL_452098|2020-05-09|Europe,Denmark/ALAB-HH-267/2020,EPI_ISL_452098,2020-05-09,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Bulgaria/40/2020|EPI_ISL_480309|2020-04-19|Europe,Bulgaria/40/2020,EPI_ISL_480309,2020-04-19,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Bulgaria/41/2020|EPI_ISL_480310|2020-03-10|Europe,Bulgaria/41/2020,EPI_ISL_480310,2020-03-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Switzerland/GE-SNRCI-7536/2020|EPI_ISL_548195|2020-03-00|Europe,Switzerland/GE-SNRCI-7536/2020,EPI_ISL_548195,2020-03-14,Europe,Europe,Europe,Europe,Europe,
hCoV-19/DRC/236/2020|EPI_ISL_420032|2020-03-22|Africa,DRC/236/2020,EPI_ISL_420032,2020-03-22,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/108/2020|EPI_ISL_417948|2020-03-19|Africa,DRC/108/2020,EPI_ISL_417948,2020-03-19,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/191/2020|EPI_ISL_417955|2020-03-21|Africa,DRC/191/2020,EPI_ISL_417955,2020-03-21,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/4437/2020|EPI_ISL_513590|2020-05-02|Africa,DRC/4437/2020,EPI_ISL_513590,2020-05-02,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/1319/2020|EPI_ISL_431011|2020-04-07|Africa,DRC/1319/2020,EPI_ISL_431011,2020-04-07,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/1324/2020|EPI_ISL_435033|2020-04-07|Africa,DRC/1324/2020,EPI_ISL_435033,2020-04-07,Africa,Africa,Africa,Africa,Africa,
hCoV-19/DRC/2133/2020|EPI_ISL_435168|2020-04-13|Africa,DRC/2133/2020,EPI_ISL_435168,2020-04-13,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Canada/QC-LSPQ-L00232070/2020|EPI_ISL_535972|2020-03-22|NorthAmerica,Canada/QC-LSPQ-L00232070/2020,EPI_ISL_535972,2020-03-22,North America,Canada,Quebec,North America,Canada,
hCoV-19/Switzerland/BL-65240002/2020|EPI_ISL_581870|2020-04-04|Europe,Switzerland/BL-65240002/2020,EPI_ISL_581870,2020-04-04,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Switzerland/BL-65240056/2020|EPI_ISL_581871|2020-04-04|Europe,Switzerland/BL-65240056/2020,EPI_ISL_581871,2020-04-04,Europe,Europe,Europe,Europe,Europe,
hCoV-19/France/BRE-5689/2020|EPI_ISL_443294|2020-04-06|Europe,France/BRE-5689/2020,EPI_ISL_443294,2020-04-06,Europe,Europe,Europe,Europe,Europe,
