state	from	to	time
11850000	Bronx	Brooklyn	0.12162571730652524
11850000	Bronx	Manhattan	0.17288887453932894
11850000	Manhattan	StatenIsland	0.11413636847039646
11850000	Bronx	Brooklyn	0.16486427697133962
11850000	Bronx	Brooklyn	0.14799673243852163
11850000	Bronx	Brooklyn	0.17398958030121614
11850000	Brooklyn	StatenIsland	0.15708457000841045
11850000	Bronx	Brooklyn	0.11658093591570141
11850000	Bronx	Queens	0.06424650740773796
11850000	Bronx	Brooklyn	0.12034716635917961
11850000	Bronx	Queens	0.1655441374287785
11850000	Bronx	Queens	0.15334095478945395
11850000	Bronx	Brooklyn	0.14474249214639784
11850000	Bronx	Queens	0.15888576200037494
11850000	Bronx	Brooklyn	0.1715493205439988
11850000	Bronx	Queens	0.14588143893807784
11850000	Bronx	Brooklyn	0.1823079776250371
11850000	Bronx	Queens	0.14630318935975237
11850000	Bronx	Manhattan	0.14252949443860988
11850000	Bronx	Manhattan	0.15061275276126435
11850000	Bronx	Brooklyn	0.10998893779631805
11850000	Bronx	Queens	0.13454279076175754
11850000	Bronx	Queens	0.12633690943075362
11850000	Bronx	Queens	0.142327006664633
11850000	Bronx	Queens	0.14765627530367667
11850000	Bronx	Manhattan	0.1660037453385103
11850000	Bronx	Queens	0.1605270062016202
11850000	Bronx	Queens	0.13770299389289897
11850000	Bronx	Queens	0.15033113925152033
11850000	Bronx	Manhattan	0.1380747253209651
11850000	Bronx	Brooklyn	0.09765299280512273
11850000	Bronx	Queens	0.13280808303965638
11850000	Bronx	Brooklyn	0.12109010449321915
11850000	Bronx	Brooklyn	0.16009910574026678
11850000	Bronx	Brooklyn	0.11213041637326436
11850000	Bronx	Brooklyn	0.18377535216229343
11850000	Bronx	Manhattan	0.11026361383491656
11850000	Bronx	Brooklyn	0.1330406161716075
11850000	Bronx	Brooklyn	0.13720569311744107
11850000	Bronx	Queens	0.15219186917846636
11850000	Bronx	Queens	0.12998957237840275
11850000	Bronx	Manhattan	0.12682341557650106
11850000	Bronx	Manhattan	0.17830757435105243
11850000	Bronx	Brooklyn	0.17280140074309872
11850000	Bronx	Brooklyn	0.08907098199568524
11850000	Bronx	Manhattan	0.1597948914967073
11850000	Bronx	Manhattan	0.15647967062722765
11850000	Bronx	Brooklyn	0.16831748761272639
11850000	Bronx	Brooklyn	0.1580424878528466
11850000	Bronx	Manhattan	0.14080527524032604
11850000	Bronx	Brooklyn	0.14788771360896186
11850000	Bronx	Queens	0.07702992876070254
11850000	Bronx	Queens	0.16423031849599912
11850000	Bronx	Manhattan	0.09974207524779306
11850000	Bronx	Queens	0.12150052654616982
11850000	Bronx	Queens	0.12893743751015152
11850000	Bronx	Brooklyn	0.1198006050469762
11850000	Bronx	Queens	0.1216257785556685
11850000	Bronx	Queens	0.11283356183409696
11850000	Bronx	Brooklyn	0.1412908993841751
11850000	Bronx	Brooklyn	0.1026911870283914
11850000	Manhattan	StatenIsland	0.14210288963517165
11850000	Bronx	Queens	0.1637998614036503
11850000	Bronx	Queens	0.17046664520331234
11850000	Bronx	Brooklyn	0.16679664865278632
11850000	Bronx	Manhattan	0.18049241215581116
11850000	Bronx	Brooklyn	0.13510464430084163
11850000	Brooklyn	StatenIsland	0.15659023791730323
11850000	Bronx	Queens	0.18258790750664958
11850000	Bronx	Brooklyn	0.19329607794497652
11850000	Bronx	Queens	0.17206168214511944
11850000	Bronx	Queens	0.18248109057649964
11850000	Bronx	Brooklyn	0.14254234245787678
11850000	Bronx	Queens	0.18548623937174102
11950000	Queens	StatenIsland	0.10160129086735539
11950000	Queens	Bronx	0.07381180844634626
11950000	Queens	StatenIsland	0.16015513503507003
11950000	Bronx	Queens	0.1544260532075335
11950000	Bronx	Queens	0.13240329370290546
11950000	Bronx	Queens	0.12451423409913381
11950000	Bronx	Queens	0.15914453397676337
11950000	Bronx	Queens	0.14464138709939212
11950000	Bronx	Queens	0.13170316008404137
11950000	Bronx	Manhattan	0.16542906021522447
11950000	Bronx	Queens	0.13469817048276594
11950000	Bronx	Queens	0.15480435637403195
11950000	Bronx	Queens	0.11450110043453388
11950000	Bronx	Manhattan	0.14710864747954103
11950000	Bronx	Queens	0.16365883838511963
11950000	Queens	Bronx	0.10163372287672376
11950000	Bronx	Manhattan	0.06185145433601552
11950000	Bronx	Manhattan	0.1549153076660245
11950000	Bronx	Queens	0.15568249108658366
11950000	Bronx	Brooklyn	0.11266171958242345
11950000	Manhattan	Brooklyn	0.12912493040345394
11950000	Bronx	Brooklyn	0.09549802931156087
11950000	Bronx	Queens	0.16587585404792374
11950000	Bronx	Manhattan	0.12100873873503931
11950000	Bronx	Manhattan	0.1820826562265105
11950000	Manhattan	Brooklyn	0.15532710413254583
11950000	Bronx	Queens	0.05978623589640997
11950000	Queens	Bronx	2.5603346365187657E-4
11950000	Bronx	Manhattan	0.15895239897060054
11950000	Bronx	Manhattan	0.14090496574581468
11950000	Bronx	Brooklyn	0.12974536235403183
11950000	Bronx	Brooklyn	0.1275206562794151
11950000	Bronx	Queens	0.11137888470080463
11950000	Bronx	Queens	0.08784517899685673
11950000	Bronx	Manhattan	0.13788393783806355
11950000	Manhattan	Brooklyn	0.09909393262365374
11950000	Queens	StatenIsland	0.16250616241817056
11950000	Bronx	Queens	0.15040025896015374
11950000	Bronx	Queens	0.1319441576543776
11950000	Bronx	Brooklyn	0.17312493518353922
11950000	Bronx	Brooklyn	0.16718898914361352
11950000	Bronx	Queens	0.17647926985392243
11950000	Bronx	Manhattan	0.1584108198210996
11950000	Bronx	Queens	0.1514559033555072
11950000	Queens	StatenIsland	0.14483088866497248
11950000	Bronx	Manhattan	0.19483971203660075
11950000	Bronx	Queens	0.12623280366582912
11950000	Bronx	Brooklyn	0.1556232419535401
11950000	Bronx	Queens	0.17684604102817766
11950000	Bronx	Brooklyn	0.18952590453775234
12050000	Bronx	Brooklyn	0.14620589993536154
12050000	Bronx	StatenIsland	0.1178060471306748
12050000	Bronx	Brooklyn	0.057880442020034464
12050000	Bronx	StatenIsland	0.1132550653502292
12050000	Bronx	Queens	0.08730921629295994
12050000	Bronx	Brooklyn	0.12670591120326402
12050000	Bronx	Queens	0.11996107127797803
12050000	Bronx	Queens	0.10347325082885143
12050000	Bronx	Brooklyn	0.16412609647114682
12050000	Bronx	Queens	0.14104015956781185
12050000	Bronx	Brooklyn	0.14281214117863827
12050000	Bronx	Queens	0.15012174516870275
12050000	Bronx	Manhattan	0.1263915194165465
12050000	Bronx	Manhattan	0.16145332595929124
12050000	Bronx	Queens	0.16801031794089832
12050000	Bronx	Queens	0.14736961359316064
12050000	Bronx	Queens	0.16336648689769584
12050000	Bronx	Queens	0.13617758789181017
12050000	Bronx	Brooklyn	0.1494782714061673
12050000	Bronx	Manhattan	0.13972245154401605
12050000	Bronx	Queens	0.14975870217224513
12050000	Bronx	Queens	0.11149351279519941
12050000	Queens	Manhattan	0.05266169916921071
12050000	Bronx	Brooklyn	0.10503811502527712
12050000	Bronx	Queens	0.11247702783217417
12050000	Bronx	Brooklyn	0.16240916800195146
12050000	Queens	Manhattan	0.14441445300070693
12050000	Bronx	Brooklyn	0.1695038226139807
12050000	Bronx	Brooklyn	0.14947268263751856
12050000	Bronx	Brooklyn	0.12478315245301391
12050000	Bronx	Queens	0.15116088809529132
12050000	Bronx	Manhattan	0.12988154122063778
12050000	Bronx	Manhattan	0.17974704585679974
12050000	Bronx	Brooklyn	0.14313373804029667
12050000	Bronx	Brooklyn	0.17487323020326206
12050000	Bronx	Manhattan	0.14558523591546874
12050000	Bronx	Queens	0.15855897549737316
12050000	Bronx	Manhattan	0.1635906865609494
12050000	Bronx	Brooklyn	0.13342735672182482
12050000	Bronx	Brooklyn	0.12825656128313254
12050000	Bronx	Brooklyn	0.12286378482625498
12050000	Bronx	Queens	0.09970781157153513
12050000	Bronx	Manhattan	0.09844544727255586
12050000	Bronx	Queens	0.10620466435482712
12050000	Bronx	Brooklyn	0.13438046911505
12050000	Bronx	Manhattan	0.17660198192972243
12050000	Bronx	Brooklyn	0.12754968416864132
12050000	Bronx	StatenIsland	0.14173668347103446
12050000	Bronx	Queens	0.05481654652463107
12050000	Bronx	Queens	0.17739549710256924
12050000	Bronx	Brooklyn	0.18047911959055693
12050000	Bronx	Manhattan	0.19341576754743728
12050000	Bronx	Queens	0.16530422094086933
12050000	Bronx	Brooklyn	0.14929236357480807
12050000	Bronx	StatenIsland	0.12866339573167304
12050000	Bronx	Queens	0.17968948645153549
12050000	Bronx	Brooklyn	0.18789637757008867
12050000	Bronx	Queens	0.18971729321135058
12050000	Bronx	Brooklyn	0.153528645093735
12050000	Bronx	Brooklyn	0.16546071902140433
12150000	Bronx	Brooklyn	0.14919214910587966
12150000	Brooklyn	StatenIsland	0.12394959641719833
12150000	Bronx	Brooklyn	0.13051882961543296
12150000	Brooklyn	StatenIsland	0.14603046866791541
12150000	Bronx	Queens	0.04643184677671072
12150000	Bronx	Queens	0.1333529155357309
12150000	Bronx	Queens	0.17519337733074744
12150000	Bronx	Queens	0.1701995284941173
12150000	Bronx	Brooklyn	0.16380602212615997
12150000	Bronx	Queens	0.14347204738677527
12150000	Bronx	Brooklyn	0.1727476431295077
12150000	Bronx	Queens	0.14306332674987407
12150000	Bronx	Brooklyn	0.08546218882215541
12150000	Bronx	Brooklyn	0.16864460675936452
12150000	Bronx	Queens	0.14767817876547143
12150000	Bronx	Queens	0.14255208023843338
12150000	Bronx	Manhattan	0.12582553185502432
12150000	Bronx	Manhattan	0.1728085172076494
12150000	Bronx	Brooklyn	0.08962861692060552
12150000	Bronx	Queens	0.15034958219624306
12150000	Bronx	Queens	0.12122859008508285
12150000	Bronx	Queens	0.13494945480032527
12150000	Bronx	Queens	0.1645253019940086
12150000	Bronx	Brooklyn	0.14621034374914393
12150000	Bronx	Manhattan	0.14066195202717147
12150000	Bronx	Queens	0.14651111295863023
12150000	Bronx	Queens	0.14451257429608952
12150000	Queens	Manhattan	0.13622718992166005
12150000	Bronx	Manhattan	0.1359903679203055
