state	from	to	time
14850000	Queens	Brooklyn	0.16901993450512787
14850000	Queens	Brooklyn	0.131469366572313
14850000	Queens	Brooklyn	0.14546433933032396
14850000	Queens	StatenIsland	0.14795796843619066
14850000	Queens	Bronx	0.16798933376270075
14850000	Queens	Brooklyn	0.15640098723774143
14850000	Queens	Brooklyn	0.11928928034044117
14850000	Queens	Brooklyn	0.12392357029119147
14850000	Queens	Bronx	0.11715153190495681
14850000	Queens	Brooklyn	0.10696752742534901
14850000	Queens	Brooklyn	0.14560132890380306
14850000	Queens	Brooklyn	0.14358750251088614
14850000	Queens	Brooklyn	0.1757599723331204
14850000	Queens	Brooklyn	0.13095276517617732
14850000	Queens	Brooklyn	0.16826513543486182
14850000	Queens	Manhattan	0.14475431175288672
14850000	Queens	Bronx	0.11876259525433289
14850000	Queens	Brooklyn	0.10643225217387586
14850000	Queens	Brooklyn	0.16342654562242503
14850000	Queens	Brooklyn	0.17065321893890964
14850000	Queens	Bronx	0.17769854842584526
14850000	Queens	Manhattan	0.1539468463135926
14850000	Queens	Bronx	0.1256933830876075
14850000	Queens	Brooklyn	0.11847564740607641
14850000	Queens	Manhattan	0.1639687542795201
14850000	Queens	Manhattan	0.16833907535022424
14850000	Queens	Manhattan	0.14005347963576664
14850000	Queens	Brooklyn	0.16268976581866165
14850000	Queens	Brooklyn	0.13308030121854195
14850000	Queens	Manhattan	0.1485609313786832
14850000	Queens	Manhattan	0.1555351124154575
14850000	Queens	Brooklyn	0.11592780855629684
14850000	Queens	Brooklyn	0.1272561544901672
14850000	Queens	Brooklyn	0.13013553088149205
14850000	Queens	Brooklyn	0.12044634719551711
14850000	Queens	StatenIsland	0.1534954132971562
14850000	Queens	Bronx	0.15776485149642655
14850000	Queens	Bronx	0.18063754476340288
14850000	Queens	Bronx	0.041863264961664676
14850000	Queens	Brooklyn	0.15730958588925428
14850000	Queens	Brooklyn	0.14457538205256382
14850000	Queens	Brooklyn	0.16312385169747698
14850000	Queens	Bronx	0.12583743031727115
14850000	Queens	Brooklyn	0.15953037264712525
14850000	Queens	Manhattan	0.1434469890443048
14850000	Queens	Brooklyn	0.1339847580843231
14850000	Queens	Bronx	0.10875339976268417
14850000	Queens	Bronx	0.13745059200906296
14850000	Queens	Bronx	0.13813906205673965
14850000	Queens	Bronx	0.1632197385037054
14850000	Queens	Bronx	0.14979342560233852
14850000	Queens	Bronx	0.15088047718026773
14850000	Queens	StatenIsland	0.17688860103542797
14850000	Queens	Manhattan	0.13534112488564676
14850000	Queens	Bronx	0.17442786124312332
14850000	Queens	Bronx	0.10609148364848989
14850000	Queens	Manhattan	0.1425341918680945
14850000	Queens	Bronx	0.156948213963238
14850000	Queens	Manhattan	0.16611670733767925
14850000	Queens	Bronx	0.16334810709107486
14850000	Queens	Manhattan	0.1684736647888808
14850000	Queens	Manhattan	0.16437164278523375
14850000	Queens	StatenIsland	0.16761919242179138
14850000	Queens	Brooklyn	0.17588059373880066
14850000	Queens	Bronx	0.15767095010924587
14850000	Queens	Brooklyn	0.16844225009311328
14950000	Queens	Bronx	0.1693006787868178
14950000	Queens	Bronx	0.1540219593291857
14950000	Queens	Brooklyn	0.12089173199851502
14950000	Queens	Brooklyn	0.1355586031788725
14950000	Queens	Manhattan	0.14975569703936986
14950000	Queens	StatenIsland	0.12726168454924883
14950000	Queens	Bronx	0.16346058695041715
14950000	Queens	Bronx	0.13461914520616186
14950000	Queens	Brooklyn	0.16006740942725198
14950000	Queens	Brooklyn	0.1309048452910763
14950000	Queens	Brooklyn	0.13555561981551717
14950000	Queens	Brooklyn	0.12868594347832435
14950000	Queens	Manhattan	0.1576046164543528
14950000	Queens	Brooklyn	0.16405723737356048
14950000	Queens	Manhattan	0.13180559587074453
14950000	Queens	Bronx	0.139367676747972
14950000	Queens	Brooklyn	0.17624250847351103
14950000	Queens	Brooklyn	0.1219081840478739
14950000	Queens	Brooklyn	0.1631618200636386
14950000	Queens	Manhattan	0.14079408857395814
14950000	Queens	Bronx	0.17582920320890533
14950000	Queens	Manhattan	0.15184165635654165
14950000	Queens	Manhattan	0.1772994347212051
14950000	Queens	Manhattan	0.16831146139461972
14950000	Queens	Manhattan	0.17013962836896604
14950000	Queens	StatenIsland	0.12400385005869649
14950000	Queens	Manhattan	0.10852182077847286
14950000	Queens	Bronx	0.1341286647481261
14950000	Queens	Manhattan	0.15289006443543413
14950000	Queens	StatenIsland	0.14629409315518843
14950000	Queens	Brooklyn	0.1690613401824948
14950000	Queens	Manhattan	0.135051347207301
14950000	Queens	Brooklyn	0.11682665377066437
14950000	Queens	Brooklyn	0.06103482543714431
14950000	Queens	StatenIsland	0.15006038671917465
14950000	Queens	Bronx	0.15600163095704522
14950000	Queens	Bronx	0.15069956082470845
14950000	Queens	Bronx	0.1638307771742226
14950000	Queens	Brooklyn	0.13388832651534047
14950000	Queens	Brooklyn	0.12163627547358556
14950000	Queens	Brooklyn	0.17047345180386458
14950000	Queens	Brooklyn	0.17313537502175036
14950000	Queens	Bronx	0.17047909462821584
14950000	Queens	Manhattan	0.15400466287363887
14950000	Queens	Brooklyn	0.14778143429720808
14950000	Queens	Bronx	0.11833504517804916
14950000	Queens	Bronx	0.1601292984906778
14950000	Queens	Bronx	0.1470212779879504
14950000	Queens	Bronx	0.16823437463900084
14950000	Queens	Manhattan	0.15413765559072215
14950000	Queens	Bronx	0.18147118877765459
14950000	Queens	Bronx	0.16203271124890828
14950000	Queens	Brooklyn	0.15848085332338596
14950000	Queens	StatenIsland	0.1530772848168158
14950000	Queens	Manhattan	0.17980531874732833
14950000	Queens	Bronx	0.151790094080078
14950000	Queens	Bronx	0.17966316432819318
14950000	Queens	Manhattan	0.0873013342411357
14950000	Queens	Manhattan	0.17744098058528526
14950000	Queens	Bronx	0.1596738128547008
14950000	Queens	Brooklyn	0.17855422863626677
14950000	Queens	Bronx	0.19022752690674716
14950000	Queens	Brooklyn	0.17614247388426982
14950000	Queens	Bronx	0.13166944468080888
14950000	Queens	Brooklyn	0.13711471177559467
14950000	Queens	Brooklyn	0.18678616812331975
14950000	Queens	Brooklyn	0.1854001154516211
15050000	Queens	Bronx	0.13988466857864876
15050000	Queens	Brooklyn	0.1412606372652755
15050000	Queens	Brooklyn	0.13437510698301813
15050000	Queens	Manhattan	0.1076658741748911
15050000	Queens	StatenIsland	0.09612880034360177
15050000	Queens	Bronx	0.14565871947940562
15050000	Queens	Brooklyn	0.12093574211217581
15050000	Queens	Brooklyn	0.11965698972464653
15050000	Queens	Brooklyn	0.13388771575280617
15050000	Queens	Brooklyn	0.17604280624361096
15050000	Queens	Manhattan	0.13397341048409747
15050000	Queens	Bronx	0.14987829190863558
15050000	Queens	Brooklyn	0.16419379790726457
15050000	Queens	Brooklyn	0.14643747733496695
15050000	Queens	Brooklyn	0.1375739955864424
15050000	Queens	Bronx	0.18418566002222478
15050000	Queens	Manhattan	0.15205188239443468
15050000	Queens	Bronx	0.1328683755071843
15050000	Queens	Brooklyn	0.13037143551400762
15050000	Queens	Manhattan	0.16268603702638074
15050000	Queens	Brooklyn	0.15283298418259622
15050000	Queens	Manhattan	0.14547481380249352
15050000	Queens	Brooklyn	0.13254479975417438
15050000	Queens	Brooklyn	0.15169331552127338
15050000	Queens	Brooklyn	0.16977979887564548
15050000	Queens	StatenIsland	0.1519862798350094
15050000	Queens	Bronx	0.12560441557045826
15050000	Queens	Bronx	0.15712869696992235
15050000	Queens	StatenIsland	0.07733302035297933
15050000	StatenIsland	Queens	0.054187679753680884
15050000	Queens	Bronx	0.026514094269487597
15050000	Queens	Brooklyn	0.13584382689675384
15050000	Queens	Bronx	0.1370591018200889
15050000	Queens	Brooklyn	0.16008519560121007
15050000	Queens	Manhattan	0.14276131731929928
15050000	Queens	StatenIsland	0.17414500800123384
15050000	StatenIsland	Queens	0.056106102856735035
15050000	Queens	Brooklyn	0.1632602178011759
15050000	Queens	Bronx	0.13547375641699017
15050000	Queens	Bronx	0.14172150118982957
15050000	Queens	Bronx	0.11530232544238553
15050000	Queens	Bronx	0.14377114516716985
15050000	Queens	Brooklyn	0.12565916763535212
15050000	Queens	StatenIsland	0.15959337548909544
15050000	Queens	Bronx	0.16638212510402292
15050000	Queens	Bronx	0.15577966875090274
15050000	Queens	Bronx	0.13406562850625947
15050000	Queens	Manhattan	0.10908234348489473
15050000	Queens	StatenIsland	0.14493884909564966
15050000	Queens	Manhattan	0.170358723291981
15050000	Queens	Bronx	0.1718545307823735
15050000	Queens	Brooklyn	0.17344593562940758
15050000	Queens	Brooklyn	0.18982657635861516
15050000	Queens	Manhattan	0.17749429113392184
15050000	Queens	Bronx	0.16588923812775525
15050000	Queens	Bronx	0.1558660386648003
15050000	Queens	Bronx	0.17319548835683518
15150000	Queens	Bronx	0.1093886208021178
15150000	Queens	Bronx	0.03294786989744851
15150000	Queens	Brooklyn	0.14086489626481016
15150000	Bronx	Brooklyn	0.12482574608089969
15150000	Queens	Manhattan	0.14811015019178997
15150000	Queens	StatenIsland	0.13128568188572423
15150000	Queens	Bronx	0.1503110775098883
15150000	Queens	Bronx	0.13109314339885386
15150000	Queens	Brooklyn	0.1509901163450344
15150000	Queens	Brooklyn	0.1785526014455912
15150000	Queens	Brooklyn	0.12735913818659922
15150000	Queens	Brooklyn	0.1342798356102175
15150000	Queens	Brooklyn	0.12110235474917373
15150000	Queens	Brooklyn	0.16346749193781968
15150000	Queens	Brooklyn	0.17612795856772592
15150000	Queens	Manhattan	0.148579591443069
15150000	Queens	Brooklyn	0.1511428833125353
15150000	Queens	Brooklyn	0.17265326485761143
15150000	Queens	Manhattan	0.102182501950639
15150000	Queens	Bronx	0.11716547976394305
15150000	Queens	Brooklyn	0.1257341459733804
15150000	Queens	Brooklyn	0.1508487653647375
15150000	Queens	Bronx	0.15632083599704213
15150000	Queens	Brooklyn	0.11552345672214695
15150000	Queens	Bronx	0.17485659935589937
15150000	Queens	Brooklyn	0.1777276030368992
15150000	Queens	Brooklyn	0.12273953680623909
15150000	Queens	Manhattan	0.12821829951640207
15150000	Queens	Brooklyn	0.004533195345465341
15150000	Queens	StatenIsland	0.16040270809978624
